#Resampling
#Console: python /store/home/mad/anaconda2/envs/python3/bin/transit resampling 2018_Carey_A-H/Rv_1.wig,2018_Carey_A-H/Rv_2.wig,2018_Carey_A-H/Rv_3.wig 2018_Carey_A-H/663_1.wig,2018_Carey_A-H/663_2.wig /quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/H37Rv.prot_table /quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/Results/result_resampling_carey_663_vs_carey_rv_LOESS_term15_2.txt -l -iN 15 -iC 15
#Control Data: b'2018_Carey_A-H/Rv_1.wig,2018_Carey_A-H/Rv_2.wig,2018_Carey_A-H/Rv_3.wig'
#Experimental Data: b'2018_Carey_A-H/663_1.wig,2018_Carey_A-H/663_2.wig'
#Annotation path: b'/quartz/data/TnSeq/tnseq_matrix_project/tuberculosis/H37Rv.prot_table' 
#Time: 2086.511485815048
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	log2FC	Sum Ctrl	Sum Exp	Delta Mean	p-value	Adj. p-value
Rv1130	-	hypothetical protein Rv1130 	17	97.4	111.4	0.19	4969.0	3788.23	14.0	0.68760	1.00000
Rv1131	gltA1	methylcitrate synthase 	9	33.4	29.4	-0.18	902.8	529.68	-4.0	0.81310	1.00000
Rv1132	-	hypothetical protein Rv1132 	20	70.1	81.5	0.22	4208.8	3260.78	11.4	0.70820	1.00000
Rv1133c	metE	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase 	24	0.0	0.0	-0.07	3.4	0.00	-0.0	1.00000	1.00000
Rv1134	-	hypothetical protein Rv1134 	3	113.7	99.5	-0.19	1023.5	597.03	-14.2	0.82480	1.00000
Rv1135A	-	POSSIBLE ACETYL-CoA ACETYLTRANSFERASE (ACETOACETYL-CoA THIOLASE) 	5	105.2	107.0	0.02	1577.4	1069.63	1.8	0.97710	1.00000
Rv1135c	PPE16	PPE FAMILY PROTEIN 	19	149.9	197.3	0.40	8542.0	7497.78	47.5	0.49470	0.96327
Rv1136	-	POSSIBLE ENOYL-CoA HYDRATASE 	2	46.8	34.4	-0.45	281.0	137.55	-12.5	0.78020	1.00000
Rv1137c	-	hypothetical protein Rv1137c 	2	131.5	118.2	-0.15	789.2	472.98	-13.3	0.86720	1.00000
Rv1138c	-	POSSIBLE OXIDOREDUCTASE 	10	143.4	89.7	-0.68	4301.0	1793.55	-53.7	0.51570	0.96512
Rv1139c	-	hypothetical protein Rv1139c 	8	109.5	99.5	-0.14	2628.8	1592.43	-10.0	0.85360	1.00000
Rv1140	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	9	54.2	28.1	-0.95	1462.8	505.65	-26.1	0.24660	0.85933
Rv1141c	echA11	enoyl-CoA hydratase 	12	146.5	122.3	-0.26	5273.6	2934.76	-24.2	0.56550	0.98669
Rv1142c	echA10	enoyl-CoA hydratase 	6	180.1	93.4	-0.95	3242.2	1120.53	-86.7	0.36020	0.92034
Rv1143	mcr	PROBABLE ALPHA-METHYLACYL-CoA RACEMASE MCR (2-methylacyl-CoA racemase) (2-arylpropionyl-CoA epimerase ) 	12	274.6	331.1	0.27	9884.4	7945.78	56.5	0.54010	0.97555
Rv1144	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	6	181.7	294.8	0.70	3269.9	3537.51	113.1	0.33050	0.92034
Rv1145	mmpL13a	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL13A 	10	127.5	107.1	-0.25	3824.7	2141.27	-20.4	0.65860	1.00000
Rv1146	mmpL13b	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL13B 	18	292.8	330.9	0.18	15808.8	11911.98	38.1	0.61090	0.99344
Rv1147	-	hypothetical protein Rv1147 	7	65.9	121.8	0.89	1383.5	1704.72	55.9	0.17240	0.77116
Rv1148c	-	hypothetical protein Rv1148c 	16	169.6	140.8	-0.27	8143.0	4506.98	-28.8	0.46980	0.95553
Rv1149	-	POSSIBLE TRANSPOSASE 	5	81.3	91.1	0.16	1220.2	911.29	9.8	0.83670	1.00000
Rv1151c	-	NAD-dependent deacetylase 	7	283.8	563.1	0.99	5960.5	7883.77	279.3	0.23900	0.85715
Rv1152	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	3	148.6	161.7	0.12	1337.4	969.97	13.1	0.87790	1.00000
Rv1153c	omt	PROBABLE O-METHYLTRANSFERASE OMT 	14	173.3	262.4	0.60	7276.6	7348.38	89.2	0.22050	0.84030
Rv1154c	-	hypothetical protein Rv1154c 	12	177.8	124.3	-0.52	6401.9	2982.55	-53.6	0.25140	0.86467
Rv1155	-	hypothetical protein Rv1155 	7	192.9	149.0	-0.37	4051.8	2085.62	-44.0	0.45150	0.94121
Rv1156	-	hypothetical protein Rv1156 	12	119.8	203.4	0.76	4313.7	4881.16	83.6	0.36650	0.92034
Rv1157c	-	CONSERVED HYPOTHETICAL ALA-, PRO-RICH PROTEIN 	7	94.3	61.9	-0.61	1980.8	867.13	-32.4	0.45740	0.94495
Rv1158c	-	CONSERVED HYPOTHETICAL ALA-, PRO-RICH PROTEIN 	7	55.4	25.8	-1.10	1164.2	361.65	-29.6	0.20390	0.81113
Rv1159	pimE	mannosyltransferase 	21	9.4	26.4	1.49	593.9	1109.83	17.0	0.00180	0.05611
Rv1159A	phhB	pterin-4-alpha-carbinolamine dehydratase 	10	93.1	42.7	-1.13	2794.0	854.00	-50.4	0.22240	0.84107
Rv1160	mutT2	PROBABLE MUTATOR PROTEIN MUTT (7,8-dihydro-8-oxoguanine-triphosphatase) (8-OXO-DGTPASE) 	4	110.7	106.8	-0.05	1328.9	854.03	-4.0	0.94980	1.00000
Rv1161	narG	PROBABLE RESPIRATORY NITRATE REDUCTASE (ALPHA CHAIN) NARG 	49	72.4	66.7	-0.12	10646.0	6539.66	-5.7	0.68290	1.00000
Rv1162	narH	PROBABLE RESPIRATORY NITRATE REDUCTASE (BETA CHAIN) NARH 	26	155.9	168.7	0.11	12161.3	8773.21	12.8	0.73480	1.00000
Rv1163	narJ	PROBABLE RESPIRATORY NITRATE REDUCTASE (DELTA CHAIN) NARJ 	11	111.8	158.5	0.50	3688.6	3487.78	46.8	0.38520	0.92034
Rv1164	narI	PROBABLE RESPIRATORY NITRATE REDUCTASE (GAMMA CHAIN) NARI 	12	167.8	131.3	-0.35	6042.0	3150.56	-36.6	0.49070	0.96322
Rv1165	typA	POSSIBLE GTP-BINDING TRANSLATION ELONGATION FACTOR TYPA (TYROSINE PHOSPHORYLATED PROTEIN A) (GTP-BINDING PROTEIN) 	11	114.3	115.0	0.01	3771.2	2530.05	0.7	0.98570	1.00000
Rv1166	lpqW	PROBABLE CONSERVED LIPOPROTEIN LPQW 	18	0.0	0.2	0.26	0.0	7.15	0.2	0.40850	0.92034
Rv1167c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	64.8	87.0	0.43	971.9	870.23	22.2	0.73600	1.00000
Rv1168c	PPE17	PPE FAMILY PROTEIN 	11	188.3	145.7	-0.37	6212.7	3204.30	-42.6	0.45000	0.94116
Rv1169c	PE11	PE FAMILY PROTEIN 	1	600.3	376.0	-0.67	1800.8	751.96	-224.3	0.50310	0.96395
Rv1170	mshB	N-Acetyl-1-D-myo-Inosityl-2-Amino-2-Deoxy-alpha- D-Glucopyranoside Deacetylase mshB (GlcNAc-Ins deacetylase) 	9	90.6	109.6	0.27	2447.2	1971.91	18.9	0.67170	1.00000
Rv1171	-	hypothetical protein Rv1171 	5	148.3	188.9	0.35	2224.7	1888.99	40.6	0.71650	1.00000
Rv1172c	PE12	PE FAMILY PROTEIN 	10	197.0	170.5	-0.21	5909.1	3409.84	-26.5	0.66500	1.00000
Rv1173	fbiC	FO synthase 	27	53.3	48.9	-0.12	4314.6	2643.27	-4.3	0.79180	1.00000
Rv1174c	TB8.4	LOW MOLECULAR WEIGHT T-CELL ANTIGEN TB8.4 	5	312.7	402.5	0.36	4690.9	4025.11	89.8	0.43520	0.93436
Rv1175c	fadH	PROBABLE NADPH DEPENDENT 2,4-DIENOYL-COA REDUCTASE FADH (2,4-dienoyl coenzyme A reductase) (4-enoyl-CoA reductase) 	17	81.7	163.4	1.00	4167.5	5553.98	81.6	0.08770	0.62446
Rv1176c	-	hypothetical protein Rv1176c 	12	96.4	178.5	0.89	3469.0	4283.19	82.1	0.05950	0.53763
Rv1177	fdxC	PROBABLE FERREDOXIN FDXC 	6	0.0	1.8	1.48	0.0	21.37	1.8	0.05480	0.52814
Rv1178	-	N-succinyldiaminopimelate aminotransferase 	19	103.4	162.9	0.66	5891.2	6190.30	59.5	0.14440	0.75593
Rv1179c	-	hypothetical protein Rv1179c 	31	101.5	116.0	0.19	9439.3	7192.70	14.5	0.51540	0.96512
Rv1180	pks3	PROBABLE POLYKETIDE BETA-KETOACYL SYNTHASE PKS3 	15	50.1	20.1	-1.32	2252.3	602.22	-30.0	0.12390	0.72779
Rv1181	pks4	PROBABLE POLYKETIDE BETA-KETOACYL SYNTHASE PKS4 	47	57.7	23.6	-1.29	8141.5	2218.23	-34.1	0.01890	0.31685
Rv1182	papA3	PROBABLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA3 	26	24.3	19.1	-0.35	1897.2	995.78	-5.2	0.56840	0.98863
Rv1183	mmpL10	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL10 	36	28.6	13.4	-1.09	3091.7	965.26	-15.2	0.01980	0.32115
Rv1184c	-	POSSIBLE EXPORTED PROTEIN 	17	40.5	9.1	-2.16	2065.0	307.90	-31.4	0.00250	0.07228
Rv1185c	fadD21	acyl-CoA synthetase 	24	58.4	14.4	-2.02	4206.0	691.90	-44.0	0.00240	0.06990
Rv1186c	-	hypothetical protein Rv1186c 	14	23.8	75.3	1.66	997.7	2108.67	51.6	0.12440	0.72779
Rv1187	rocA	PROBABLE PYRROLINE-5-CARBOXYLATE DEHYDROGENASE ROCA 	21	9.0	18.4	1.04	564.0	774.08	9.5	0.18850	0.78926
Rv1188	-	PROBABLE PROLINE DEHYDROGENASE 	18	20.3	13.1	-0.63	1094.7	470.00	-7.2	0.55280	0.98198
Rv1189	sigI	RNA polymerase sigma factor SigI 	2	8.8	52.9	2.59	52.6	211.45	44.1	0.16340	0.75593
Rv1190	-	hypothetical protein Rv1190 	6	158.6	80.0	-0.99	2854.8	959.46	-78.6	0.10330	0.67679
Rv1191	-	hypothetical protein Rv1191 	7	182.0	343.7	0.92	3821.6	4811.95	161.7	0.11220	0.70612
Rv1192	-	hypothetical protein Rv1192 	9	55.8	90.5	0.70	1505.4	1628.70	34.7	0.33170	0.92034
Rv1193	fadD36	acyl-CoA synthetase 	13	35.0	15.5	-1.18	1363.2	402.08	-19.5	0.28630	0.90806
Rv1194c	-	hypothetical protein Rv1194c 	12	80.9	57.1	-0.50	2911.8	1370.70	-23.8	0.39420	0.92034
Rv1195	PE13	PE FAMILY PROTEIN 	3	255.7	495.5	0.95	2301.1	2973.16	239.8	0.21340	0.82664
Rv1196	PPE18	PPE FAMILY PROTEIN 	6	165.2	152.4	-0.12	2973.4	1828.61	-12.8	0.88380	1.00000
Rv1197	esxK	ESAT-6 LIKE PROTEIN ESXK (ESAT-6 LIKE PROTEIN 3) 	1	51.0	48.3	-0.08	152.9	96.59	-2.7	1.00000	1.00000
Rv1198	esxL	PUTATIVE ESAT-6 LIKE PROTEIN ESXL (ESAT-6 LIKE PROTEIN 4) 	3	69.0	98.9	0.52	620.9	593.46	29.9	0.36480	0.92034
Rv1199c	-	POSSIBLE TRANSPOSASE 	12	129.2	127.9	-0.02	4652.8	3069.39	-1.4	0.97310	1.00000
Rv1200	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	21	162.8	228.4	0.49	10256.1	9594.08	65.6	0.25160	0.86467
Rv1201c	-	PROBABLE TRANSFERASE 	10	0.0	0.4	0.49	0.0	8.02	0.4	0.40780	0.92034
Rv1202	dapE	dipeptidase 	12	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1203c	-	hypothetical protein Rv1203c 	6	48.4	71.2	0.56	871.7	854.48	22.8	0.49320	0.96322
Rv1204c	-	hypothetical protein Rv1204c 	15	182.2	220.2	0.27	8197.2	6606.89	38.1	0.38110	0.92034
Rv1205	-	hypothetical protein Rv1205 	7	158.2	135.4	-0.22	3321.6	1896.13	-22.7	0.78570	1.00000
Rv1206	fadD6	acyl-CoA synthetase 	21	80.2	86.2	0.10	5055.7	3620.67	6.0	0.76980	1.00000
Rv1207	folP2	PROBABLE DIHYDROPTEROATE SYNTHASE 2 FOLP2 (DHPS 2) (Dihydropteroate pyrophosphorylase 2) 	8	100.2	135.0	0.43	2403.9	2159.75	34.8	0.48000	0.95856
Rv1208	-	hypothetical protein Rv1208 	9	0.6	0.8	0.51	15.8	15.03	0.3	0.64570	1.00000
Rv1209	-	hypothetical protein Rv1209 	3	182.5	249.2	0.45	1642.8	1495.39	66.7	0.55710	0.98316
Rv1210	tagA	PROBABLE DNA-3-METHYLADENINE GLYCOSYLASE I TAGA (TAG I) (3-methyladenine-DNA glycosylase I, constitutive) (DNA-3-methyladenine glycosidase I ) 	8	177.6	115.6	-0.62	4261.7	1850.39	-61.9	0.35450	0.92034
Rv1211	-	hypothetical protein Rv1211 	2	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1212c	-	PUTATIVE GLYCOSYL TRANSFERASE 	19	114.6	122.6	0.10	6531.3	4657.10	8.0	0.87020	1.00000
Rv1213	glgC	glucose-1-phosphate adenylyltransferase 	24	107.2	128.5	0.26	7716.4	6170.30	21.4	0.57420	0.99078
Rv1214c	PE14	PE FAMILY PROTEIN 	5	67.0	51.6	-0.38	1004.4	516.10	-15.3	0.53380	0.97442
Rv1215c	-	hypothetical protein Rv1215c 	16	89.5	86.2	-0.05	4295.4	2759.55	-3.3	0.90800	1.00000
Rv1216c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	9	225.6	169.8	-0.41	6090.0	3056.47	-55.8	0.60290	0.99229
Rv1217c	-	PROBABLE TETRONASIN-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER 	13	19.3	29.3	0.60	752.3	761.73	10.0	0.26020	0.88125
Rv1218c	-	PROBABLE TETRONASIN-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	5	89.8	30.4	-1.56	1346.3	304.37	-59.3	0.10610	0.68280
Rv1219c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	90.0	50.3	-0.84	2159.2	804.17	-39.7	0.53200	0.97409
Rv1220c	-	PROBABLE METHYLTRANSFERASE 	8	153.3	61.3	-1.32	3679.2	981.45	-92.0	0.08240	0.60105
Rv1221	sigE	RNA polymerase sigma factor SigE 	10	2.4	1.0	-1.19	71.8	21.00	-1.3	0.38310	0.92034
Rv1222	-	hypothetical protein Rv1222 	2	121.0	297.9	1.30	726.1	1191.56	176.9	0.45360	0.94264
Rv1223	htrA	PROBABLE SERINE PROTEASE HTRA (DEGP PROTEIN) 	13	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1224	tatB	sec-independent translocase 	4	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1225c	-	hypothetical protein Rv1225c 	6	189.5	235.2	0.31	3411.8	2822.23	45.6	0.53410	0.97442
Rv1226c	-	PROBABLE TRANSMEMBRANE PROTEIN 	11	198.3	211.8	0.09	6544.9	4658.91	13.4	0.88400	1.00000
Rv1227c	-	PROBABLE TRANSMEMBRANE PROTEIN 	6	78.1	189.8	1.28	1405.8	2277.71	111.7	0.11950	0.72474
Rv1228	lpqX	PROBABLE LIPOPROTEIN LPQX 	7	298.1	390.2	0.39	6260.8	5463.42	92.1	0.36600	0.92034
Rv1229c	mrp	PROBABLE MRP-RELATED PROTEIN MRP 	10	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1230c	-	POSSIBLE MEMBRANE PROTEIN 	14	146.2	111.5	-0.39	6140.6	3122.74	-34.7	0.47650	0.95856
Rv1231c	-	PROBABLE MEMBRANE PROTEIN 	6	88.2	199.2	1.18	1587.0	2390.80	111.1	0.08960	0.63275
Rv1232c	-	hypothetical protein Rv1232c 	3	82.6	141.6	0.78	743.4	849.77	59.0	0.33360	0.92034
Rv1233c	-	hypothetical protein Rv1233c 	16	106.8	97.6	-0.13	5127.7	3124.31	-9.2	0.83920	1.00000
Rv1234	-	PROBABLE TRANSMEMBRANE PROTEIN 	6	69.2	68.6	-0.01	1246.4	823.69	-0.6	0.99250	1.00000
Rv1235	lpqY	PROBABLE SUGAR-BINDING LIPOPROTEIN LPQY 	23	52.3	37.0	-0.50	3612.0	1701.66	-15.4	0.30290	0.91502
Rv1236	sugA	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER SUGA 	16	96.2	85.7	-0.17	4616.0	2743.56	-10.4	0.74030	1.00000
Rv1237	sugB	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER SUGB 	8	27.3	17.0	-0.68	655.1	271.85	-10.3	0.71390	1.00000
Rv1238	sugC	PROBABLE SUGAR-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER SUGC 	17	84.2	84.5	0.01	4292.6	2872.74	0.3	0.99170	1.00000
Rv1239c	corA	POSSIBLE MAGNESIUM AND COBALT TRANSPORT TRANSMEMBRANE PROTEIN CORA 	17	78.5	68.0	-0.21	4002.1	2312.02	-10.5	0.68430	1.00000
Rv1240	mdh	malate dehydrogenase 	2	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1241	-	hypothetical protein Rv1241 	1	57.8	281.0	2.28	173.3	561.96	223.2	0.09950	0.66836
Rv1242	-	hypothetical protein Rv1242 	8	148.4	136.9	-0.12	3560.6	2190.02	-11.5	0.77220	1.00000
Rv1243c	PE_PGRS23	PE-PGRS FAMILY PROTEIN 	13	95.7	140.9	0.56	3733.3	3663.39	45.2	0.26600	0.88711
Rv1244	lpqZ	PROBABLE LIPOPROTEIN LPQZ 	8	143.0	186.8	0.39	3432.1	2989.19	43.8	0.41650	0.92222
Rv1245c	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	11	147.3	152.7	0.05	4859.9	3358.96	5.4	0.91940	1.00000
Rv1246c	-	hypothetical protein Rv1246c 	5	182.1	187.8	0.04	2731.7	1878.28	5.7	0.95840	1.00000
Rv1247c	-	hypothetical protein Rv1247c 	4	58.6	55.0	-0.09	703.1	440.22	-3.6	0.90890	1.00000
Rv1248c	kgd	alpha-ketoglutarate decarboxylase 	31	5.5	30.9	2.50	507.7	1915.90	25.4	0.00000	0.00000
Rv1249c	-	POSSIBLE MEMBRANE PROTEIN 	10	272.7	280.9	0.04	8181.7	5617.54	8.2	0.95460	1.00000
Rv1250	-	PROBABLE DRUG-TRANSPORT INTEGRAL MEMBRANE PROTEIN 	18	95.7	98.6	0.04	5170.1	3551.10	2.9	0.94110	1.00000
Rv1251c	-	hypothetical protein Rv1251c 	42	53.1	52.9	-0.00	6687.6	4446.56	-0.1	0.99270	1.00000
Rv1252c	lprE	PROBABLE LIPOPROTEIN LPRE 	6	217.1	181.8	-0.26	3908.0	2181.95	-35.3	0.63140	1.00000
Rv1253	deaD	PROBABLE COLD-SHOCK DEAD-BOX PROTEIN A HOMOLOG DEAD (ATP-dependent RNA helicase deaD homolog) 	25	67.4	56.8	-0.25	5055.9	2840.10	-10.6	0.57920	0.99229
Rv1254	-	PROBABLE ACYLTRANSFERASE 	21	0.0	0.3	0.41	0.0	13.80	0.3	0.16290	0.75593
Rv1255c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	89.2	147.4	0.72	1337.6	1473.53	58.2	0.41370	0.92034
Rv1256c	cyp130	PROBA BLE CYTOCHROME P450 130 CYP130 	10	112.5	88.0	-0.36	3376.0	1759.45	-24.6	0.61210	0.99401
Rv1257c	-	PROBABLE OXIDOREDUCTASE 	11	94.8	121.1	0.35	3126.8	2663.33	26.3	0.45100	0.94116
Rv1258c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	20	124.9	121.8	-0.04	7494.5	4873.45	-3.1	0.93230	1.00000
Rv1259	-	hypothetical protein Rv1259 	5	47.3	19.2	-1.30	709.9	191.75	-28.2	0.15510	0.75593
Rv1260	-	hypothetical protein Rv1260 	18	33.1	20.1	-0.72	1789.9	723.65	-13.0	0.30720	0.91502
Rv1261c	-	hypothetical protein Rv1261c 	6	98.2	20.8	-2.24	1766.7	249.38	-77.4	0.08730	0.62313
Rv1262c	-	HYPOTHETICAL HIT-LIKE PROTEIN 	3	41.1	17.5	-1.23	369.8	105.07	-23.6	0.36610	0.92034
Rv1263	amiB2	amidase 	17	81.5	138.8	0.77	4158.8	4718.46	57.2	0.15940	0.75593
Rv1264	-	ADENYLYL CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLATE CYCLASE) 	12	136.2	220.7	0.70	4903.1	5296.84	84.5	0.27270	0.88750
Rv1265	-	hypothetical protein Rv1265 	8	12.6	10.4	-0.27	301.4	166.82	-2.1	0.77680	1.00000
Rv1266c	pknH	PROBABLE TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE H PKNH (PROTEIN KINASE H) (STPK H) 	22	146.3	154.9	0.08	9656.2	6813.90	8.6	0.81260	1.00000
Rv1267c	embR	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN EMBR 	14	119.2	95.2	-0.33	5007.5	2664.62	-24.1	0.56130	0.98419
Rv1268c	-	hypothetical protein Rv1268c 	10	196.6	157.7	-0.32	5897.4	3153.06	-38.9	0.57740	0.99217
Rv1269c	-	CONSERVED PROBABLE SECRETED PROTEIN 	6	119.9	188.2	0.65	2158.8	2258.27	68.3	0.28980	0.90887
Rv1270c	lprA	POSSIBLE LIPOPROTEIN LPRA 	9	34.0	43.5	0.36	917.1	783.43	9.6	0.60640	0.99229
Rv1271c	-	CONSERVED HYPOTHETICAL SECRETED PROTEIN 	2	34.0	153.2	2.17	203.8	612.64	119.2	0.05190	0.51741
Rv1272c	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 	23	63.6	66.0	0.05	4388.2	3037.95	2.4	0.90700	1.00000
Rv1273c	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 	21	47.0	56.3	0.26	2963.9	2362.92	9.2	0.57180	0.98972
Rv1274	lprB	POSSIBLE LIPOPROTEIN LPRB 	3	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1275	lprC	POSSIBLE LIPOPROTEIN LPRC 	4	1.5	2.9	0.96	18.1	23.46	1.4	0.86270	1.00000
Rv1276c	-	hypothetical protein Rv1276c 	4	20.2	65.7	1.70	242.1	525.43	45.5	0.28740	0.90868
Rv1277	-	hypothetical protein Rv1277 	15	87.4	123.7	0.50	3932.4	3711.06	36.3	0.22670	0.84871
Rv1278	-	hypothetical protein Rv1278 	16	42.1	55.0	0.39	2019.9	1761.34	13.0	0.49700	0.96327
Rv1279	-	PROBABLE DEHYDROGENASE FAD flavoprotein GMC oxidoreductase 	21	65.3	94.9	0.54	4112.3	3987.26	29.7	0.17740	0.77998
Rv1280c	oppA	PROBABLE PERIPLASMIC OLIGOPEPTIDE-BINDING LIPOPROTEIN OPPA 	17	104.8	113.5	0.12	5344.2	3858.90	8.7	0.82120	1.00000
Rv1281c	oppD	PROBABLE OLIGOPEPTIDE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER OPPD 	18	16.0	15.0	-0.10	864.1	538.36	-1.0	0.88520	1.00000
Rv1282c	oppC	PROBABLE OLIGOPEPTIDE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER OPPC 	10	34.2	34.7	0.02	1027.4	694.02	0.5	0.98100	1.00000
Rv1283c	oppB	PROBABLE OLIGOPEPTIDE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER OPPB 	13	40.6	57.0	0.49	1584.1	1483.08	16.4	0.42620	0.92773
Rv1284	-	hypothetical protein Rv1284 	2	5.0	1.9	-1.37	30.2	7.80	-3.1	0.47640	0.95856
Rv1285	cysD	sulfate adenylyltransferase subunit 2 	8	67.9	6.9	-3.29	1629.2	110.97	-60.9	0.06020	0.53763
Rv1286	cysN	bifunctional sulfate adenylyltransferase subunit 1/adenylylsulfate kinase protein 	21	72.7	7.8	-3.22	4579.3	327.04	-64.9	0.00000	0.00000
Rv1287	-	hypothetical protein Rv1287 	9	66.7	53.8	-0.31	1801.0	967.69	-12.9	0.60230	0.99229
Rv1288	-	hypothetical protein Rv1288 	28	151.9	184.7	0.28	12761.4	10344.91	32.8	0.24580	0.85933
Rv1289	-	hypothetical protein Rv1289 	10	100.2	157.1	0.65	3004.6	3142.52	57.0	0.57160	0.98972
Rv1290A	-	hypothetical protein Rv1290A 	5	93.2	208.4	1.16	1398.3	2084.16	115.2	0.63830	1.00000
Rv1290c	-	hypothetical protein Rv1290c 	22	185.9	309.9	0.74	12269.2	13634.11	124.0	0.03920	0.45059
Rv1291c	-	CONSERVED HYPOTHETICAL SECRETED PROTEIN 	1	71.6	0.0	-6.18	214.7	0.00	-71.6	0.07170	0.56842
Rv1292	argS	arginyl-tRNA synthetase 	27	0.0	0.0	-0.05	3.1	0.00	-0.0	1.00000	1.00000
Rv1293	lysA	PROBABLE DIAMINOPIMELATE DECARBOXYLASE LYSA (DAP DECARBOXYLASE) 	18	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1294	thrA	homoserine dehydrogenase 	20	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1295	thrC	threonine synthase 	13	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1296	thrB	homoserine kinase 	11	0.0	0.3	0.39	0.0	6.79	0.3	0.39930	0.92034
Rv1297	rho	transcription termination factor Rho 	12	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1298	rpmE	50S ribosomal protein L31 	5	0.0	13.3	3.83	0.0	132.67	13.3	0.00010	0.00596
Rv1299	prfA	peptide chain release factor 1 	12	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1300	hemK	PROBABLE HEMK PROTEIN HOMOLOG HEMK 	12	0.1	13.6	7.33	3.0	325.38	13.5	0.00000	0.00000
Rv1301	-	hypothetical protein Rv1301 	8	0.1	1.4	3.42	3.1	22.28	1.3	0.04540	0.47545
Rv1302	rfe	PROBABLE UNDECAPAPRENYL-PHOSPHATE ALPHA-N-ACETYLGLUCOSAMINYLTRANSFERASE RFE (UDP-GlcNAc TRANSFERASE) 	12	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1303	-	hypothetical protein Rv1303 	3	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1304	atpB	F0F1 ATP synthase subunit A 	8	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1305	atpE	F0F1 ATP synthase subunit C 	4	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1306	atpF	F0F1 ATP synthase subunit B 	3	0.0	0.0	0.00	0.0	0.00	0.0	1.00000	1.00000
Rv1307	atpH	PROBABLE ATP SYNTHASE DELTA CHAIN ATPH 	11	0.1	0.0	-0.13	3.1	0.00	-0.1	1.00000	1.00000
