#Resampling
#Console: python /usr/local/bin/transit resampling H37Rv_day32_rep1.wig,H37Rv_day32_rep2.wig,H37Rv_day32_rep3.wig Rv3005c_day32_rep1.wig,Rv3005c_day32_rep2.wig,Rv3005c_day32_rep3.wig /home/mad/transit_tests/transit_tamu/src/pytransit/genomes/H37Rv.prot_table resampling_H37Rv_Rv3005c_day32_s10000_pc0.00.dat
#Control Data: H37Rv_day32_rep1.wig,H37Rv_day32_rep2.wig,H37Rv_day32_rep3.wig
#Experimental Data: Rv3005c_day32_rep1.wig,Rv3005c_day32_rep2.wig,Rv3005c_day32_rep3.wig
#Annotation path: /home/mad/transit_tests/transit_tamu/src/pytransit/genomes/H37Rv.prot_table
#Time: 600.038864851
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	Sum Ctrl	Sum Exp	Delta Sum	log2FC	p-value	Adj. p-value
Rv1048c	-	hypothetical protein Rv1048c 	24	23.7	71.7	1064.9	3228.1	2163.22	1.60	0.16050	0.42433
Rv1049	-	PROBABLE TRANSCRIPTIONAL REPRESSOR PROTEIN 	4	28.7	1.7	258.5	14.9	-243.58	-4.11	0.13430	0.37790
Rv1050	-	PROBABLE OXIDOREDUCTASE 	12	16.2	93.4	146.0	840.6	694.68	2.53	0.17440	0.44603
Rv1051c	-	hypothetical protein Rv1051c 	8	37.7	14.6	565.9	218.8	-347.13	-1.37	0.47330	0.74471
Rv1052	-	hypothetical protein Rv1052 	6	7.8	1.6	70.0	14.0	-56.06	-2.32	0.14480	0.39900
Rv1053c	-	hypothetical protein Rv1053c 	6	4.7	0.7	70.7	10.8	-59.90	-2.71	0.11550	0.34086
Rv1054	-	PROBABLE INTEGRASE (FRAGMENT) 	5	8.3	2.6	49.5	15.7	-33.85	-1.66	0.40490	0.69032
Rv1055	-	POSSIBLE INTEGRASE (FRAGMENT) 	3	0.0	1.7	0.0	5.1	5.07	1.43	0.40260	0.68943
Rv1056	-	hypothetical protein Rv1056 	22	43.7	82.0	1837.5	3444.2	1606.79	0.91	0.31990	0.60141
Rv1057	-	hypothetical protein Rv1057 	19	74.7	1.2	3584.0	59.7	-3524.31	-5.91	0.00000	0.00000
Rv1058	fadD14	acyl-CoA synthetase 	30	33.0	0.2	1486.2	7.7	-1478.51	-7.59	0.00000	0.00000
Rv1059	-	hypothetical protein Rv1059 	9	7.3	68.3	130.8	1228.6	1097.77	3.23	0.22090	0.48776
Rv1060	-	hypothetical protein Rv1060 	5	8.4	0.2	50.4	1.0	-49.47	-5.71	0.29410	0.56744
Rv1061	-	hypothetical protein Rv1061 	14	26.1	54.3	783.9	1629.0	845.14	1.06	0.34520	0.63297
Rv1062	-	hypothetical protein Rv1062 	6	27.8	25.0	416.3	375.5	-40.82	-0.15	0.89130	1.00000
Rv1063c	-	hypothetical protein Rv1063c 	15	8.4	2.3	227.3	63.2	-164.10	-1.85	0.07040	0.25215
Rv1064c	lpqV	POSSIBLE LIPOPROTEIN LPQV 	6	2.9	17.6	43.2	263.4	220.15	2.61	0.24640	0.50677
Rv1065	-	hypothetical protein Rv1065 	10	4.9	0.7	117.8	16.5	-101.27	-2.83	0.21660	0.48362
Rv1066	-	hypothetical protein Rv1066 	4	0.3	49.5	2.3	445.7	443.44	7.59	0.07140	0.25359
Rv1067c	PE_PGRS19	PE-PGRS FAMILY PROTEIN 	15	8.6	2.4	179.7	49.9	-129.79	-1.85	0.09190	0.30146
Rv1068c	PE_PGRS20	PE-PGRS FAMILY PROTEIN 	13	15.6	12.3	375.3	294.6	-80.75	-0.35	0.72800	1.00000
Rv1069c	-	hypothetical protein Rv1069c 	20	26.1	27.9	1332.9	1423.0	90.17	0.09	0.91640	1.00000
Rv1070c	echA8	enoyl-CoA hydratase 	8	69.4	0.9	1249.8	16.3	-1233.48	-6.26	0.12030	0.35194
Rv1071c	echA9	enoyl-CoA hydratase 	12	9.0	13.2	270.4	396.6	126.23	0.55	0.62890	0.90654
Rv1072	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	17	0.5	0.9	7.3	13.6	6.35	0.91	0.39130	0.68598
Rv1073	-	hypothetical protein Rv1073 	19	24.0	41.1	936.3	1602.6	666.35	0.78	0.49120	0.76305
Rv1074c	fadA3	acetyl-CoA acetyltransferase 	11	22.7	36.4	613.8	981.6	367.71	0.68	0.48190	0.75285
Rv1075c	-	CONSERVED EXPORTED PROTEIN 	18	14.0	22.3	545.9	870.3	324.37	0.67	0.50860	0.78231
Rv1076	lipU	POSSIBLE LIPASE LIPU 	21	32.2	1.2	773.5	28.2	-745.29	-4.78	0.00120	0.01760
Rv1077	cbs	Probable cystathionine beta-synthase CBS (Serine sulfhydrase) (Beta-thionase) (Hemoprotein H-450) 	27	27.2	15.0	1387.0	766.1	-620.82	-0.86	0.24790	0.50855
Rv1078	pra	Probable Proline-rich antigen homolog pra 	18	0.5	0.0	5.9	0.0	-5.92	-0.58	0.03900	0.17119
Rv1079	metB	cystathionine gamma-synthase 	18	4.4	1.4	145.8	45.7	-100.16	-1.68	0.28660	0.55864
Rv1080c	greA	transcription elongation factor GreA 	9	0.7	528.0	2.0	1584.1	1582.06	9.63	0.10280	0.31674
Rv1081c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	7	0.0	0.6	0.0	1.9	1.92	0.71	1.00000	1.00000
Rv1082	mca	Mycothiol conjugate amidase Mca (Mycothiol S-conjugate amidase) 	13	4.0	42.1	95.6	1010.2	914.62	3.40	0.02700	0.13551
Rv1083	-	hypothetical protein Rv1083 	3	0.6	0.0	1.7	0.0	-1.75	-0.66	0.39620	0.68868
Rv1084	-	hypothetical protein Rv1084 	26	10.9	18.4	523.8	884.5	360.71	0.76	0.49570	0.76661
Rv1085c	-	POSSIBLE HEMOLYSIN-LIKE PROTEIN 	11	27.2	76.5	733.6	2064.2	1330.63	1.49	0.32360	0.60584
Rv1086	-	SHORT (C15) CHAIN Z-ISOPRENYL DIPHOSPHATE SYNTHASE (Z-FPP SYNTHASE) (Z-FARNESYL DIPHOSPHATE SYNTHASE) (Z-FPP SYNTHETASE) (Z-FARNESYL DIPHOSPHATE SYNTHETASE) (GERANYLTRANSTRANSFERASE) (FARNESYL PYROPHOSPHATE SYNTHETASE) 	15	0.0	0.4	0.3	3.8	3.54	3.64	0.47630	0.74820
Rv1087	PE_PGRS21	PE-PGRS FAMILY PROTEIN 	21	4.2	0.7	174.5	29.9	-144.54	-2.54	0.00410	0.03904
Rv1087A	-	hypothetical protein Rv1087A 	7	10.1	0.6	151.6	9.1	-142.47	-4.06	0.00140	0.01960
Rv1088	PE9	PE FAMILY PROTEIN 	5	42.5	2.2	255.3	13.3	-242.02	-4.27	0.17670	0.44907
Rv1089	PE10	PE FAMILY PROTEIN 	5	0.0	0.4	0.0	1.2	1.22	0.49	1.00000	1.00000
Rv1089A	celA2a	PROBABLE CELLULASE CELA2A (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE) 	2	1.5	0.3	4.4	1.0	-3.40	-2.18	0.19450	0.46666
Rv1090	celA2b	PROBABLE CELLULASE CELA2B (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE) 	7	16.1	1.9	289.4	34.2	-255.22	-3.08	0.00530	0.04774
Rv1091	PE_PGRS22	PE-PGRS FAMILY PROTEIN 	26	5.6	20.5	200.1	736.9	536.81	1.88	0.24900	0.50897
Rv1092c	coaA	pantothenate kinase 	19	0.0	0.8	0.0	2.4	2.44	0.86	1.00000	1.00000
Rv1093	glyA	serine hydroxymethyltransferase 	14	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1094	desA2	POSSIBLE ACYL-	12	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1095	phoH2	PROBABLE PHOH-LIKE PROTEIN PHOH2 (PHOSPHATE STARVATION-INDUCIBLE PROTEIN PSIH) 	13	7.0	1.5	146.2	31.5	-114.62	-2.21	0.07390	0.25956
Rv1096	-	POSSIBLE GLYCOSYL HYDROLASE 	19	5.6	64.6	167.0	1937.7	1770.73	3.54	0.01800	0.10485
Rv1097c	-	PROBABLE MEMBRANE GLYCINE AND PROLINE RICH PROTEIN 	18	15.1	103.1	362.1	2474.4	2112.32	2.77	0.17280	0.44336
Rv1098c	fumC	fumarate hydratase 	13	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1099c	glpX	fructose 1,6-bisphosphatase II 	13	14.0	0.6	125.6	5.3	-120.34	-4.57	0.20330	0.47378
Rv1100	-	hypothetical protein Rv1100 	9	9.8	28.4	146.9	426.5	279.63	1.54	0.19660	0.46916
Rv1101c	-	hypothetical protein Rv1101c 	18	61.0	30.2	2561.0	1269.7	-1291.25	-1.01	0.14790	0.40364
Rv1102c	-	hypothetical protein Rv1102c 	8	16.8	1.9	252.0	28.0	-224.06	-3.17	0.33300	0.61484
Rv1103c	-	hypothetical protein Rv1103c 	8	124.8	396.4	2245.7	7135.6	4889.92	1.67	0.28130	0.55290
Rv1104	-	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT) 	11	9.6	18.1	230.9	435.3	204.46	0.92	0.57800	0.85508
Rv1105	-	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT) 	11	19.4	44.2	524.8	1194.3	669.56	1.19	0.39840	0.68868
Rv1106c	-	PROBABLE CHOLESTEROL DEHYDROGENASE 	18	6.9	23.9	331.5	1144.9	813.44	1.79	0.11290	0.33492
Rv1107c	xseB	exodeoxyribonuclease VII small subunit 	2	8.3	1.3	49.6	7.7	-41.88	-2.69	0.10880	0.32689
Rv1108c	xseA	exodeoxyribonuclease VII large subunit 	10	5.8	1.1	104.5	20.0	-84.51	-2.39	0.18500	0.45649
Rv1109c	-	hypothetical protein Rv1109c 	9	3.7	0.5	66.3	9.6	-56.71	-2.78	0.01470	0.09340
Rv1110	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 	14	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1111c	-	hypothetical protein Rv1111c 	24	2.7	38.8	65.7	932.3	866.68	3.83	0.00310	0.03264
Rv1112	-	translation-associated GTPase 	10	1.5	0.1	17.5	1.0	-16.58	-4.19	0.09730	0.30861
Rv1113	-	hypothetical protein Rv1113 	2	2.7	3.1	16.4	18.7	2.31	0.19	0.95330	1.00000
Rv1114	-	hypothetical protein Rv1114 	3	9.5	0.3	28.6	1.0	-27.60	-4.89	0.40130	0.68868
Rv1115	-	POSSIBLE EXPORTED PROTEIN 	18	24.1	42.1	651.5	1137.6	486.08	0.80	0.41370	0.69598
Rv1116	-	hypothetical protein Rv1116 	3	1.0	0.2	6.1	1.0	-5.09	-2.65	0.73010	1.00000
Rv1116A	-	CONSERVED HYPOTHETICAL PROTEIN (FRAGMENT) 	6	131.4	2.7	1970.8	40.7	-1930.12	-5.60	0.02240	0.12013
Rv1117	-	hypothetical protein Rv1117 	3	12.5	270.2	112.7	2431.6	2318.83	4.43	0.01170	0.08190
Rv1118c	-	hypothetical protein Rv1118c 	12	21.2	66.9	508.8	1605.3	1096.47	1.66	0.23480	0.49601
Rv1119c	-	hypothetical protein Rv1119c 	3	0.0	0.2	0.0	1.4	1.43	0.31	0.45060	0.73085
Rv1120c	-	hypothetical protein Rv1120c 	4	5.8	0.6	35.1	3.8	-31.22	-3.19	1.00000	1.00000
Rv1121	zwf1	glucose-6-phosphate 1-dehydrogenase 	24	14.9	0.7	312.4	14.6	-297.81	-4.42	0.09340	0.30347
Rv1122	gnd2	6-phosphogluconate dehydrogenase-like protein 	14	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1123c	bpoB	POSSIBLE PEROXIDASE BPOB (NON-HAEM PEROXIDASE) 	9	3.7	81.4	44.4	976.7	932.24	4.46	0.01150	0.08064
Rv1124	ephC	PROBABLE EPOXIDE HYDROLASE EPHC (EPOXIDE HYDRATASE) 	12	5.0	0.2	89.5	4.3	-85.24	-4.39	0.03260	0.15213
Rv1125	-	hypothetical protein Rv1125 	23	3.9	0.3	163.3	12.5	-150.79	-3.71	0.01520	0.09521
Rv1126c	-	hypothetical protein Rv1126c 	10	0.0	2.2	0.0	6.7	6.73	1.70	1.00000	1.00000
Rv1127c	ppdK	pyruvate phosphate dikinase 	19	10.7	0.4	160.1	6.7	-153.36	-4.57	0.07980	0.27378
Rv1128c	-	hypothetical protein Rv1128c 	29	8.7	0.1	260.3	3.8	-256.51	-6.09	0.00540	0.04842
Rv1129c	-	PROBABLE TRANSCRIPTIONAL REGULATOR PROTEIN 	27	4.9	0.9	176.4	33.2	-143.20	-2.41	0.16470	0.42923
Rv1130	-	hypothetical protein Rv1130 	27	10.7	0.5	416.2	19.5	-396.65	-4.41	0.02480	0.12818
Rv1131	gltA1	methylcitrate synthase 	16	6.9	40.3	186.7	1088.1	901.48	2.54	0.16720	0.43405
Rv1132	-	hypothetical protein Rv1132 	26	7.8	5.6	326.9	234.2	-92.75	-0.48	0.63170	0.90992
Rv1133c	metE	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase 	35	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1134	-	hypothetical protein Rv1134 	5	0.8	42.5	7.5	382.8	375.33	5.67	0.05950	0.22805
Rv1135A	-	POSSIBLE ACETYL-CoA ACETYLTRANSFERASE (ACETOACETYL-CoA THIOLASE) 	6	55.8	73.2	837.5	1098.3	260.75	0.39	0.73110	1.00000
Rv1135c	PPE16	PPE FAMILY PROTEIN 	25	12.6	30.6	567.4	1378.0	810.56	1.28	0.13590	0.38132
Rv1136	-	POSSIBLE ENOYL-CoA HYDRATASE 	3	19.9	2.6	178.9	23.3	-155.59	-2.94	0.09240	0.30178
Rv1137c	-	hypothetical protein Rv1137c 	2	22.1	0.4	132.8	2.6	-130.18	-5.65	0.06030	0.22958
Rv1138c	-	POSSIBLE OXIDOREDUCTASE 	17	34.8	99.7	1044.1	2992.2	1948.09	1.52	0.08800	0.29382
Rv1139c	-	hypothetical protein Rv1139c 	13	63.2	37.7	1707.0	1019.1	-687.88	-0.74	0.44650	0.72924
Rv1140	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	11	2.5	19.6	37.5	294.3	256.84	2.97	0.25990	0.52467
Rv1141c	echA11	enoyl-CoA hydratase 	14	24.1	31.7	794.1	1046.6	252.47	0.40	0.71000	0.98742
Rv1142c	echA10	enoyl-CoA hydratase 	8	32.6	6.6	586.2	118.4	-467.80	-2.31	0.02760	0.13680
Rv1143	mcr	PROBABLE ALPHA-METHYLACYL-CoA RACEMASE MCR (2-methylacyl-CoA racemase) (2-arylpropionyl-CoA epimerase ) 	15	25.9	41.1	1009.3	1601.5	592.20	0.67	0.40350	0.68949
Rv1144	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	11	9.7	15.0	290.0	450.5	160.44	0.64	0.50290	0.77534
Rv1145	mmpL13a	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL13A 	11	5.4	51.6	113.1	1082.6	969.45	3.26	0.04910	0.19849
Rv1146	mmpL13b	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL13B 	23	43.1	1.6	2068.4	76.7	-1991.67	-4.75	0.00000	0.00000
Rv1147	-	hypothetical protein Rv1147 	9	8.8	37.9	185.3	796.1	610.80	2.10	0.23590	0.49644
Rv1148c	-	hypothetical protein Rv1148c 	23	16.7	2.6	699.5	109.4	-590.12	-2.68	0.00180	0.02317
Rv1149	-	POSSIBLE TRANSPOSASE 	6	22.7	0.7	272.3	8.9	-263.45	-4.94	0.19870	0.47099
Rv1151c	-	NAD-dependent deacetylase 	9	47.7	129.8	1286.7	3504.3	2217.62	1.45	0.23920	0.49828
Rv1152	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	50.3	4.1	452.3	36.7	-415.64	-3.62	0.17870	0.45156
Rv1153c	omt	PROBABLE O-METHYLTRANSFERASE OMT 	19	39.4	16.3	1419.7	586.8	-832.95	-1.27	0.21890	0.48712
Rv1154c	-	hypothetical protein Rv1154c 	16	11.5	8.3	481.6	349.1	-132.49	-0.46	0.61480	0.89105
Rv1155	-	hypothetical protein Rv1155 	11	15.7	9.1	470.7	274.3	-196.40	-0.78	0.35450	0.64323
Rv1156	-	hypothetical protein Rv1156 	12	16.9	98.5	455.1	2660.4	2205.34	2.55	0.39020	0.68495
Rv1157c	-	CONSERVED HYPOTHETICAL ALA-, PRO-RICH PROTEIN 	8	0.8	0.4	7.4	3.8	-3.52	-0.94	0.53960	0.81337
Rv1158c	-	CONSERVED HYPOTHETICAL ALA-, PRO-RICH PROTEIN 	11	0.1	13.9	0.4	83.5	83.12	7.63	0.17290	0.44336
Rv1159	pimE	mannosyltransferase 	28	0.0	1.0	0.2	8.7	8.44	5.36	0.20430	0.47420
Rv1159A	phhB	pterin-4-alpha-carbinolamine dehydratase 	13	25.1	112.8	451.5	2030.3	1578.88	2.17	0.22220	0.48835
Rv1160	mutT2	PROBABLE MUTATOR PROTEIN MUTT (7,8-dihydro-8-oxoguanine-triphosphatase) (8-OXO-DGTPASE) 	4	0.7	64.1	6.6	576.6	570.03	6.45	0.11010	0.32857
Rv1161	narG	PROBABLE RESPIRATORY NITRATE REDUCTASE (ALPHA CHAIN) NARG 	75	14.0	41.2	1889.7	5568.3	3678.69	1.56	0.03100	0.14690
Rv1162	narH	PROBABLE RESPIRATORY NITRATE REDUCTASE (BETA CHAIN) NARH 	35	25.1	20.5	2111.2	1723.2	-387.98	-0.29	0.76300	1.00000
Rv1163	narJ	PROBABLE RESPIRATORY NITRATE REDUCTASE (DELTA CHAIN) NARJ 	15	24.1	46.3	722.4	1389.9	667.50	0.94	0.32580	0.60584
Rv1164	narI	PROBABLE RESPIRATORY NITRATE REDUCTASE (GAMMA CHAIN) NARI 	18	7.3	1.3	285.0	49.1	-235.91	-2.54	0.00950	0.07112
Rv1165	typA	POSSIBLE GTP-BINDING TRANSLATION ELONGATION FACTOR TYPA (TYROSINE PHOSPHORYLATED PROTEIN A) (GTP-BINDING PROTEIN) 	15	4.0	0.5	131.7	15.9	-115.87	-3.05	0.00290	0.03170
Rv1166	lpqW	PROBABLE CONSERVED LIPOPROTEIN LPQW 	23	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1167c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	9	11.7	9.9	140.8	118.6	-22.27	-0.25	0.76070	1.00000
Rv1168c	PPE17	PPE FAMILY PROTEIN 	16	10.8	51.9	324.8	1558.3	1233.48	2.26	0.07620	0.26461
Rv1169c	PE11	PE FAMILY PROTEIN 	3	37.5	1.2	337.1	10.5	-326.60	-5.00	0.27060	0.53770
Rv1170	mshB	N-Acetyl-1-D-myo-Inosityl-2-Amino-2-Deoxy-alpha- D-Glucopyranoside Deacetylase mshB (GlcNAc-Ins deacetylase) 	11	0.7	0.7	7.9	8.0	0.16	0.03	0.99250	1.00000
Rv1171	-	hypothetical protein Rv1171 	6	24.7	95.7	370.4	1436.2	1065.86	1.96	0.22740	0.49221
Rv1172c	PE12	PE FAMILY PROTEIN 	15	21.5	10.6	580.1	285.9	-294.21	-1.02	0.38640	0.68156
Rv1173	fbiC	FO synthase 	43	8.9	0.7	159.7	13.0	-146.69	-3.62	0.49240	0.76417
Rv1174c	TB8.4	LOW MOLECULAR WEIGHT T-CELL ANTIGEN TB8.4 	8	2.8	18.4	66.1	442.5	376.41	2.74	0.04070	0.17690
Rv1175c	fadH	PROBABLE NADPH DEPENDENT 2,4-DIENOYL-COA REDUCTASE FADH (2,4-dienoyl coenzyme A reductase) (4-enoyl-CoA reductase) 	28	25.7	45.6	1388.2	2464.2	1076.01	0.83	0.41020	0.69310
Rv1176c	-	hypothetical protein Rv1176c 	15	14.9	54.2	447.6	1627.1	1179.48	1.86	0.23990	0.49880
Rv1177	fdxC	PROBABLE FERREDOXIN FDXC 	7	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1178	-	N-succinyldiaminopimelate aminotransferase 	20	7.1	8.0	255.9	286.9	31.00	0.16	0.88920	1.00000
Rv1179c	-	hypothetical protein Rv1179c 	41	13.1	9.5	941.1	686.7	-254.44	-0.45	0.58620	0.86210
Rv1180	pks3	PROBABLE POLYKETIDE BETA-KETOACYL SYNTHASE PKS3 	25	4.9	0.2	117.6	4.8	-112.81	-4.62	0.03780	0.16814
Rv1181	pks4	PROBABLE POLYKETIDE BETA-KETOACYL SYNTHASE PKS4 	70	14.8	0.8	1239.2	70.9	-1168.24	-4.13	0.00010	0.00285
Rv1182	papA3	PROBABLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA3 	40	8.3	11.7	497.5	702.7	205.13	0.50	0.74290	1.00000
Rv1183	mmpL10	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL10 	52	7.0	5.1	588.4	429.7	-158.67	-0.45	0.77260	1.00000
Rv1184c	-	POSSIBLE EXPORTED PROTEIN 	22	0.9	13.1	33.3	470.9	437.53	3.82	0.07500	0.26135
Rv1185c	fadD21	acyl-CoA synthetase 	32	9.0	0.6	596.4	39.6	-556.86	-3.91	0.00000	0.00000
Rv1186c	-	hypothetical protein Rv1186c 	18	25.3	19.5	532.3	409.1	-123.17	-0.38	0.78000	1.00000
Rv1187	rocA	PROBABLE PYRROLINE-5-CARBOXYLATE DEHYDROGENASE ROCA 	24	9.9	2.2	178.5	40.5	-138.01	-2.14	0.04680	0.19290
Rv1188	-	PROBABLE PROLINE DEHYDROGENASE 	22	9.6	0.5	230.7	11.8	-218.89	-4.28	0.00050	0.00993
Rv1189	sigI	RNA polymerase sigma factor SigI 	8	2.0	4.3	29.4	64.4	34.94	1.13	0.39040	0.68500
Rv1190	-	hypothetical protein Rv1190 	9	5.6	0.8	84.6	12.7	-71.84	-2.73	0.00610	0.05223
Rv1191	-	hypothetical protein Rv1191 	9	19.7	38.8	413.9	815.0	401.09	0.98	0.35640	0.64510
Rv1192	-	hypothetical protein Rv1192 	14	22.0	0.5	592.7	13.7	-579.04	-5.44	0.00000	0.00000
Rv1193	fadD36	acyl-CoA synthetase 	21	0.9	0.2	10.3	2.2	-8.13	-2.24	0.37550	0.66946
Rv1194c	-	hypothetical protein Rv1194c 	18	3.5	30.0	95.1	809.1	713.99	3.09	0.34890	0.63741
Rv1195	PE13	PE FAMILY PROTEIN 	5	6.8	1.1	81.8	13.7	-68.05	-2.58	0.10260	0.31636
Rv1196	PPE18	PPE FAMILY PROTEIN 	10	12.7	67.1	267.2	1409.7	1142.49	2.40	0.23120	0.49543
Rv1197	esxK	ESAT-6 LIKE PROTEIN ESXK (ESAT-6 LIKE PROTEIN 3) 	3	3.5	22.0	31.8	198.4	166.60	2.64	0.15870	0.42211
Rv1198	esxL	PUTATIVE ESAT-6 LIKE PROTEIN ESXL (ESAT-6 LIKE PROTEIN 4) 	4	25.0	25.9	224.8	232.9	8.07	0.05	0.92180	1.00000
Rv1199c	-	POSSIBLE TRANSPOSASE 	16	20.8	16.3	873.3	684.7	-188.61	-0.35	0.72980	1.00000
Rv1200	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	29	26.6	17.0	1914.2	1222.8	-691.44	-0.65	0.37260	0.66637
Rv1201c	-	PROBABLE TRANSFERASE 	11	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1202	dapE	dipeptidase 	16	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1203c	-	hypothetical protein Rv1203c 	8	82.7	0.9	992.3	11.3	-981.07	-6.46	0.18360	0.45561
Rv1204c	-	hypothetical protein Rv1204c 	16	64.6	153.7	2326.2	5533.4	3207.22	1.25	0.03870	0.17081
Rv1205	-	hypothetical protein Rv1205 	13	22.2	17.1	598.1	461.6	-136.49	-0.37	0.79500	1.00000
Rv1206	fadD6	acyl-CoA synthetase 	37	68.0	8.6	5099.5	643.1	-4456.38	-2.99	0.00000	0.00000
Rv1207	folP2	PROBABLE DIHYDROPTEROATE SYNTHASE 2 FOLP2 (DHPS 2) (Dihydropteroate pyrophosphorylase 2) 	10	1.7	0.4	45.6	10.1	-35.47	-2.17	0.19910	0.47114
Rv1208	-	hypothetical protein Rv1208 	14	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1209	-	hypothetical protein Rv1209 	5	24.9	0.7	373.6	10.3	-363.30	-5.18	0.01120	0.07966
Rv1210	tagA	PROBABLE DNA-3-METHYLADENINE GLYCOSYLASE I TAGA (TAG I) (3-methyladenine-DNA glycosylase I, constitutive) (DNA-3-methyladenine glycosidase I ) 	11	55.0	1.5	1485.9	39.3	-1446.60	-5.24	0.12860	0.36782
Rv1211	-	hypothetical protein Rv1211 	4	0.9	1.0	2.8	3.1	0.31	0.15	0.93570	1.00000
Rv1212c	-	PUTATIVE GLYCOSYL TRANSFERASE 	32	34.0	3.4	1939.2	196.1	-1743.16	-3.31	0.00310	0.03264
Rv1213	glgC	glucose-1-phosphate adenylyltransferase 	30	8.2	27.7	467.2	1577.3	1110.06	1.76	0.37340	0.66750
Rv1214c	PE14	PE FAMILY PROTEIN 	5	20.9	0.6	251.2	7.7	-243.47	-5.03	0.10360	0.31748
Rv1215c	-	hypothetical protein Rv1215c 	26	9.5	0.9	372.0	36.9	-335.07	-3.33	0.00190	0.02384
Rv1216c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	19	10.7	22.1	480.0	993.9	513.89	1.05	0.47720	0.74932
Rv1217c	-	PROBABLE TETRONASIN-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER 	20	1.4	1.9	44.9	63.0	18.16	0.49	0.65320	0.93248
Rv1218c	-	PROBABLE TETRONASIN-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	6	18.8	0.7	281.7	10.1	-271.59	-4.80	0.05770	0.22308
Rv1219c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	10	16.1	1.0	193.2	12.0	-181.18	-4.01	0.00410	0.03904
Rv1220c	-	PROBABLE METHYLTRANSFERASE 	10	3.0	49.6	63.5	1040.8	977.32	4.03	0.21930	0.48742
Rv1221	sigE	RNA polymerase sigma factor SigE 	17	12.6	0.7	37.8	2.2	-35.65	-4.12	1.00000	1.00000
Rv1222	-	hypothetical protein Rv1222 	2	68.0	192.6	203.9	577.8	373.90	1.50	0.09740	0.30868
Rv1223	htrA	PROBABLE SERINE PROTEASE HTRA (DEGP PROTEIN) 	22	22.0	0.9	197.9	8.4	-189.58	-4.57	0.03770	0.16788
Rv1224	tatB	sec-independent translocase 	5	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1225c	-	hypothetical protein Rv1225c 	6	54.0	23.2	810.2	348.2	-461.97	-1.22	0.14740	0.40310
Rv1226c	-	PROBABLE TRANSMEMBRANE PROTEIN 	15	3.8	4.5	172.1	204.5	32.48	0.25	0.79380	1.00000
Rv1227c	-	PROBABLE TRANSMEMBRANE PROTEIN 	6	1.4	0.6	8.3	3.8	-4.44	-1.11	0.53210	0.80587
Rv1228	lpqX	PROBABLE LIPOPROTEIN LPQX 	9	20.0	3.4	360.5	60.6	-299.86	-2.57	0.00690	0.05688
Rv1229c	mrp	PROBABLE MRP-RELATED PROTEIN MRP 	16	1.5	0.0	4.6	0.0	-4.61	-1.34	1.00000	1.00000
Rv1230c	-	POSSIBLE MEMBRANE PROTEIN 	20	22.8	72.2	887.9	2815.3	1927.42	1.66	0.08080	0.27649
