#Resampling
#GUI with: norm=TTR, samples=10000, pseudocounts=0.00, adaptive=False, histogram=False, includeZeros=False, output=/pacific/home/mdejesus/TRASH/Subbu/resampling_H37Rv_Rv3916c_day0_s10000_pc0.00.dat
#Control Data: /pacific/home/mdejesus/TRASH/Subbu/H37Rv_day0_rep1.wig,/pacific/home/mdejesus/TRASH/Subbu/H37Rv_day0_rep2.wig
#Experimental Data: /pacific/home/mdejesus/TRASH/Subbu/Rv3916c_day0_rep1.wig,/pacific/home/mdejesus/TRASH/Subbu/Rv3916c_day0_rep2.wig
#Annotation path: /pacific/home/mdejesus/TRASH/Subbu/H37Rv.prot_table
#Time: 1036.24630404
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	Sum Ctrl	Sum Exp	Delta Sum	log2FC	p-value	Adj. p-value
Rv0730	-	hypothetical protein Rv0730 	3	104.5	31.6	418.2	126.3	-291.84	-1.73	0.02440	0.18029
Rv0731c	-	hypothetical protein Rv0731c 	10	26.6	61.6	371.8	862.2	490.43	1.21	0.10750	0.40426
Rv0732	secY	preprotein translocase subunit SecY 	28	13.3	3.2	26.6	6.5	-20.10	-2.03	0.33150	0.70426
Rv0733	adk	adenylate kinase 	5	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0734	mapA	methionine aminopeptidase 	9	17.2	3.9	172.2	39.2	-132.97	-2.13	0.24420	0.64442
Rv0735	sigL	RNA polymerase sigma factor SigL 	7	34.0	22.4	408.6	269.0	-139.59	-0.60	0.30290	0.70426
Rv0736	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	8	0.5	0.0	1.0	0.0	-1.00	-0.58	1.00000	1.00000
Rv0737	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	11.3	9.2	112.8	92.4	-20.44	-0.29	0.77180	1.00000
Rv0738	-	hypothetical protein Rv0738 	1	3.5	0.0	7.1	0.0	-7.07	-2.18	0.33450	0.70426
Rv0739	-	hypothetical protein Rv0739 	18	35.0	14.2	1049.5	426.5	-623.00	-1.30	0.03520	0.20959
Rv0740	-	hypothetical protein Rv0740 	10	19.7	35.9	314.6	574.5	259.92	0.87	0.48470	0.79472
Rv0741	-	PROBABLE TRANSPOSASE (FRAGMENT) 	3	0.2	5.7	0.7	22.9	22.25	5.05	0.14650	0.47789
Rv0742	PE_PGRS8	PE-PGRS FAMILY PROTEIN 	6	27.2	30.1	272.1	301.5	29.35	0.15	0.80220	1.00000
Rv0743c	-	hypothetical protein Rv0743c 	9	42.2	45.6	675.5	729.9	54.39	0.11	0.84460	1.00000
Rv0744c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	9	13.7	2.1	136.8	20.9	-115.88	-2.71	0.13320	0.45659
Rv0745	-	hypothetical protein Rv0745 	7	34.0	41.3	408.1	496.0	87.93	0.28	0.67110	0.94651
Rv0746	PE_PGRS9	PE-PGRS FAMILY PROTEIN 	15	16.6	14.0	166.3	139.9	-26.39	-0.25	0.64850	0.92990
Rv0747	PE_PGRS10	PE-PGRS FAMILY PROTEIN 	16	8.4	24.0	168.7	480.9	312.21	1.51	0.08280	0.34849
Rv0748	-	hypothetical protein Rv0748 	2	24.8	28.3	99.2	113.2	13.95	0.19	0.54270	0.83993
Rv0749	-	hypothetical protein Rv0749 	4	32.3	28.1	258.1	224.7	-33.37	-0.20	0.79800	1.00000
Rv0749A	-	hypothetical protein Rv0749A 	1	1.0	0.3	2.1	0.7	-1.40	-1.61	1.00000	1.00000
Rv0750	-	hypothetical protein Rv0750 	5	13.1	1.5	104.8	12.4	-92.39	-3.08	0.01180	0.11540
Rv0751c	mmsB	PROBABLE 3-HYDROXYISOBUTYRATE DEHYDROGENASE MMSB (HIBADH) 	7	38.9	1.0	467.0	12.0	-454.94	-5.28	0.00000	0.00000
Rv0752c	fadE9	PROBABLE ACYL-CoA DEHYDROGENASE FADE9 	15	20.0	59.9	319.6	958.5	638.92	1.58	0.04340	0.23852
Rv0753c	mmsA	PROBABLE METHYLMALONATE-SEMIALDEHYDE DEHYDROGENASE MMSA (METHYLMALONIC ACID SEMIALDEHYDE DEHYDROGENASE) (MMSDH) 	18	13.6	23.3	353.7	605.7	252.05	0.78	0.42390	0.77965
Rv0754	PE_PGRS11	PE-PGRS FAMILY PROTEIN 	31	33.4	36.8	1471.0	1617.6	146.55	0.14	0.78140	1.00000
Rv0755A	-	PUTATIVE TRANSPOSASE (FRAGMENT) 	6	114.0	203.5	1139.6	2034.8	895.22	0.84	0.25100	0.65397
Rv0755c	PPE12	PPE FAMILY PROTEIN 	55	21.5	20.9	774.6	752.1	-22.53	-0.04	0.95550	1.00000
Rv0756c	-	hypothetical protein Rv0756c 	7	42.8	70.6	514.1	847.4	333.30	0.72	0.51270	0.81631
Rv0757	phoP	POSSIBLE TWO COMPONENT SYSTEM RESPONSE TRANSCRIPTIONAL POSITIVE REGULATOR PHOP 	12	3.4	2.0	74.8	44.4	-30.41	-0.75	0.14990	0.48390
Rv0758	phoR	POSSIBLE TWO COMPONENT SYSTEM RESPONSE SENSOR KINASE MEMBRANE ASSOCIATED PHOR 	18	4.6	4.2	127.9	118.1	-9.83	-0.12	0.82390	1.00000
Rv0759c	-	hypothetical protein Rv0759c 	2	12.3	0.0	24.5	0.0	-24.52	-3.73	0.33420	0.70426
Rv0760c	-	hypothetical protein Rv0760c 	6	12.3	23.2	73.6	139.0	65.31	0.92	0.45610	0.78850
Rv0761c	adhB	POSSIBLE ZINC-CONTAINING ALCOHOL DEHYDROGENASE NAD DEPENDENT ADHB 	13	39.3	44.1	863.7	970.3	106.55	0.17	0.80240	1.00000
Rv0762c	-	hypothetical protein Rv0762c 	13	31.3	54.7	688.1	1203.5	515.40	0.81	0.15370	0.49100
Rv0763c	-	POSSIBLE FERREDOXIN 	2	0.0	37.8	0.0	75.6	75.59	5.28	0.33900	0.70426
Rv0764c	cyp51	CYTOCHROME P450 51 CYP51 (CYPL1) (P450-L1A1) (STEROL 14-ALPHA DEMETHYLASE) (LANOSTEROL 14-ALPHA DEMETHYLASE) (P450-14DM) 	18	9.4	41.6	226.5	997.7	771.26	2.14	0.01030	0.10404
Rv0765c	-	short chain dehydrogenase 	11	4.3	31.7	51.8	380.4	328.57	2.88	0.03060	0.19288
Rv0766c	cyp123	PROBABLE CYTOCHROME P450 123 CYP123 	25	12.8	8.2	332.5	213.3	-119.16	-0.64	0.34520	0.70525
Rv0767c	-	hypothetical protein Rv0767c 	14	7.9	15.1	127.1	241.1	114.03	0.92	0.17390	0.52616
Rv0768	aldA	PROBABLE ALDEHYDE DEHYDROGENASE NAD DEPENDENT ALDA (ALDEHYDE DEHYDROGENASE 	27	11.5	10.3	276.2	246.1	-30.13	-0.17	0.76080	1.00000
Rv0769	-	short chain dehydrogenase 	17	36.2	16.4	723.6	327.8	-395.76	-1.14	0.08720	0.36092
Rv0770	-	PROBABLE DEHYDROGENASE/REDUCTASE 	10	23.0	102.0	367.5	1631.9	1264.39	2.15	0.00980	0.10236
Rv0771	-	POSSIBLE 4-CARBOXYMUCONOLACTONE DECARBOXYLASE (CMD) 	10	53.9	16.7	646.9	200.0	-446.94	-1.69	0.32380	0.70426
Rv0772	purD	phosphoribosylamine--glycine ligase 	24	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0773c	ggtA	PROBABLE BIFUNCTIONAL ACYLASE GGTA: CEPHALOSPORIN ACYLASE (GL-7ACA ACYLASE) + GAMMA-GLUTAMYLTRANSPEPTIDASE (GGT) 	20	21.1	16.5	422.2	329.6	-92.58	-0.36	0.62640	0.91208
Rv0774c	-	PROBABLE CONSERVED EXPORTED PROTEIN 	10	20.6	8.9	206.3	88.9	-117.48	-1.22	0.23330	0.63155
Rv0775	-	hypothetical protein Rv0775 	9	35.3	118.2	564.4	1890.4	1326.06	1.74	0.08980	0.36561
Rv0776c	-	hypothetical protein Rv0776c 	15	47.3	78.4	1135.3	1881.1	745.77	0.73	0.36850	0.73338
Rv0777	purB	adenylosuccinate lyase 	18	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0778	cyp126	POSSIBLE CYTOCHROME P450 126 CYP126 	21	14.5	314.9	436.2	9448.2	9011.96	4.44	0.01350	0.12825
Rv0779c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	8	0.0	3.0	0.0	11.9	11.88	1.99	0.14190	0.47025
Rv0780	hemH	phosphoribosylaminoimidazole-succinocarboxamide synthase 	26	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0781	ptrBa	PROBABLE PROTEASE II PTRBA 	26	14.8	14.9	385.3	386.1	0.79	0.00	0.99560	1.00000
Rv0782	ptrBb	PROBABLE PROTEASE II PTRBB 	45	24.7	11.7	890.7	421.4	-469.24	-1.08	0.06330	0.30139
Rv0783c	emrB	POSSIBLE MULTIDRUG RESISTANCE INTEGRAL MEMBRANE EFFLUX PROTEIN EMRB 	27	26.1	7.5	626.0	181.0	-445.08	-1.79	0.00260	0.03800
Rv0784	-	hypothetical protein Rv0784 	10	3.7	1.0	36.7	10.4	-26.36	-1.82	0.32980	0.70426
Rv0785	-	putative FAD-binding dehydrogenase 	35	18.2	19.8	835.0	910.2	75.23	0.12	0.81710	1.00000
Rv0786c	-	hypothetical protein Rv0786c 	11	31.7	117.2	379.8	1405.9	1026.13	1.89	0.46690	0.79336
Rv0787	-	hypothetical protein Rv0787 	16	41.8	32.2	751.9	578.8	-173.08	-0.38	0.44920	0.78473
Rv0787A	-	phosphoribosylformylglycinamidine synthase subunit PurS 	2	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0788	purQ	phosphoribosylformylglycinamidine synthase subunit I 	12	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0789c	-	hypothetical protein Rv0789c 	7	14.7	21.6	176.8	259.2	82.42	0.55	0.58510	0.88196
Rv0790c	-	hypothetical protein Rv0790c 	21	36.3	30.2	1017.1	844.7	-172.43	-0.27	0.60960	0.90011
Rv0791c	-	hypothetical protein Rv0791c 	13	16.8	2.5	370.1	54.0	-316.13	-2.78	0.00000	0.00000
Rv0792c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	19	24.3	22.4	679.4	627.1	-52.24	-0.12	0.83750	1.00000
Rv0793	-	hypothetical protein Rv0793 	8	14.9	17.5	238.8	280.0	41.15	0.23	0.75820	1.00000
Rv0794c	-	PROBABLE OXIDOREDUCTASE 	20	21.6	36.4	605.2	1020.3	415.02	0.75	0.47350	0.79336
Rv0795	-	PUTATIVE TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS6110 (FRAGMENT) 	4	23.3	14.5	186.4	115.7	-70.73	-0.69	0.47910	0.79386
Rv0796	-	PUTATIVE TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS6110 	25	22.8	29.9	1092.3	1436.3	343.95	0.39	0.36330	0.72696
Rv0797	-	IS1547 transposase 	13	29.1	13.4	698.8	320.7	-378.05	-1.12	0.00810	0.09156
Rv0798c	cfp29	29 KDa ANTIGEN CFP29 	16	20.3	23.4	284.1	327.3	43.28	0.20	0.81570	1.00000
Rv0799c	-	hypothetical protein Rv0799c 	10	29.9	2.8	359.1	33.6	-325.56	-3.42	0.00040	0.01036
Rv0800	pepC	putative aminopeptidase 2 	16	23.9	33.7	429.9	607.0	177.09	0.50	0.56880	0.86503
Rv0801	-	hypothetical protein Rv0801 	1	3.0	0.5	6.1	1.0	-5.06	-2.58	0.32500	0.70426
Rv0802c	-	hypothetical protein Rv0802c 	16	21.9	29.0	350.5	464.5	113.95	0.41	0.59530	0.88663
Rv0803	purL	phosphoribosylformylglycinamidine synthase II 	35	0.2	0.1	0.7	0.3	-0.35	-1.03	1.00000	1.00000
Rv0804	-	hypothetical protein Rv0804 	7	14.7	16.8	147.4	167.6	20.26	0.19	0.80200	1.00000
Rv0805	-	hypothetical protein Rv0805 	18	18.5	1.0	406.3	23.1	-383.18	-4.14	0.00000	0.00000
Rv0806c	cpsY	POSSIBLE UDP-GLUCOSE-4-EPIMERASE CPSY (GALACTOWALDENASE) (UDP-GALACTOSE-4-EPIMERASE) (URIDINE DIPHOSPHATE GALACTOSE-4-EPIMERASE) (URIDINE DIPHOSPHO-GALACTOSE-4-EPIMERASE) 	42	35.7	8.2	2000.7	457.6	-1543.13	-2.13	0.00000	0.00000
Rv0807	-	hypothetical protein Rv0807 	2	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0808	purF	amidophosphoribosyltransferase 	27	11.6	0.0	23.1	0.0	-23.14	-3.65	0.33710	0.70426
Rv0809	purM	phosphoribosylaminoimidazole synthetase 	14	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0810c	-	hypothetical protein Rv0810c 	4	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0811c	-	hypothetical protein Rv0811c 	17	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0812	-	4-amino-4-deoxychorismate lyase 	17	7.1	0.7	14.2	1.4	-12.84	-3.36	0.34000	0.70426
Rv0813c	-	hypothetical protein Rv0813c 	13	23.2	6.8	557.5	162.7	-394.77	-1.78	0.01310	0.12595
Rv0814c	sseC2	CONSERVED HYPOTHETICAL PROTEIN SSEC2 	3	44.6	77.0	267.3	461.9	194.59	0.79	0.42080	0.77965
Rv0815c	cysA2	PROBABLE THIOSULFATE SULFURTRANSFERASE CYSA2 (RHODANESE-LIKE PROTEIN) (THIOSULFATE CYANIDE TRANSSULFURASE) (THIOSULFATE THIOTRANSFERASE) 	15	45.2	35.9	1355.5	1076.0	-279.53	-0.33	0.52020	0.82055
Rv0816c	thiX	PROBABLE THIOREDOXIN THIX 	3	35.8	4.5	71.7	8.9	-62.73	-3.00	0.33210	0.70426
Rv0817c	-	PROBABLE CONSERVED EXPORTED PROTEIN 	16	0.0	90.3	0.0	180.5	180.52	6.51	0.33210	0.70426
Rv0818	-	TRANSCRIPTIONAL REGULATORY PROTEIN 	11	45.3	162.0	905.6	3239.8	2334.20	1.84	0.46610	0.79336
Rv0819	-	hypothetical protein Rv0819 	14	9.2	13.3	18.4	26.6	8.20	0.53	0.66830	0.94423
Rv0820	phoT	PROBABLE PHOSPHATE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER PHOT 	12	111.6	79.5	2454.6	1748.4	-706.16	-0.49	0.31080	0.70426
Rv0821c	phoY2	PROBABLE PHOSPHATE-TRANSPORT SYSTEM TRANSCRIPTIONAL REGULATORY PROTEIN PHOY2 	6	42.8	7.9	342.6	63.4	-279.22	-2.43	0.03280	0.20042
Rv0822c	-	hypothetical protein Rv0822c 	29	44.5	72.8	2314.9	3787.3	1472.45	0.71	0.08220	0.34743
Rv0823c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	17	32.9	95.7	920.1	2678.2	1758.11	1.54	0.37040	0.73381
Rv0824c	desA1	PROBABLE ACYL-	19	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0825c	-	hypothetical protein Rv0825c 	10	37.9	13.8	757.4	276.5	-480.88	-1.45	0.26130	0.66747
Rv0826	-	hypothetical protein Rv0826 	22	67.9	65.8	2580.9	2500.7	-80.26	-0.05	0.92750	1.00000
Rv0827c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	7	21.9	68.1	262.8	817.6	554.81	1.64	0.36990	0.73338
Rv0828c	-	POSSIBLE DEAMINASE 	10	50.5	11.4	807.3	181.7	-625.66	-2.15	0.00010	0.00338
Rv0829	-	POSSIBLE TRANSPOSASE (FRAGMENT) 	4	56.0	22.0	448.3	176.1	-272.19	-1.35	0.00360	0.04902
Rv0830	-	hypothetical protein Rv0830 	20	46.3	58.4	1666.4	2103.5	437.10	0.34	0.40110	0.76757
Rv0831c	-	hypothetical protein Rv0831c 	19	54.5	61.9	1743.1	1979.7	236.54	0.18	0.64650	0.92822
Rv0832	PE_PGRS12	PE-PGRS FAMILY PROTEIN 	4	46.4	38.0	278.7	228.1	-50.59	-0.29	0.63360	0.91659
Rv0833	PE_PGRS13	PE-PGRS FAMILY PROTEIN 	11	0.4	4.0	2.4	24.1	21.70	3.34	0.06430	0.30326
Rv0834c	PE_PGRS14	PE-PGRS FAMILY PROTEIN 	27	14.4	15.3	462.1	488.7	26.62	0.08	0.90350	1.00000
Rv0835	lpqQ	POSSIBLE LIPOPROTEIN LPQQ 	14	14.7	41.1	235.4	657.3	421.90	1.48	0.10590	0.40051
Rv0836c	-	hypothetical protein Rv0836c 	9	19.9	16.6	279.0	232.6	-46.45	-0.26	0.72880	0.99124
Rv0837c	-	hypothetical protein Rv0837c 	23	14.0	133.5	532.6	5072.3	4539.65	3.25	0.04580	0.24595
Rv0838	lpqR	PROBABLE CONSERVED LIPOPROTEIN LPQR 	7	19.8	15.1	237.7	181.4	-56.23	-0.39	0.59460	0.88663
Rv0839	-	hypothetical protein Rv0839 	14	34.4	11.6	826.2	278.7	-547.57	-1.57	0.00710	0.08482
Rv0840c	pip	PROBABLE PROLINE IMINOPEPTIDASE PIP (PROLYL AMINOPEPTIDASE) (PAP) 	9	35.4	13.0	424.3	156.0	-268.29	-1.44	0.00360	0.04902
Rv0841	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	3	0.0	521.5	0.0	1043.1	1043.06	9.03	0.32320	0.70426
Rv0842	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	24	18.8	15.0	563.2	449.7	-113.49	-0.32	0.57960	0.87665
Rv0843	-	PROBABLE DEHYDROGENASE 	18	31.6	39.4	821.7	1025.7	203.93	0.32	0.62830	0.91208
Rv0844c	narL	POSSIBLE NITRATE/NITRITE RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN NARL 	9	50.3	14.8	905.2	266.2	-638.98	-1.77	0.04490	0.24341
Rv0845	-	POSSIBLE TWO COMPONENT SENSOR KINASE 	27	14.2	26.1	566.2	1042.1	475.87	0.88	0.05670	0.28493
Rv0846c	-	PROBABLE OXIDASE 	31	13.5	3.8	379.4	106.7	-272.72	-1.83	0.00860	0.09479
Rv0847	lpqS	PROBABLE LIPOPROTEIN LPQS 	6	19.7	8.7	158.0	69.5	-88.44	-1.18	0.12380	0.43636
Rv0848	cysK2	POSSIBLE CYSTEINE SYNTHASE A CYSK2 (O-ACETYLSERINE SULFHYDRYLASE) (O-ACETYLSERINE (THIOL)-LYASE) (CSASE) 	28	16.3	19.1	521.8	609.7	87.88	0.22	0.78040	1.00000
Rv0849	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	23	15.9	16.3	542.1	553.8	11.65	0.03	0.95560	1.00000
Rv0850	-	PUTATIVE TRANSPOSASE (FRAGMENT) 	9	4.7	16.8	46.9	168.1	121.23	1.84	0.44950	0.78473
Rv0851c	-	short chain dehydrogenase 	9	10.9	11.1	108.6	111.1	2.46	0.03	0.97200	1.00000
Rv0852	fadD16	POSSIBLE FATTY-ACID-CoA LIGASE FADD16 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) 	15	7.3	20.3	116.5	325.3	208.80	1.48	0.47660	0.79336
Rv0853c	pdc	PROBABLE PYRUVATE OR INDOLE-3-PYRUVATE DECARBOXYLASE PDC 	26	29.0	19.9	929.5	636.7	-292.74	-0.55	0.49630	0.80172
Rv0854	-	hypothetical protein Rv0854 	6	74.8	45.1	897.4	541.3	-356.08	-0.73	0.31660	0.70426
Rv0855	far	PROBABLE FATTY-ACID-CoA RACEMASE FAR 	13	56.9	67.0	910.4	1071.9	161.51	0.24	0.73550	0.99513
Rv0856	-	hypothetical protein Rv0856 	5	32.2	3.7	257.4	29.6	-227.87	-3.12	0.01030	0.10404
Rv0857	-	hypothetical protein Rv0857 	8	18.2	32.5	182.4	325.2	142.78	0.83	0.24270	0.64301
Rv0858c	-	aminotransferase 	21	22.2	60.8	664.8	1824.4	1159.58	1.46	0.09320	0.37411
Rv0859	fadA	acetyl-CoA acetyltransferase 	8	17.6	0.0	140.6	0.3	-140.27	-8.70	0.00170	0.03028
Rv0860	fadB	PROBABLE FATTY OXIDATION PROTEIN FADB 	27	2.6	0.0	57.5	0.7	-56.82	-6.41	0.00000	0.00000
Rv0861c	ercc3	PROBABLE DNA HELICASE ERCC3 	26	15.7	9.9	314.3	197.3	-117.06	-0.67	0.40020	0.76732
Rv0862c	-	hypothetical protein Rv0862c 	29	20.0	6.6	640.7	211.0	-429.66	-1.60	0.00840	0.09362
Rv0863	-	hypothetical protein Rv0863 	6	32.9	14.3	263.6	114.4	-149.20	-1.20	0.15880	0.49969
Rv0864	moaC	molybdenum cofactor biosynthesis protein C 	11	34.7	29.6	486.3	414.7	-71.61	-0.23	0.77770	1.00000
Rv0865	mog	PROBABLE MOLYBDOPTERIN BIOSYNTHESIS MOG PROTEIN 	8	20.2	55.2	242.1	661.9	419.78	1.45	0.09630	0.38006
Rv0866	moaE2	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN E2 MOAE2 (MOLYBDOPTERIN CONVERTING FACTOR LARGE SUBUNIT) (MOLYBDOPTERIN 	3	54.8	17.8	328.8	106.9	-221.91	-1.62	0.09630	0.38006
Rv0867c	rpfA	POSSIBLE RESUSCITATION-PROMOTING FACTOR RPFA 	12	83.5	67.4	1503.6	1213.9	-289.71	-0.31	0.68170	0.95371
Rv0868c	moaD2	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN D 2 MOAD2 (MOLYBDOPTERIN CONVERTING FACTOR SMALL SUBUNIT) (MOLYBDOPTERIN 	6	62.1	71.2	621.1	712.5	91.34	0.20	0.79650	1.00000
Rv0869c	moaA	molybdenum cofactor biosynthesis protein A 	14	34.4	57.0	756.8	1253.3	496.48	0.73	0.30610	0.70426
Rv0870c	-	hypothetical protein Rv0870c 	6	23.5	40.0	282.6	480.5	197.92	0.77	0.47680	0.79336
Rv0871	cspB	PROBABLE COLD SHOCK-LIKE PROTEIN B CSPB 	4	35.9	24.4	215.6	146.2	-69.41	-0.56	0.48200	0.79472
Rv0872c	PE_PGRS15	PE-PGRS FAMILY PROTEIN 	27	49.2	43.2	1573.6	1383.2	-190.41	-0.19	0.81030	1.00000
Rv0873	fadE10	PROBABLE ACYL-CoA DEHYDROGENASE FADE10 	34	27.6	26.1	1599.0	1513.7	-85.34	-0.08	0.87830	1.00000
Rv0874c	-	hypothetical protein Rv0874c 	9	66.2	79.1	794.4	948.8	154.34	0.26	0.72010	0.98411
Rv0875c	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	12	0.0	2.9	0.0	34.9	34.95	1.97	0.00000	0.00000
Rv0876c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	26	19.7	17.8	315.1	284.6	-30.53	-0.15	0.87020	1.00000
Rv0877	-	hypothetical protein Rv0877 	15	107.2	329.8	3002.5	9233.4	6230.82	1.62	0.09690	0.38097
Rv0878c	PPE13	PPE FAMILY PROTEIN 	19	35.4	44.7	1062.6	1339.8	277.12	0.33	0.47390	0.79336
Rv0879c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	3	2.7	93.8	10.6	375.2	364.61	5.14	0.42530	0.77965
Rv0880	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY MARR-FAMILY) 	1	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0881	-	POSSIBLE RRNA METHYLTRANSFERASE (RRNA METHYLASE) 	15	25.0	13.1	450.5	235.8	-214.73	-0.93	0.20790	0.58582
Rv0882	-	PROBABLE TRANSMEMBRANE PROTEIN 	1	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0883c	-	hypothetical protein Rv0883c 	6	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0884c	serC	phosphoserine aminotransferase 	12	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0885	-	hypothetical protein Rv0885 	14	18.6	12.7	408.8	279.1	-129.76	-0.55	0.46260	0.79048
Rv0886	fprB	PROBABLE NADPH:ADRENODOXIN OXIDOREDUCTASE FPRB (ADRENODOXIN REDUCTASE) (AR) (FERREDOXIN-NADP(+) REDUCTASE) 	26	23.3	19.4	791.3	660.0	-131.22	-0.26	0.69240	0.96188
Rv0887c	-	hypothetical protein Rv0887c 	4	31.3	83.5	187.7	500.9	313.15	1.42	0.00190	0.03240
Rv0888	-	PROBABLE EXPORTED PROTEIN 	31	52.1	22.5	2293.7	990.4	-1303.32	-1.21	0.00180	0.03109
Rv0889c	citA	citrate synthase 2 	13	25.5	205.5	458.9	3698.8	3239.89	3.01	0.12350	0.43636
Rv0890c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR-FAMILY) 	48	39.9	40.1	3113.5	3124.9	11.44	0.01	0.98840	1.00000
Rv0891c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	25	40.5	22.6	1458.5	812.5	-646.01	-0.84	0.05640	0.28493
Rv0892	-	PROBABLE MONOOXYGENASE 	43	7.9	6.1	329.7	256.9	-72.82	-0.36	0.46810	0.79336
Rv0893c	-	hypothetical protein Rv0893c 	24	8.2	17.4	98.7	209.0	110.27	1.08	0.44200	0.78208
Rv0894	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY LUXR-FAMILY) 	18	7.5	36.7	120.1	587.6	467.48	2.29	0.46160	0.79048
Rv0895	-	hypothetical protein Rv0895 	28	25.0	22.0	1002.0	879.3	-122.65	-0.19	0.73050	0.99173
Rv0896	gltA	type II citrate synthase 	28	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0897c	-	PROBABLE OXIDOREDUCTASE 	20	15.9	4.0	318.5	79.4	-239.12	-2.00	0.01490	0.13667
Rv0898c	-	hypothetical protein Rv0898c 	1	17.9	3.0	35.7	6.1	-29.65	-2.55	0.33530	0.70426
Rv0899	ompA	OUTER MEMBRANE PROTEIN A OMPA 	19	23.9	286.1	524.8	6294.0	5769.19	3.58	0.44250	0.78227
Rv0900	-	POSSIBLE MEMBRANE PROTEIN 	2	9.7	0.2	38.7	0.7	-38.06	-5.84	0.02960	0.19052
Rv0901	-	POSSIBLE CONSERVED EXPORTED OR MEMBRANE PROTEIN 	9	8.9	60.9	142.9	974.7	831.77	2.77	0.00000	0.00000
Rv0902c	prrB	TWO COMPONENT SENSOR HISTIDINE KINASE PRRB 	14	11.4	0.0	45.5	0.0	-45.49	-3.63	0.01010	0.10360
Rv0903c	prrA	TWO COMPONENT RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN PRRA 	10	9.8	0.0	19.7	0.0	-19.68	-3.44	0.32920	0.70426
Rv0904c	accD3	PUTATIVE ACETYL-COENZYME A CARBOXYLASE CARBOXYL TRANSFERASE (SUBUNIT BETA) ACCD3 (ACCASE BETA CHAIN) 	24	11.4	32.1	317.9	899.8	581.92	1.50	0.13130	0.45432
Rv0905	echA6	enoyl-CoA hydratase 	9	31.7	41.8	380.1	502.1	122.00	0.40	0.68450	0.95584
Rv0906	-	hypothetical protein Rv0906 	15	34.2	72.1	547.1	1154.3	607.21	1.08	0.30790	0.70426
Rv0907	-	hypothetical protein Rv0907 	40	14.9	40.3	656.6	1773.9	1117.33	1.43	0.06710	0.31116
Rv0908	ctpE	PROBABLE METAL CATION TRANSPORTER ATPASE P-TYPE CTPE 	30	13.2	19.4	502.9	738.9	235.99	0.56	0.25770	0.66491
Rv0909	-	hypothetical protein Rv0909 	2	11.5	27.4	46.1	109.6	63.52	1.25	0.42980	0.77965
