#Resampling
#Command: python transit.py normalize=TTR ignoreNTerm=0.0 doLOESS=False ignoreCodon=True annotationPath=H37Rv.prot_table ignoreCTerm=0.0 histPath= sampleSize=10000 output=<open file 'resampling_H37Rv_Rv1565c_day32_TTR.dat', mode 'w' at 0x392ac00> expList=['Rv1565c_day32_rep1.wig', 'Rv1565c_day32_rep2.wig', 'Rv1565c_day32_rep3.wig'] doAdaptive=False ctrlList=['H37Rv_day32_rep1.wig', 'H37Rv_day32_rep2.wig', 'H37Rv_day32_rep3.wig']
#Control Samples:  H37Rv_day32_rep1.wig, H37Rv_day32_rep2.wig, H37Rv_day32_rep3.wig
#Experimental Samples:  Rv1565c_day32_rep1.wig, Rv1565c_day32_rep2.wig, Rv1565c_day32_rep3.wig
#Normalized with TTR
#TTR factors:	1.0000	0.2109	0.3076	0.7218	0.4697	0.6368
#Orf	Name	Description	N	TAs Hit	Sum Rd 1	Sum Rd 2	Delta Rd	log2 FC	p-value	p-adj
Rv0712	-	hypothetical protein Rv0712 	19	9	45.4	85.2	39.8	0.91	0.23110	0.52661
Rv0713	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	12	728.5	1182.3	453.8	0.70	0.26180	0.57269
Rv0714	rplN	50S ribosomal protein L14 	4	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0715	rplX	50S ribosomal protein L24 	5	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0716	rplE	50S ribosomal protein L5 	4	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0717	rpsN	30S ribosomal protein S14 	2	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0718	rpsH	30S ribosomal protein S8 	10	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0719	rplF	50S ribosomal protein L6 	15	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0720	rplR	50S ribosomal protein L18 	4	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0721	rpsE	30S ribosomal protein S5 	12	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0722	rpmD	50S ribosomal protein L30 	1	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0723	rplO	50S ribosomal protein L15 	2	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0724	sppA	POSSIBLE PROTEASE IV SPPA (ENDOPEPTIDASE IV) (SIGNAL PEPTIDE PEPTIDASE) 	30	17	1036.7	431.0	-605.7	-1.27	0.10460	0.34237
Rv0724A	-	hypothetical protein Rv0724A 	5	3	12.5	17.2	4.7	0.46	0.85410	1.00000
Rv0725c	-	hypothetical protein Rv0725c 	15	9	357.6	157.0	-200.6	-1.19	0.15410	0.43950
Rv0726c	-	hypothetical protein Rv0726c 	16	12	1340.2	237.0	-1103.2	-2.50	0.00210	0.02930
Rv0727c	fucA	L-fuculose-phosphate aldolase 	12	12	595.5	521.3	-74.2	-0.19	0.72540	1.00000
Rv0728c	serA2	POSSIBLE D-3-PHOSPHOGLYCERATE DEHYDROGENASE SERA2 (PHOSPHOGLYCERATE DEHYDROGENASE) (PGDH) 	9	6	538.2	426.4	-111.8	-0.34	0.57330	0.90271
Rv0729	xylB	POSSIBLE D-XYLULOSE KINASE XYLB (XYLULOKINASE) (XYLULOSE KINASE) 	19	14	989.0	1036.1	47.1	0.07	0.91560	1.00000
Rv0730	-	hypothetical protein Rv0730 	3	3	426.6	65.0	-361.6	-2.71	0.06880	0.29110
Rv0731c	-	hypothetical protein Rv0731c 	10	7	132.4	351.1	218.7	1.41	0.11400	0.36071
Rv0732	secY	preprotein translocase subunit SecY 	28	1	0.2	0.0	-0.2	3.83	1.00000	1.00000
Rv0733	adk	adenylate kinase 	5	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0734	mapA	methionine aminopeptidase 	9	3	19.0	95.5	76.4	2.33	0.00220	0.03006
Rv0735	sigL	RNA polymerase sigma factor SigL 	7	7	631.3	770.7	139.4	0.29	0.61490	0.94110
Rv0736	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	8	1	0.2	0.0	-0.2	3.83	1.00000	1.00000
Rv0737	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	3	52.6	269.4	216.8	2.36	0.01240	0.09975
Rv0738	-	hypothetical protein Rv0738 	1	1	0.0	22.3	22.3	2.89	0.10040	0.34148
Rv0739	-	hypothetical protein Rv0739 	18	12	411.6	646.6	235.0	0.65	0.28610	0.60558
Rv0740	-	hypothetical protein Rv0740 	10	8	492.6	11.7	-480.9	-5.39	0.00330	0.03942
Rv0741	-	PROBABLE TRANSPOSASE (FRAGMENT) 	3	3	8.8	17.0	8.2	0.94	0.46400	0.79220
Rv0742	PE_PGRS8	PE-PGRS FAMILY PROTEIN 	6	4	503.0	41.9	-461.1	-3.59	0.12340	0.38021
Rv0743c	-	hypothetical protein Rv0743c 	9	7	448.1	281.9	-166.2	-0.67	0.39720	0.74057
Rv0744c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	9	2	1.9	7.1	5.1	1.86	0.12450	0.38241
Rv0745	-	hypothetical protein Rv0745 	7	4	133.9	312.6	178.7	1.22	0.39190	0.73711
Rv0746	PE_PGRS9	PE-PGRS FAMILY PROTEIN 	15	5	203.3	2.5	-200.7	-6.34	0.00120	0.01962
Rv0747	PE_PGRS10	PE-PGRS FAMILY PROTEIN 	16	11	94.7	37.8	-56.9	-1.32	0.12230	0.37798
Rv0748	-	hypothetical protein Rv0748 	2	2	69.1	304.5	235.5	2.14	0.18460	0.47064
Rv0749	-	hypothetical protein Rv0749 	4	3	213.7	80.2	-133.6	-1.41	0.15180	0.43668
Rv0749A	-	hypothetical protein Rv0749A 	1	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0750	-	hypothetical protein Rv0750 	5	4	34.9	104.3	69.4	1.58	0.22480	0.51877
Rv0751c	mmsB	PROBABLE 3-HYDROXYISOBUTYRATE DEHYDROGENASE MMSB (HIBADH) 	7	5	228.5	83.1	-145.4	-1.46	0.03080	0.17682
Rv0752c	fadE9	PROBABLE ACYL-CoA DEHYDROGENASE FADE9 	15	6	252.5	260.8	8.2	0.05	0.97500	1.00000
Rv0753c	mmsA	PROBABLE METHYLMALONATE-SEMIALDEHYDE DEHYDROGENASE MMSA (METHYLMALONIC ACID SEMIALDEHYDE DEHYDROGENASE) (MMSDH) 	18	12	154.6	819.5	664.8	2.41	0.00070	0.01336
Rv0754	PE_PGRS11	PE-PGRS FAMILY PROTEIN 	31	19	1773.0	1062.1	-711.0	-0.74	0.22170	0.51566
Rv0755A	-	PUTATIVE TRANSPOSASE (FRAGMENT) 	6	4	1066.5	1235.5	169.1	0.21	0.79600	1.00000
Rv0755c	PPE12	PPE FAMILY PROTEIN 	55	16	754.8	127.5	-627.2	-2.57	0.02250	0.14574
Rv0756c	-	hypothetical protein Rv0756c 	7	6	195.7	537.0	341.3	1.46	0.10190	0.34148
Rv0757	phoP	POSSIBLE TWO COMPONENT SYSTEM RESPONSE TRANSCRIPTIONAL POSITIVE REGULATOR PHOP 	12	9	13.1	29.6	16.5	1.18	0.06800	0.28833
Rv0758	phoR	POSSIBLE TWO COMPONENT SYSTEM RESPONSE SENSOR KINASE MEMBRANE ASSOCIATED PHOR 	18	12	44.2	73.4	29.2	0.73	0.17690	0.46770
Rv0759c	-	hypothetical protein Rv0759c 	2	1	0.0	0.6	0.6	-2.24	1.00000	1.00000
Rv0760c	-	hypothetical protein Rv0760c 	6	2	75.0	0.7	-74.2	-6.70	0.05970	0.26734
Rv0761c	adhB	POSSIBLE ZINC-CONTAINING ALCOHOL DEHYDROGENASE NAD DEPENDENT ADHB 	13	8	711.5	100.0	-611.5	-2.83	0.07130	0.29727
Rv0762c	-	hypothetical protein Rv0762c 	13	7	528.1	606.4	78.2	0.20	0.73910	1.00000
Rv0763c	-	POSSIBLE FERREDOXIN 	2	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0764c	cyp51	CYTOCHROME P450 51 CYP51 (CYPL1) (P450-L1A1) (STEROL 14-ALPHA DEMETHYLASE) (LANOSTEROL 14-ALPHA DEMETHYLASE) (P450-14DM) 	18	7	287.9	180.9	-107.0	-0.67	0.41520	0.75074
Rv0765c	-	short chain dehydrogenase 	11	4	25.1	1.4	-23.7	-4.12	0.24220	0.54222
Rv0766c	cyp123	PROBABLE CYTOCHROME P450 123 CYP123 	25	14	318.0	291.9	-26.2	-0.12	0.85570	1.00000
Rv0767c	-	hypothetical protein Rv0767c 	14	6	8.4	198.0	189.7	4.56	0.21520	0.50741
Rv0768	aldA	PROBABLE ALDEHYDE DEHYDROGENASE NAD DEPENDENT ALDA (ALDEHYDE DEHYDROGENASE 	27	9	393.6	216.2	-177.4	-0.86	0.63080	0.95373
Rv0769	-	short chain dehydrogenase 	17	9	475.9	312.0	-163.8	-0.61	0.57810	0.90633
Rv0770	-	PROBABLE DEHYDROGENASE/REDUCTASE 	10	7	763.8	165.8	-598.0	-2.20	0.19250	0.47910
Rv0771	-	POSSIBLE 4-CARBOXYMUCONOLACTONE DECARBOXYLASE (CMD) 	10	7	470.4	147.0	-323.3	-1.68	0.37340	0.71491
Rv0772	purD	phosphoribosylamine--glycine ligase 	24	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0773c	ggtA	PROBABLE BIFUNCTIONAL ACYLASE GGTA: CEPHALOSPORIN ACYLASE (GL-7ACA ACYLASE) + GAMMA-GLUTAMYLTRANSPEPTIDASE (GGT) 	20	10	1164.7	210.1	-954.6	-2.47	0.02380	0.15049
Rv0774c	-	PROBABLE CONSERVED EXPORTED PROTEIN 	10	4	9.7	47.3	37.5	2.28	0.04130	0.21181
Rv0775	-	hypothetical protein Rv0775 	9	8	220.6	627.4	406.8	1.51	0.01780	0.12482
Rv0776c	-	hypothetical protein Rv0776c 	15	10	369.3	108.1	-261.1	-1.77	0.00710	0.06926
Rv0777	purB	adenylosuccinate lyase 	18	1	0.3	0.0	-0.3	3.29	1.00000	1.00000
Rv0778	cyp126	POSSIBLE CYTOCHROME P450 126 CYP126 	21	15	302.1	647.3	345.2	1.10	0.05420	0.25340
Rv0779c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	7	2	29.8	0.0	-29.8	-3.31	0.46040	0.78841
Rv0780	hemH	phosphoribosylaminoimidazole-succinocarboxamide synthase 	26	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0781	ptrBa	PROBABLE PROTEASE II PTRBA 	26	11	444.2	5.9	-438.3	-6.23	0.00030	0.00704
Rv0782	ptrBb	PROBABLE PROTEASE II PTRBB 	45	18	394.8	183.4	-211.4	-1.11	0.33000	0.66353
Rv0783c	emrB	POSSIBLE MULTIDRUG RESISTANCE INTEGRAL MEMBRANE EFFLUX PROTEIN EMRB 	26	11	312.0	226.4	-85.6	-0.46	0.56640	0.89644
Rv0784	-	hypothetical protein Rv0784 	10	3	8.2	66.2	58.0	3.02	0.16630	0.45667
Rv0785	-	putative FAD-binding dehydrogenase 	35	17	2066.2	1020.3	-1045.9	-1.02	0.42920	0.76417
Rv0786c	-	hypothetical protein Rv0786c 	11	4	223.0	187.4	-35.7	-0.25	0.70570	1.00000
Rv0787	-	hypothetical protein Rv0787 	16	11	226.2	367.3	141.0	0.70	0.40090	0.74087
Rv0787A	-	phosphoribosylformylglycinamidine synthase subunit PurS 	2	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0788	purQ	phosphoribosylformylglycinamidine synthase subunit I 	12	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0789c	-	hypothetical protein Rv0789c 	7	6	600.3	275.2	-325.2	-1.13	0.46500	0.79306
Rv0790c	-	hypothetical protein Rv0790c 	21	14	593.0	1019.4	426.4	0.78	0.14460	0.42237
Rv0791c	-	hypothetical protein Rv0791c 	13	8	140.7	2.2	-138.5	-5.99	0.00510	0.05398
Rv0792c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	18	11	376.2	659.8	283.6	0.81	0.17010	0.46126
Rv0793	-	hypothetical protein Rv0793 	8	4	2.1	88.6	86.6	5.43	0.13590	0.40526
Rv0794c	-	PROBABLE OXIDOREDUCTASE 	19	10	183.4	364.4	181.0	0.99	0.46910	0.79579
Rv0795	-	PUTATIVE TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS6110 (FRAGMENT) 	4	4	338.9	67.4	-271.4	-2.33	0.19540	0.48305
Rv0796	-	PUTATIVE TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS6110 	25	24	1167.2	1567.2	400.1	0.43	0.29510	0.61744
Rv0797	-	IS1547 transposase 	13	11	1073.6	473.5	-600.1	-1.18	0.25870	0.56840
Rv0798c	cfp29	29 KDa ANTIGEN CFP29 	16	7	120.1	5.1	-115.0	-4.56	0.00240	0.03192
Rv0799c	-	hypothetical protein Rv0799c 	10	6	411.7	124.1	-287.6	-1.73	0.27890	0.59829
Rv0800	pepC	putative aminopeptidase 2 	16	9	304.0	318.2	14.2	0.07	0.92550	1.00000
Rv0801	-	hypothetical protein Rv0801 	1	1	34.5	19.5	-15.0	-0.82	1.00000	1.00000
Rv0802c	-	hypothetical protein Rv0802c 	16	6	214.9	518.4	303.5	1.27	0.22680	0.52127
Rv0803	purL	phosphoribosylformylglycinamidine synthase II 	35	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0804	-	hypothetical protein Rv0804 	7	5	240.5	5.2	-235.3	-5.53	0.00910	0.08087
Rv0805	-	hypothetical protein Rv0805 	18	11	7324.8	36.8	-7288.0	-7.64	0.00000	0.00000
Rv0806c	cpsY	POSSIBLE UDP-GLUCOSE-4-EPIMERASE CPSY (GALACTOWALDENASE) (UDP-GALACTOSE-4-EPIMERASE) (URIDINE DIPHOSPHATE GALACTOSE-4-EPIMERASE) (URIDINE DIPHOSPHO-GALACTOSE-4-EPIMERASE) 	42	24	81.4	365.7	284.3	2.17	0.00000	0.00000
Rv0807	-	hypothetical protein Rv0807 	2	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0808	purF	amidophosphoribosyltransferase 	27	1	0.0	11.6	11.6	1.95	0.03540	0.19165
Rv0809	purM	phosphoribosylaminoimidazole synthetase 	14	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0810c	-	hypothetical protein Rv0810c 	4	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0811c	-	hypothetical protein Rv0811c 	17	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0812	-	4-amino-4-deoxychorismate lyase 	17	2	0.4	0.6	0.2	0.59	1.00000	1.00000
Rv0813c	-	hypothetical protein Rv0813c 	13	11	328.6	446.8	118.2	0.44	0.45590	0.78441
Rv0814c	sseC2	CONSERVED HYPOTHETICAL PROTEIN SSEC2 	2	2	34.9	56.6	21.8	0.70	0.41580	0.75074
Rv0815c	cysA2	PROBABLE THIOSULFATE SULFURTRANSFERASE CYSA2 (RHODANESE-LIKE PROTEIN) (THIOSULFATE CYANIDE TRANSSULFURASE) (THIOSULFATE THIOTRANSFERASE) 	15	15	1224.8	608.7	-616.1	-1.01	0.04350	0.21832
Rv0816c	thiX	PROBABLE THIOREDOXIN THIX 	3	2	86.0	172.5	86.4	1.00	0.35290	0.68888
Rv0817c	-	PROBABLE CONSERVED EXPORTED PROTEIN 	15	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0818	-	TRANSCRIPTIONAL REGULATORY PROTEIN 	11	10	5261.8	650.4	-4611.4	-3.02	0.00080	0.01478
Rv0819	-	hypothetical protein Rv0819 	14	2	9.2	2.0	-7.1	-2.16	0.58110	0.90889
Rv0820	phoT	PROBABLE PHOSPHATE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER PHOT 	12	11	12333.7	143.1	-12190.6	-6.43	0.00010	0.00302
Rv0821c	phoY2	PROBABLE PHOSPHATE-TRANSPORT SYSTEM TRANSCRIPTIONAL REGULATORY PROTEIN PHOY2 	6	4	501.2	19.7	-481.5	-4.67	0.00270	0.03431
Rv0822c	-	hypothetical protein Rv0822c 	29	22	2293.3	400.1	-1893.1	-2.52	0.00000	0.00000
Rv0823c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	17	10	936.1	1372.4	436.3	0.55	0.41050	0.74619
Rv0824c	desA1	PROBABLE ACYL-	19	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0825c	-	hypothetical protein Rv0825c 	10	8	1715.7	300.3	-1415.4	-2.51	0.31000	0.63725
Rv0826	-	hypothetical protein Rv0826 	22	19	5502.9	1610.1	-3892.8	-1.77	0.00800	0.07406
Rv0827c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	6	4	63.5	101.4	38.0	0.68	0.45690	0.78579
Rv0828c	-	POSSIBLE DEAMINASE 	10	9	1123.6	1217.6	94.0	0.12	0.87500	1.00000
Rv0829	-	POSSIBLE TRANSPOSASE (FRAGMENT) 	4	4	1618.3	11.2	-1607.2	-7.18	0.00060	0.01203
Rv0830	-	hypothetical protein Rv0830 	20	17	1745.5	1587.0	-158.5	-0.14	0.73990	1.00000
Rv0831c	-	hypothetical protein Rv0831c 	18	15	1239.1	1171.6	-67.5	-0.08	0.88240	1.00000
Rv0832	PE_PGRS12	PE-PGRS FAMILY PROTEIN 	4	3	111.5	16.7	-94.8	-2.74	0.03900	0.20421
Rv0833	PE_PGRS13	PE-PGRS FAMILY PROTEIN 	11	5	2.4	17.3	14.9	2.87	0.13310	0.39960
Rv0834c	PE_PGRS14	PE-PGRS FAMILY PROTEIN 	27	15	571.4	253.6	-317.8	-1.17	0.70970	1.00000
Rv0835	lpqQ	POSSIBLE LIPOPROTEIN LPQQ 	14	9	164.3	190.6	26.3	0.21	0.78510	1.00000
Rv0836c	-	hypothetical protein Rv0836c 	9	6	172.0	304.9	132.9	0.83	0.15570	0.44280
Rv0837c	-	hypothetical protein Rv0837c 	23	16	1255.0	781.3	-473.6	-0.68	0.35060	0.68531
Rv0838	lpqR	PROBABLE CONSERVED LIPOPROTEIN LPQR 	7	5	189.7	180.1	-9.6	-0.07	0.93280	1.00000
Rv0839	-	hypothetical protein Rv0839 	14	10	938.0	155.6	-782.4	-2.59	0.08050	0.31928
Rv0840c	pip	PROBABLE PROLINE IMINOPEPTIDASE PIP (PROLYL AMINOPEPTIDASE) (PAP) 	9	7	560.7	587.7	26.9	0.07	0.91600	1.00000
Rv0841	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	3	1	0.5	92.4	91.9	7.48	0.10150	0.34148
Rv0842	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	24	11	202.3	289.0	86.6	0.51	0.50910	0.83662
Rv0843	-	PROBABLE DEHYDROGENASE 	18	14	871.8	799.0	-72.8	-0.13	0.85100	1.00000
Rv0844c	narL	POSSIBLE NITRATE/NITRITE RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN NARL 	9	8	970.9	501.4	-469.5	-0.95	0.83110	1.00000
Rv0845	-	POSSIBLE TWO COMPONENT SENSOR KINASE 	27	19	457.8	1176.2	718.4	1.36	0.06550	0.28345
Rv0846c	-	PROBABLE OXIDASE 	31	13	215.8	429.6	213.8	0.99	0.17090	0.46199
Rv0847	lpqS	PROBABLE LIPOPROTEIN LPQS 	6	4	34.5	91.2	56.7	1.40	0.13860	0.41055
Rv0848	cysK2	POSSIBLE CYSTEINE SYNTHASE A CYSK2 (O-ACETYLSERINE SULFHYDRYLASE) (O-ACETYLSERINE (THIOL)-LYASE) (CSASE) 	28	11	580.2	205.7	-374.5	-1.50	0.44580	0.78152
Rv0849	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	23	16	567.8	410.6	-157.2	-0.47	0.57890	0.90688
Rv0850	-	PUTATIVE TRANSPOSASE (FRAGMENT) 	9	3	10.9	98.7	87.9	3.18	0.19250	0.47910
Rv0851c	-	short chain dehydrogenase 	9	3	5.7	262.3	256.6	5.51	0.00860	0.07816
Rv0852	fadD16	POSSIBLE FATTY-ACID-CoA LIGASE FADD16 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) 	15	5	22.6	468.7	446.1	4.37	0.00470	0.05096
Rv0853c	pdc	PROBABLE PYRUVATE OR INDOLE-3-PYRUVATE DECARBOXYLASE PDC 	26	16	1213.9	571.2	-642.7	-1.09	0.28530	0.60558
Rv0854	-	hypothetical protein Rv0854 	6	6	357.7	637.2	279.4	0.83	0.23690	0.53554
Rv0855	far	PROBABLE FATTY-ACID-CoA RACEMASE FAR 	13	9	735.7	395.0	-340.7	-0.90	0.61460	0.94110
Rv0856	-	hypothetical protein Rv0856 	5	4	239.3	308.4	69.2	0.37	0.55030	0.88090
Rv0857	-	hypothetical protein Rv0857 	8	5	56.2	588.7	532.5	3.39	0.01760	0.12385
Rv0858c	-	aminotransferase 	21	14	297.5	1022.5	725.0	1.78	0.05940	0.26720
Rv0859	fadA	acetyl-CoA acetyltransferase 	8	2	0.2	14.0	13.8	6.05	0.01670	0.11984
Rv0860	fadB	PROBABLE FATTY OXIDATION PROTEIN FADB 	27	5	0.0	44.2	44.2	3.88	0.00000	0.00000
Rv0861c	ercc3	PROBABLE DNA HELICASE ERCC3 	26	12	48.1	1011.9	963.8	4.39	0.00010	0.00302
Rv0862c	-	hypothetical protein Rv0862c 	29	13	583.2	152.2	-431.0	-1.94	0.23080	0.52652
Rv0863	-	hypothetical protein Rv0863 	6	5	156.0	821.4	665.3	2.40	0.09820	0.34148
Rv0864	moaC	molybdenum cofactor biosynthesis protein C 	11	6	381.6	59.5	-322.2	-2.68	0.21770	0.50976
Rv0865	mog	PROBABLE MOLYBDOPTERIN BIOSYNTHESIS MOG PROTEIN 	8	7	282.5	477.2	194.7	0.76	0.40820	0.74405
Rv0866	moaE2	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN E2 MOAE2 (MOLYBDOPTERIN CONVERTING FACTOR LARGE SUBUNIT) (MOLYBDOPTERIN 	3	3	641.7	30.0	-611.7	-4.42	0.01890	0.12891
Rv0867c	rpfA	POSSIBLE RESUSCITATION-PROMOTING FACTOR RPFA 	11	7	687.0	85.6	-601.4	-3.00	0.00090	0.01610
Rv0868c	moaD2	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN D 2 MOAD2 (MOLYBDOPTERIN CONVERTING FACTOR SMALL SUBUNIT) (MOLYBDOPTERIN 	6	4	783.6	152.2	-631.4	-2.36	0.08320	0.32482
Rv0869c	moaA	molybdenum cofactor biosynthesis protein A 	14	11	858.9	193.5	-665.4	-2.15	0.00110	0.01844
Rv0870c	-	hypothetical protein Rv0870c 	5	3	87.8	365.6	277.7	2.06	0.20380	0.49541
Rv0871	cspB	PROBABLE COLD SHOCK-LIKE PROTEIN B CSPB 	4	2	37.5	4.3	-33.2	-3.13	0.20520	0.49549
Rv0872c	PE_PGRS15	PE-PGRS FAMILY PROTEIN 	27	16	1765.1	366.1	-1399.0	-2.27	0.06140	0.27312
Rv0873	fadE10	PROBABLE ACYL-CoA DEHYDROGENASE FADE10 	34	21	3164.5	737.4	-2427.1	-2.10	0.00300	0.03694
Rv0874c	-	hypothetical protein Rv0874c 	9	7	1191.0	264.9	-926.1	-2.17	0.02080	0.13855
Rv0875c	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	12	1	0.0	20.5	20.5	2.77	0.10210	0.34148
Rv0876c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	26	6	52.2	8.5	-43.8	-2.62	0.21600	0.50837
Rv0877	-	hypothetical protein Rv0877 	15	11	19407.2	659.1	-18748.1	-4.88	0.00000	0.00000
Rv0878c	PPE13	PPE FAMILY PROTEIN 	19	15	2590.5	850.5	-1740.0	-1.61	0.00020	0.00502
Rv0879c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	3	1	114.7	8.0	-106.7	-3.84	0.09880	0.34148
Rv0880	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY MARR-FAMILY) 	1	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0881	-	POSSIBLE RRNA METHYLTRANSFERASE (RRNA METHYLASE) 	15	8	775.6	1.6	-774.0	-8.94	0.00000	0.00000
Rv0882	-	PROBABLE TRANSMEMBRANE PROTEIN 	1	1	0.0	0.5	0.5	-2.68	1.00000	1.00000
Rv0883c	-	hypothetical protein Rv0883c 	6	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0884c	serC	phosphoserine aminotransferase 	12	1	0.3	0.0	-0.3	3.29	1.00000	1.00000
Rv0885	-	hypothetical protein Rv0885 	14	9	355.5	505.9	150.3	0.51	0.30070	0.62424
Rv0886	fprB	PROBABLE NADPH:ADRENODOXIN OXIDOREDUCTASE FPRB (ADRENODOXIN REDUCTASE) (AR) (FERREDOXIN-NADP(+) REDUCTASE) 	26	14	402.3	1353.4	951.1	1.75	0.00860	0.07816
Rv0887c	-	hypothetical protein Rv0887c 	4	2	1.8	8.9	7.1	2.28	0.24990	0.55549
Rv0888	-	PROBABLE EXPORTED PROTEIN 	31	21	2494.1	1320.1	-1174.0	-0.92	0.01590	0.11641
Rv0889c	citA	citrate synthase 2 	12	6	221.4	824.6	603.1	1.90	0.02160	0.14245
Rv0890c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR-FAMILY) 	48	33	3250.6	1870.3	-1380.3	-0.80	0.10270	0.34148
Rv0891c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	25	17	815.0	1619.7	804.7	0.99	0.11840	0.36994
Rv0892	-	PROBABLE MONOOXYGENASE 	43	20	194.4	404.2	209.8	1.06	0.10680	0.34505
Rv0893c	-	hypothetical protein Rv0893c 	24	7	288.4	149.4	-139.0	-0.95	0.53570	0.86604
Rv0894	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY LUXR-FAMILY) 	18	7	224.3	181.6	-42.7	-0.30	0.73590	1.00000
Rv0895	-	hypothetical protein Rv0895 	28	18	584.3	480.4	-104.0	-0.28	0.63010	0.95303
Rv0896	gltA	type II citrate synthase 	28	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0897c	-	PROBABLE OXIDOREDUCTASE 	19	12	274.8	139.6	-135.2	-0.98	0.26960	0.58526
Rv0898c	-	hypothetical protein Rv0898c 	1	1	23.1	176.8	153.8	2.94	0.09390	0.34148
Rv0899	ompA	OUTER MEMBRANE PROTEIN A OMPA 	19	11	345.0	461.0	116.0	0.42	0.57990	0.90737
Rv0900	-	POSSIBLE MEMBRANE PROTEIN 	2	2	24.7	0.0	-24.7	-3.04	0.06090	0.27150
Rv0901	-	POSSIBLE CONSERVED EXPORTED OR MEMBRANE PROTEIN 	9	8	260.0	207.3	-52.6	-0.33	0.65170	0.97645
Rv0902c	prrB	TWO COMPONENT SENSOR HISTIDINE KINASE PRRB 	14	1	113.7	0.0	-113.7	-5.24	0.40130	0.74087
Rv0903c	prrA	TWO COMPONENT RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN PRRA 	10	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0904c	accD3	PUTATIVE ACETYL-COENZYME A CARBOXYLASE CARBOXYL TRANSFERASE (SUBUNIT BETA) ACCD3 (ACCASE BETA CHAIN) 	24	12	981.4	837.5	-143.9	-0.23	0.83020	1.00000
Rv0905	echA6	enoyl-CoA hydratase 	9	6	2491.7	66.4	-2425.3	-5.23	0.17030	0.46126
Rv0906	-	hypothetical protein Rv0906 	15	6	323.9	109.1	-214.8	-1.57	0.43940	0.77354
