Rv_ID,gene_name,func_tuberculist,COG,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10
Rv0886,fprB,intermediary metabolism and respiration,ER,0.31102398,-6.8149686,-14.552224,-3.4207244,-0.11414905,-1.8464944,-0.042785507,3.463091,2.0179217,-1.5272638
Rv0888,-,cell wall and cell processes,S,1.9935573,6.220085,7.5052223,-2.9836829,-5.660751,10.079981,1.1523205,-5.9603887,0.042441335,-3.9364355
Rv0889c,citA,intermediary metabolism and respiration,C,1.3542589,7.1198516,9.60105,-3.199112,-6.4763985,12.569665,0.75247216,-3.1949131,2.8096128,2.0573754
Rv0890c,-,regulatory proteins,K,0.17181085,-6.698619,-14.386083,-3.3379369,-0.09385667,-1.7947221,-0.26598537,3.2997017,2.0849972,-1.7554871
Rv0892,-,intermediary metabolism and respiration,P,-1.5667961,0.8159349,7.3323107,-0.6122553,-7.0142355,13.962886,-3.1034653,-4.876602,5.1055183,1.2242993
Rv0893c,-,lipid metabolism,Q,0.4065935,-6.5791388,-14.529142,-3.6329205,0.12603271,-1.9789939,-0.5722056,3.3060308,2.1466691,-1.4812617
Rv0896,gltA,intermediary metabolism and respiration,C,-1.2945286,2.7759333,4.438988,-3.338987,-7.4813027,11.71706,-1.5284048,-2.8140898,2.5378501,-1.5153509
Rv0900,-,cell wall and cell processes,S,0.3241832,-6.668717,-14.534501,-3.4516034,-0.1171191,-1.8226086,-0.20790847,3.427192,2.0710561,-1.6817023
Rv0901,-,cell wall and cell processes,S,1.3081671,7.048703,9.612812,-3.259421,-6.542613,12.628413,0.68660253,-3.157323,2.900098,2.1189559
Rv0908,ctpE,cell wall and cell processes,P,2.255553,6.0672956,7.770493,-3.324323,-5.756205,10.011676,1.5147591,-6.0772243,-0.22356917,-4.1344423
Rv0910,-,conserved hypotheticals,S,-0.7401988,3.06425,6.6576414,-2.0934937,-7.1731215,11.614116,-0.80904144,-3.9023194,2.1561346,-1.1428192
Rv0914c,-,lipid metabolism,I,0.1870415,4.4441953,8.787212,-2.001948,-7.4319973,11.518929,0.16875622,-4.7706237,1.1002998,-1.5951412
Rv0916c,PE7,PE/PPE,S,0.28250098,-6.7278075,-14.528458,-3.4546638,-0.1504756,-1.8285115,-0.15518638,3.3902876,2.1039429,-1.6720226
Rv0922,-,insertion seqs and phages,L,-0.66912156,2.6323898,2.4360735,3.007368,-4.8972516,6.722816,-0.0880725,-5.0858603,1.6048832,-1.1665488
Rv0923c,-,conserved hypotheticals,S,0.30038366,-6.740539,-14.497972,-3.4504147,-0.10539428,-1.8087156,-0.1646755,3.412128,2.0898561,-1.5876479
Rv0924c,mntH,cell wall and cell processes,P,-0.88605636,2.129744,6.8199296,-2.490252,-6.845171,13.116321,-2.559431,-4.638075,4.2520776,0.022432627
Rv0926c,-,conserved hypotheticals,S,0.1627756,4.4198647,8.750524,-1.97049,-7.404527,11.539702,0.21515185,-4.7410283,1.0554935,-1.5718323
Rv0928,pstS3,cell wall and cell processes,P,-0.020655181,-6.5797806,-12.996474,-3.0475717,-1.2410662,-1.0840523,-0.05445025,2.396117,2.0738847,-0.8752212
Rv0929,pstC2,cell wall and cell processes,P,0.118693575,5.4144053,9.14725,-2.8390098,-6.9664884,11.274035,0.58726054,-3.7239246,1.633129,-0.2189755
Rv0930,pstA1,cell wall and cell processes,P,0.058236886,-6.6185236,-13.381403,-3.1763916,-0.93772155,-1.2573016,-0.136287,2.5992315,2.0950758,-1.0054425
Rv0931c,pknD,regulatory proteins,RTKL,2.2682645,6.281884,7.7304463,-3.2940764,-5.640458,9.9026985,1.8272858,-6.166709,-0.41027632,-4.4840207
Rv0934,pstS1,cell wall and cell processes,P,-0.7433543,2.622936,2.3490927,3.0893564,-4.9549713,6.6406236,-0.1290395,-5.041945,1.5521724,-1.1567696
Rv0939,-,intermediary metabolism and respiration,Q,0.26940382,-6.7787213,-14.537202,-3.4657896,-0.107179426,-1.8146031,-0.15269451,3.405236,2.102815,-1.6263744
Rv0942,-,conserved hypotheticals,S,-1.2156624,3.250885,3.9592624,-3.4020994,-7.574883,11.783127,-1.2944238,-3.0820415,2.2283053,-1.8241227
Rv0944,-,information pathways,L,-0.6905189,2.6069705,2.3931708,3.0499852,-4.902782,6.690011,-0.12657253,-5.0942335,1.610633,-1.134028
Rv0945,-,intermediary metabolism and respiration,IQR,0.36728847,-6.5735497,-14.526482,-3.605899,0.038838383,-1.6250035,-0.6905787,3.1426673,1.9565129,-1.4958258
Rv0946c,pgi,intermediary metabolism and respiration,G,-1.0462437,1.9315639,7.158917,-1.7543869,-7.1479654,12.411833,-1.7569848,-3.630398,3.698655,0.017761746
Rv0949,uvrD1,information pathways,L,-1.4853916,1.2736253,7.035191,-0.9582985,-7.1380563,13.594771,-2.8340786,-4.547315,4.6177135,0.8021005
Rv0950c,-,conserved hypotheticals,M,-1.303222,1.5995286,6.925941,-1.3852232,-7.095152,13.302443,-2.574542,-4.457682,4.342562,0.5239656
Rv0954,-,cell wall and cell processes,S,-0.73496264,3.1156719,6.60172,-2.1181993,-7.1552944,11.537562,-0.75188816,-3.9262176,2.0741038,-1.20698
Rv0955,-,cell wall and cell processes,S,-1.058831,2.7470074,5.8359184,-2.4316075,-7.297489,11.996047,-1.388302,-3.6575246,2.7820396,-0.8984285
Rv0956,purN,intermediary metabolism and respiration,F,-1.6019213,0.7480761,7.305076,-0.7231646,-6.9251094,13.917806,-3.084276,-4.96755,5.173442,1.1382619
Rv0961,-,cell wall and cell processes,S,0.3187107,-6.691973,-14.456368,-3.3312707,-0.20630522,-1.8561504,-0.14053416,3.3676705,2.1182535,-1.6048023
Rv0963c,-,conserved hypotheticals,S,2.3160865,6.258628,7.787142,-3.3242242,-5.65845,9.886622,1.7313819,-6.201642,-0.3446991,-4.4469514
Rv0964c,-,conserved hypotheticals,S,-0.11218536,4.16087,7.130224,-1.8138895,-6.2502227,9.668961,0.49673083,-4.312826,-0.20865257,-2.3478942
Rv0969,ctpV,cell wall and cell processes,P,0.79233795,4.939549,9.663169,-1.7457603,-7.853098,10.493499,1.3986313,-5.0819306,-0.6029939,-2.2115777
Rv0970,-,cell wall and cell processes,S,-0.122724675,5.2553844,9.00211,-2.9485016,-6.8434067,11.148394,0.32550192,-3.2885287,1.7794416,0.3003218
Rv0972c,fadE12,lipid metabolism,I,0.24308926,-6.700702,-14.10382,-3.3548334,-0.47199598,-1.6395171,-0.22448318,3.0367045,2.153243,-1.319546
Rv0973c,accA2,lipid metabolism,I,-1.2209303,2.4057107,4.857103,-3.2432714,-7.4121943,11.798863,-1.8058674,-2.5903184,2.936991,-1.1599718
Rv0974c,accD2,lipid metabolism,I,0.22933064,-6.709958,-14.127685,-3.337749,-0.42197582,-1.6638931,-0.18204217,3.0638673,2.1193764,-1.3359731
Rv0976c,-,conserved hypotheticals,S,1.3134645,7.083215,9.575341,-3.173018,-6.5195003,12.530557,0.7636257,-3.203025,2.8135512,2.0346868
Rv0981,mprA,regulatory proteins,TK,-1.1744329,3.1970255,4.361697,-3.1909926,-7.4788504,11.921602,-1.3479207,-3.243633,2.3408465,-1.6456332
Rv0983,pepD,intermediary metabolism and respiration,O,-0.51439935,3.4636967,6.7742834,-2.3610425,-7.364455,11.482182,-0.4777641,-3.9107633,1.746694,-1.4954187
Rv0987,-,cell wall and cell processes,V,2.3084927,6.1673875,7.719414,-3.4101505,-5.747175,9.829571,1.7603451,-6.141548,-0.35102355,-4.3709974
Rv0988,-,cell wall and cell processes,R,-1.2173356,2.9418638,4.406544,-3.3709393,-7.5301085,11.813887,-1.4528766,-2.8814168,2.4256363,-1.631181
Rv0989c,grcC2,intermediary metabolism and respiration,H,-1.2172296,1.6488438,7.003063,-1.5032035,-7.023717,13.293931,-2.5999224,-4.499824,4.3775268,0.4588144
Rv0991c,-,conserved hypotheticals,S,0.15661027,4.413552,8.754338,-1.9680626,-7.396925,11.546627,0.21551752,-4.7359166,1.0567282,-1.5696347
Rv0992c,-,conserved hypotheticals,H,0.19267228,3.7780316,9.093005,-2.2408946,-6.9051213,12.320744,-1.1912304,-5.21158,2.7599132,-0.4608494
Rv0994,moeA1,intermediary metabolism and respiration,H,-0.6208727,3.0827103,7.129238,-2.1173508,-7.2191534,11.67605,-0.7571284,-3.8223996,2.2914424,-1.0531698
Rv0995,rimJ,information pathways,J,0.09587788,4.3491797,7.316451,-1.8641968,-6.2895374,9.77792,0.6064639,-4.4959817,-0.1984309,-2.4826744
Rv0996,-,cell wall and cell processes,S,-1.0794677,2.1211553,6.855297,-1.9317509,-7.094727,12.8884115,-2.1108773,-4.354397,3.8766947,0.029192284
Rv0998,-,conserved hypotheticals,KR,-0.4694697,3.4180226,7.2230344,-2.2528906,-7.238005,11.496873,-0.49897218,-3.8219466,1.9231285,-1.2355272
Rv0999,-,conserved hypotheticals,S,-0.3686782,3.340955,8.312945,-2.180576,-7.1231904,12.443917,-1.2463048,-4.623162,2.898237,-0.48658335
Rv1002c,-,cell wall and cell processes,O,-1.2255673,2.4305105,7.7573957,-3.477161,-7.343749,11.733167,-1.8280758,-1.8253304,4.2261014,0.7793013
Rv1006,-,conserved hypotheticals,S,-0.71275496,3.056594,6.797169,-2.1018882,-7.1850123,11.63444,-0.79633594,-3.8547003,2.251561,-1.1069757
Rv1008,tatD,cell wall and cell processes,L,0.23242836,5.5369215,9.310995,-2.8390634,-6.999898,11.317048,0.7417138,-3.9820912,1.5512667,-0.51773983
Rv1009,rpfB,cell wall and cell processes,S,0.19554809,-6.698881,-14.0472145,-3.3322763,-0.47709602,-1.5931777,-0.19398841,3.0026066,2.1510875,-1.3273065
Rv1010,ksgA,information pathways,J,-1.0603046,2.7079284,5.875218,-2.3976686,-7.284006,12.02381,-1.4238036,-3.6854298,2.8251143,-0.85708344
Rv1013,pks16,lipid metabolism,IQ,-0.6526368,2.6434617,7.9201775,-1.8571601,-7.124242,12.384596,-1.4030914,-3.8946104,3.189332,-0.21529116
Rv1019,-,regulatory proteins,K,-0.102599785,4.1707606,7.139964,-1.784514,-6.248122,9.678344,0.509743,-4.3225174,-0.21380472,-2.3613703
Rv1021,-,conserved hypotheticals,R,0.25563803,5.545452,9.316441,-2.8089788,-6.9808717,11.330545,0.75581944,-3.999407,1.5230458,-0.5044316
Rv1027c,kdpE,regulatory proteins,TK,0.30291626,-6.749691,-14.446317,-3.3525858,-0.28332812,-1.7799897,-0.09000625,3.458294,2.1037672,-1.5879039
Rv1030,kdpB,cell wall and cell processes,P,2.303434,6.2080026,7.7608747,-3.3433783,-5.712221,9.864929,1.7312135,-6.157644,-0.36351705,-4.4044137
Rv1046c,-,unknown,S,0.7676781,4.906423,9.666584,-1.8126923,-7.8232985,10.666664,1.3069379,-5.1791816,-0.4920233,-2.110843
Rv1051c,-,conserved hypotheticals,S,0.34770796,-6.700059,-14.43985,-3.325111,-0.31692505,-1.8440709,-0.18386745,3.3118901,2.1705377,-1.5455501
Rv1052,-,conserved hypotheticals,S,2.3422318,6.228667,7.693269,-3.4014328,-5.65162,9.835949,1.7674743,-6.20488,-0.32600772,-4.432316
Rv1057,-,conserved hypotheticals,S,0.1964933,4.4557166,8.784956,-1.956923,-7.3979063,11.49706,0.27018532,-4.762825,0.99644345,-1.6169518
Rv1058,fadD14,lipid metabolism,IQ,-0.482135,3.4964893,7.212407,-2.0343685,-6.997031,11.045174,-0.21433708,-3.8502426,1.6390836,-1.2982935
Rv1059,-,conserved hypotheticals,E,-0.062395483,5.260049,8.989562,-2.880349,-6.9037447,11.153059,0.32345968,-3.295408,1.7929047,0.24616222
Rv1060,-,conserved hypotheticals,S,0.3414342,-6.726344,-14.428354,-3.349226,-0.22603863,-1.7980465,-0.14426084,3.3608,2.1226478,-1.5467634
Rv1065,-,conserved hypotheticals,S,-1.2511559,3.3174133,3.926686,-3.3873918,-7.535891,11.830862,-1.2854162,-3.061183,2.1640108,-1.8883954
Rv1066,-,conserved hypotheticals,P,1.3010288,7.074448,9.519967,-3.169424,-6.530964,12.55031,0.69036454,-3.2493398,2.7606125,2.043948
Rv1069c,-,conserved hypotheticals,S,0.119840354,3.656,8.992019,-2.1949146,-6.9008656,12.393189,-1.1936867,-5.0740023,2.7871513,-0.46990815
Rv1070c,echA8,lipid metabolism,I,0.13357092,3.616188,8.971393,-2.2158332,-6.886232,12.419065,-1.2732103,-5.1087103,2.8523605,-0.45289558
Rv1071c,echA9,lipid metabolism,I,-1.0270333,2.0609963,7.5626807,-2.010632,-7.1544695,12.9924345,-2.1296577,-4.0189962,3.8658192,0.0979865
Rv1072,-,cell wall and cell processes,S,1.1673819,5.2794127,8.446373,-2.345367,-6.7679205,10.287068,1.2201699,-5.3731155,-0.29673356,-3.0306523
Rv1077,cbs,intermediary metabolism and respiration,E,-0.9869942,1.9854894,7.5485373,-2.2090232,-7.1520205,12.628346,-2.0231686,-3.2407823,3.7987895,0.2118611
Rv1078,pra,conserved hypotheticals,S,-0.4850992,3.4815655,7.2147164,-2.0568614,-7.024659,11.097421,-0.2426471,-3.8368778,1.6766849,-1.2886956
Rv1079,metB,intermediary metabolism and respiration,E,-0.9808282,2.0058215,7.6282353,-2.1387444,-7.215474,12.582179,-1.9495121,-3.2708912,3.744068,0.15862343
Rv1080c,greA,information pathways,K,-0.83702797,2.066352,6.7965174,-2.5313458,-6.709607,13.10875,-2.6463406,-4.51629,4.219344,-0.14661817
Rv1081c,-,cell wall and cell processes,S,-1.2183447,3.327989,3.8795588,-3.36757,-7.490883,11.862477,-1.2798433,-3.0659318,2.1545432,-1.8922222
Rv1083,-,conserved hypotheticals,S,-1.2610606,2.0220935,7.1580343,-2.3271086,-7.3010383,12.435558,-2.0981076,-2.7976108,3.739626,0.17459752
Rv1085c,-,"virulence, detoxification, adaptation",R,-0.70053834,2.569938,7.9008822,-1.8349639,-7.141504,12.344566,-1.3666283,-3.7732096,3.2041514,-0.19414684
Rv1086,-,cell wall and cell processes,I,-1.0627187,2.7929032,5.6842513,-2.5510273,-7.3186836,11.985663,-1.3924581,-3.5994897,2.7526827,-0.9715115
Rv1093,glyA,intermediary metabolism and respiration,E,-2.565783,2.561512,7.8053956,-4.091393,-7.4552145,11.776149,-3.0762296,1.2658443,5.702753,3.1411247
Rv1096,-,intermediary metabolism and respiration,G,-0.9736799,1.9847379,7.5108943,-2.1382055,-7.1606045,12.633632,-2.0029979,-3.3272667,3.7850692,0.16844387
Rv1099c,glpX,intermediary metabolism and respiration,G,-0.7835371,2.9842315,6.6244283,-2.0756698,-7.1895995,11.728539,-0.92028093,-3.9061067,2.261553,-1.0572575
Rv1100,-,conserved hypotheticals,S,-0.51628196,1.2431806,8.549565,-1.6551551,-6.812619,11.910455,-1.1907209,-2.3561072,3.3858163,0.37545794
Rv1101c,-,cell wall and cell processes,R,2.320286,6.2250867,7.7183385,-3.3175716,-5.6682997,9.842808,1.7436358,-6.1827655,-0.36919004,-4.461144
Rv1105,-,intermediary metabolism and respiration,I,0.23889372,-6.843204,-14.47729,-3.4829435,-0.15818165,-1.7256732,-0.19849358,3.3320453,2.1522167,-1.5536139
Rv1106c,-,intermediary metabolism and respiration,MG,0.7224922,4.965507,9.66461,-1.8431492,-7.844896,10.669543,1.2979643,-5.1748815,-0.5027395,-2.200971
Rv1107c,xseB,information pathways,L,0.28287566,-6.7644234,-14.399735,-3.35183,-0.2519438,-1.7556288,-0.14375052,3.3758054,2.0718045,-1.4637487
Rv1111c,-,conserved hypotheticals,S,0.7502865,4.9478655,9.544389,-1.7684565,-7.6435666,10.57289,1.3986102,-5.2217445,-0.43334553,-2.146854
Rv1112,-,conserved hypotheticals,J,-0.5122133,3.0593657,7.4569077,-2.0873888,-7.198021,11.657548,-0.71014696,-3.7473536,2.2983768,-0.98915184
Rv1114,-,"virulence, detoxification, adaptation",R,0.26313746,-6.735574,-14.467473,-3.444348,-0.20393476,-1.7105072,-0.23104368,3.3059027,2.044759,-1.549835
Rv1121,zwf1,intermediary metabolism and respiration,G,0.40294924,-6.5833297,-14.530797,-3.6225626,0.114801325,-1.9619654,-0.5716336,3.3036995,2.134084,-1.4747938
Rv1122,gnd2,intermediary metabolism and respiration,G,-2.5442479,2.4394913,7.8484316,-4.14899,-7.50259,11.69501,-3.0360801,1.2841668,5.639092,3.1028645
Rv1123c,bpoB,"virulence, detoxification, adaptation",R,0.2175928,-6.709361,-14.117463,-3.3569384,-0.43343636,-1.6255426,-0.21434581,3.037264,2.12338,-1.3477196
Rv1125,-,conserved hypotheticals,E,1.3568721,7.109276,9.644435,-3.240191,-6.4506865,12.618776,0.7535338,-3.1401567,2.8652632,2.0768762
Rv1127c,ppdK,intermediary metabolism and respiration,G,0.29348937,-6.406085,-14.276585,-3.7213802,0.1167721,-1.4892616,-0.61659193,3.248882,1.9189177,-1.5912982
Rv1129c,-,regulatory proteins,K,-0.9188647,3.325223,4.455458,-3.28208,-7.7396135,11.197383,-0.8966704,-3.429786,1.8525538,-1.8069277
Rv1130,-,intermediary metabolism and respiration,R,0.23494479,-6.7762647,-14.237728,-3.5573483,-0.26462278,-1.7052239,-0.36879885,3.191075,2.5736523,-1.5363566
Rv1131,gltA1,intermediary metabolism and respiration,C,-0.9409283,3.27132,4.394877,-3.2998683,-7.72047,11.243606,-0.92578036,-3.403844,1.8738214,-1.8079001
Rv1132,-,cell wall and cell processes,S,-0.5934165,2.6721435,2.5652876,2.8841124,-4.9505734,6.8198366,-0.052465945,-5.030645,1.5490688,-1.208925
Rv1133c,metE,intermediary metabolism and respiration,E,-1.5755252,0.7418619,7.3583746,-0.66113424,-6.9666853,13.980131,-3.0597584,-4.9519267,5.1592293,1.2118963
Rv1134,-,conserved hypotheticals,S,0.7687568,4.964977,9.731233,-1.7519146,-7.8578725,10.541233,1.4155792,-5.107483,-0.60249674,-2.171899
Rv1140,-,cell wall and cell processes,R,-0.9795926,1.9705849,7.5893908,-2.1525817,-7.1788397,12.615323,-1.9841441,-3.2355957,3.772805,0.20605527
Rv1144,-,intermediary metabolism and respiration,IQR,0.15867904,4.4174776,8.757046,-1.9667389,-7.398978,11.542672,0.2218609,-4.7368274,1.0497208,-1.574209
Rv1145,mmpL13a,cell wall and cell processes,R,2.3175147,6.2339687,7.756523,-3.3369315,-5.6811695,9.850402,1.7496905,-6.159281,-0.3768806,-4.4144707
Rv1157c,-,conserved hypotheticals,S,0.28145194,-6.6567464,-14.482105,-3.5087762,-0.011554342,-1.7436244,-0.43927535,3.1186163,2.0974522,-1.4557267
Rv1158c,-,conserved hypotheticals,S,0.77339864,4.997043,9.694113,-1.7339861,-7.7966394,10.563474,1.4360939,-5.1594944,-0.5826076,-2.1703784
Rv1159,pimE,cell wall and cell processes,S,-2.4524136,2.369321,7.81271,-4.093504,-7.510843,11.690905,-2.9463682,1.0822918,5.562707,2.9186542
Rv1159A,phhB,conserved hypotheticals,H,0.47335732,-6.484842,-14.188847,-3.4288719,-0.191505,-1.9678301,-0.35592,3.1485665,2.0081027,-1.4325968
Rv1165,typA,information pathways,T,0.6940324,5.028421,9.731416,-1.7589768,-7.774941,10.613041,1.4187135,-5.1668367,-0.5481596,-2.1573565
Rv1166,lpqW,cell wall and cell processes,E,-0.90215164,2.430877,6.9319577,-2.8168733,-6.978687,12.574214,-2.3332808,-3.9756997,4.079906,0.040040158
Rv1170,mshB,intermediary metabolism and respiration,S,-0.4471891,3.027425,7.7163568,-2.061342,-7.188008,11.680632,-0.6848828,-3.7075903,2.3527808,-0.9169082
Rv1173,fbiC,intermediary metabolism and respiration,HR,-0.5447484,1.2048409,8.639117,-1.645109,-6.847649,11.797658,-1.0800114,-2.1550393,3.3389058,0.39472187
Rv1174c,TB8.4,cell wall and cell processes,S,0.9321097,5.1373167,8.45282,-2.2476313,-6.90004,10.324328,1.1234169,-5.1731596,-0.25390562,-2.8006868
Rv1178,-,intermediary metabolism and respiration,E,-0.4551486,3.0625887,7.619371,-2.0860074,-7.1992345,11.637649,-0.64729947,-3.7081234,2.2843874,-0.9783448
Rv1180,pks3,lipid metabolism,Q,1.2251148,7.031128,9.561967,-3.1570518,-6.593575,12.449008,0.81550264,-3.1469297,2.8464427,1.9546442
Rv1181,pks4,lipid metabolism,Q,1.3403338,7.0734377,9.6143465,-3.222315,-6.4564,12.586815,0.7732185,-3.209284,2.834415,2.05905
Rv1183,mmpL10,cell wall and cell processes,R,-0.102767505,4.147435,7.276677,-1.8496605,-6.3998547,9.835465,0.50934494,-4.3212175,-0.087677576,-2.2603414
Rv1184c,-,cell wall and cell processes,R,-0.11935223,4.1549463,7.1221995,-1.7707326,-6.238206,9.663092,0.49286443,-4.3066516,-0.2085854,-2.3469207
Rv1185c,fadD21,lipid metabolism,IQ,0.23648752,-6.710973,-14.372498,-3.6797378,-0.009122292,-1.6468251,-0.36122933,3.2505705,2.0959332,-1.7550664
Rv1187,rocA,intermediary metabolism and respiration,C,0.280549,-6.78665,-14.463473,-3.4695888,-0.1812339,-1.8204651,-0.098037824,3.3987641,2.1581125,-1.5176485
Rv1192,-,conserved hypotheticals,R,0.10049188,-6.648561,-13.574024,-3.2270348,-0.7924625,-1.3492224,-0.16791984,2.6889415,2.121806,-1.0696715
Rv1193,fadD36,lipid metabolism,IQ,-1.2004247,3.0188775,4.301593,-3.3651843,-7.540462,11.743239,-1.382726,-2.969847,2.3430593,-1.6830876
Rv1195,PE13,PE/PPE,S,0.29713455,-6.69207,-14.412798,-3.3312747,-0.2763744,-1.81263,-0.13833764,3.3048224,2.173867,-1.6243677
Rv1196,PPE18,PE/PPE,S,0.39409414,-6.7465997,-14.472745,-3.3723872,-0.2792522,-1.8290384,-0.16974702,3.3634112,2.0673957,-1.4569149
Rv1205,-,conserved hypotheticals,R,-0.4701558,1.1832544,8.688211,-1.7444987,-6.7789006,11.91135,-1.2036465,-2.1785316,3.3935668,0.49337018
Rv1206,fadD6,lipid metabolism,IQ,-0.5121649,3.4003992,7.126555,-2.0187182,-7.038444,11.102406,-0.31028163,-3.9045186,1.7059499,-1.3205023
Rv1208,-,intermediary metabolism and respiration,M,-1.5850562,0.81104964,7.323533,-0.63573045,-7.0169153,13.948752,-3.1111157,-4.867232,5.100372,1.2075856
Rv1209,-,conserved hypotheticals,S,-1.0266014,1.8801991,7.151258,-1.8769143,-7.0464096,12.762924,-2.114979,-3.9040704,3.9405236,0.13229273
Rv1211,-,conserved hypotheticals,S,-0.7899976,2.0019147,6.8224344,-2.5474157,-6.7023106,13.140927,-2.7233226,-4.442462,4.148117,-0.25437263
Rv1212c,-,intermediary metabolism and respiration,M,0.26230124,3.701287,9.1327305,-2.2065158,-6.843155,12.341726,-1.281202,-5.2815967,2.7964432,-0.5013
Rv1213,glgC,intermediary metabolism and respiration,G,-0.50042677,1.1763977,8.687509,-1.7010713,-6.813472,11.859432,-1.1520702,-2.162045,3.3749657,0.46250397
Rv1214c,PE14,PE/PPE,S,-1.111889,2.2162256,7.358656,-2.5455878,-7.2904925,12.284699,-1.9476312,-2.8390703,3.7981315,0.16046678
Rv1217c,-,cell wall and cell processes,M,0.62963897,5.0299373,9.658691,-1.7326139,-7.7914467,10.525895,1.3412113,-5.0183735,-0.46416155,-2.06024
Rv1218c,-,cell wall and cell processes,V,0.41049266,-6.7603135,-14.473045,-3.3737118,-0.2576854,-1.8791126,-0.11760557,3.446966,2.1082447,-1.4616572
Rv1220c,-,intermediary metabolism and respiration,R,-0.49308336,3.21303,7.3573003,-2.1462138,-7.2278376,11.645245,-0.6584027,-3.8766217,2.174886,-1.1076037
Rv1226c,-,cell wall and cell processes,S,-0.6164489,2.6613333,2.5385919,2.9099214,-4.946474,6.797289,-0.06487526,-5.035586,1.5589515,-1.198702
Rv1235,lpqY,cell wall and cell processes,G,0.6745455,4.8487406,9.479336,-1.8075852,-7.685729,10.724183,1.1784078,-5.0752845,-0.31945372,-2.175241
Rv1237,sugB,cell wall and cell processes,G,0.7845157,5.025332,9.51817,-1.8924528,-7.636644,10.591805,1.3402178,-5.1752076,-0.42981339,-2.284347
Rv1238,sugC,cell wall and cell processes,G,-0.08300141,4.190397,7.150699,-1.7844673,-6.2445073,9.693071,0.524801,-4.342657,-0.22006762,-2.3811631
Rv1239c,corA,cell wall and cell processes,P,0.21722913,-6.7970867,-14.308967,-3.5657089,-0.1659076,-1.6966534,-0.2976199,3.220477,2.4319444,-1.5187211
Rv1244,lpqZ,cell wall and cell processes,M,-0.6616887,3.0415525,7.0926967,-2.1210918,-7.221868,11.726249,-0.825407,-3.8192258,2.3778787,-0.9892849
Rv1248c,kgd,intermediary metabolism and respiration,C,-0.73918617,1.2693102,8.342874,-1.499881,-7.0050907,11.697925,-1.1295056,-2.1370516,3.5145235,0.24298298
Rv1251c,-,conserved hypotheticals,L,0.37147805,-6.619383,-14.540816,-3.3489046,-0.3119523,-1.9584388,-0.2362461,3.2975175,2.0502253,-1.577346
Rv1252c,lprE,cell wall and cell processes,S,-0.82405555,2.076151,6.7879605,-2.5419908,-6.7080903,13.109748,-2.6495197,-4.5289392,4.219463,-0.15578069
Rv1253,deaD,information pathways,LKJ,1.1281047,5.3069305,8.486745,-2.3605926,-6.8341575,10.31622,1.2415085,-5.3464794,-0.34552705,-2.9991791
Rv1255c,-,regulatory proteins,K,0.79965943,5.001676,9.583406,-1.8426464,-7.719117,10.607306,1.3354554,-5.1420083,-0.46876413,-2.215572
Rv1261c,-,conserved hypotheticals,S,0.42543465,-6.7241225,-14.561881,-3.4126153,-0.25689918,-1.9518348,-0.25551948,3.2960265,2.182942,-1.5033417
Rv1263,amiB2,intermediary metabolism and respiration,J,-1.5988241,0.88518244,7.363317,-0.73666096,-7.036546,13.9191475,-3.054865,-4.830869,5.0604267,1.1413875
Rv1264,-,intermediary metabolism and respiration,T,-0.71293265,2.6492896,2.3902028,3.0523815,-4.9308424,6.6785183,-0.0922203,-5.0711126,1.5792933,-1.1567168
Rv1270c,lprA,cell wall and cell processes,S,0.4614035,-6.6175375,-14.540432,-3.5088584,-0.08351436,-1.9776506,-0.4247396,3.3231242,2.0949035,-1.4835105
Rv1272c,-,cell wall and cell processes,V,-0.5394347,3.4138856,6.7980714,-2.3184323,-7.311408,11.451298,-0.49675098,-3.8634033,1.7956972,-1.4403945
Rv1273c,-,cell wall and cell processes,V,-0.5923398,3.334714,6.738418,-2.2439756,-7.261455,11.452064,-0.5447227,-3.8930805,1.8392665,-1.4007486
Rv1278,-,conserved hypotheticals,L,0.04778903,4.3144207,7.2752805,-1.8209277,-6.2567034,9.705643,0.6005907,-4.4564123,-0.26113766,-2.4679596
Rv1280c,oppA,cell wall and cell processes,E,1.0163287,5.230117,8.454938,-2.3083684,-6.8790445,10.330852,1.1891916,-5.2518454,-0.3129702,-2.8951414
Rv1281c,oppD,cell wall and cell processes,R,0.38189653,-6.6296244,-14.472393,-3.4900682,-0.03946794,-1.8990847,-0.34567335,3.375001,2.0944278,-1.5011562
Rv1282c,oppC,cell wall and cell processes,EP,0.7384768,4.990461,9.587563,-1.7522548,-7.7086473,10.600882,1.3939233,-5.174684,-0.4681554,-2.1214843
Rv1283c,oppB,cell wall and cell processes,EP,-0.77025414,2.3378668,6.798515,-2.5980337,-6.7649136,13.060898,-2.4638824,-4.573078,4.1386952,-0.03860189
Rv1285,cysD,intermediary metabolism and respiration,EH,-1.2788869,2.4577117,4.835144,-3.2955642,-7.391998,11.813932,-1.8025295,-2.6618876,2.9067762,-1.1887727
Rv1286,cysN,intermediary metabolism and respiration,P,-1.3091079,1.6270686,6.921068,-1.4132258,-7.117546,13.289882,-2.5604928,-4.4391603,4.3009744,0.46757004
Rv1287,-,conserved hypotheticals,K,0.105227254,3.7445457,8.942821,-2.1626837,-6.947594,12.327343,-1.0541586,-4.9854207,2.6667383,-0.51752454
