#Orf	Name	Description	N	TAs Hit	Sum Rd 1	Sum Rd 2	Delta Rd	log2 FC	p-value	p-adj
Rv1090	celA2b	PROBABLE CELLULASE CELA2B (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE) 	7	5	289.4	619.9	330.5	1.10	0.14650	0.48229
Rv1091	PE_PGRS22	PE-PGRS FAMILY PROTEIN 	26	14	200.1	424.0	224.0	1.08	0.15010	0.49010
Rv1092c	coaA	pantothenate kinase 	19	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1093	glyA	serine hydroxymethyltransferase 	14	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1094	desA2	POSSIBLE ACYL-	12	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1095	phoH2	PROBABLE PHOH-LIKE PROTEIN PHOH2 (PHOSPHATE STARVATION-INDUCIBLE PROTEIN PSIH) 	13	7	146.2	360.2	214.0	1.30	0.16320	0.51845
Rv1096	-	POSSIBLE GLYCOSYL HYDROLASE 	19	10	167.0	175.4	8.4	0.07	0.93640	1.00000
Rv1097c	-	PROBABLE MEMBRANE GLYCINE AND PROLINE RICH PROTEIN 	17	8	362.1	149.4	-212.7	-1.28	0.28890	0.67846
Rv1098c	fumC	fumarate hydratase 	13	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1099c	glpX	fructose 1,6-bisphosphatase II 	13	4	125.6	12.3	-113.3	-3.35	0.21910	0.58687
Rv1100	-	hypothetical protein Rv1100 	9	3	146.9	0.6	-146.2	-7.90	0.15560	0.50312
Rv1101c	-	hypothetical protein Rv1101c 	18	15	2561.0	2329.0	-232.0	-0.14	0.77190	1.00000
Rv1102c	-	hypothetical protein Rv1102c 	8	6	252.0	503.8	251.8	1.00	0.37210	0.77327
Rv1103c	-	hypothetical protein Rv1103c 	8	5	2245.7	529.4	-1716.3	-2.08	0.14340	0.47483
Rv1104	-	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT) 	11	8	230.9	308.1	77.2	0.42	0.62810	0.97514
Rv1105	-	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT) 	11	9	524.8	45.5	-479.3	-3.53	0.01530	0.15377
Rv1106c	-	PROBABLE CHOLESTEROL DEHYDROGENASE 	17	15	326.7	266.2	-60.5	-0.30	0.62050	0.96900
Rv1107c	xseB	exodeoxyribonuclease VII small subunit 	2	2	49.6	0.2	-49.3	-7.73	0.03950	0.25795
Rv1108c	xseA	exodeoxyribonuclease VII large subunit 	10	8	104.5	414.9	310.5	1.99	0.10950	0.41217
Rv1109c	-	hypothetical protein Rv1109c 	9	6	66.3	141.5	75.1	1.09	0.33980	0.73627
Rv1110	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 	14	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1111c	-	hypothetical protein Rv1111c 	24	7	65.7	630.0	564.3	3.26	0.03210	0.22790
Rv1112	-	translation-associated GTPase 	10	6	17.5	103.3	85.7	2.56	0.01570	0.15429
Rv1113	-	hypothetical protein Rv1113 	2	2	16.4	109.5	93.1	2.74	0.23110	0.59863
Rv1114	-	hypothetical protein Rv1114 	3	2	28.6	0.2	-28.3	-6.93	0.45340	0.82413
Rv1115	-	POSSIBLE EXPORTED PROTEIN 	18	8	651.5	285.0	-366.5	-1.19	0.44660	0.82413
Rv1116	-	hypothetical protein Rv1116 	3	2	6.1	0.4	-5.7	-3.91	0.72650	1.00000
Rv1116A	-	CONSERVED HYPOTHETICAL PROTEIN (FRAGMENT) 	5	4	877.2	0.4	-876.8	-11.16	0.00310	0.05674
Rv1117	-	hypothetical protein Rv1117 	3	3	112.7	325.0	212.2	1.53	0.24040	0.61290
Rv1118c	-	hypothetical protein Rv1118c 	12	8	508.8	405.1	-103.8	-0.33	0.67380	1.00000
Rv1119c	-	hypothetical protein Rv1119c 	3	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1120c	-	hypothetical protein Rv1120c 	4	1	35.1	0.0	-35.1	-3.55	1.00000	1.00000
Rv1121	zwf1	glucose-6-phosphate 1-dehydrogenase 	24	7	312.4	27.4	-285.1	-3.51	0.10890	0.41107
Rv1122	gnd2	6-phosphogluconate dehydrogenase-like protein 	14	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1123c	bpoB	POSSIBLE PEROXIDASE BPOB (NON-HAEM PEROXIDASE) 	9	4	44.4	1.7	-42.8	-4.73	0.07830	0.36328
Rv1124	ephC	PROBABLE EPOXIDE HYDROLASE EPHC (EPOXIDE HYDRATASE) 	12	6	89.5	28.7	-60.8	-1.64	0.24260	0.61498
Rv1125	-	hypothetical protein Rv1125 	23	13	163.3	264.9	101.6	0.70	0.51660	0.86716
Rv1126c	-	hypothetical protein Rv1126c 	10	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1127c	ppdK	pyruvate phosphate dikinase 	19	4	160.1	1.1	-159.0	-7.18	0.02770	0.21088
Rv1128c	-	hypothetical protein Rv1128c 	29	11	260.3	55.0	-205.4	-2.24	0.17480	0.53774
Rv1129c	-	PROBABLE TRANSCRIPTIONAL REGULATOR PROTEIN 	27	12	176.4	73.5	-102.9	-1.26	0.33010	0.72372
Rv1130	-	hypothetical protein Rv1130 	27	13	416.2	203.2	-212.9	-1.03	0.24870	0.62410
Rv1131	gltA1	methylcitrate synthase 	16	9	186.7	751.2	564.5	2.01	0.05670	0.31509
Rv1132	-	hypothetical protein Rv1132 	26	15	326.9	3445.8	3118.9	3.40	0.00080	0.02494
Rv1133c	metE	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase 	35	1	0.0	0.4	0.4	-2.90	1.00000	1.00000
Rv1134	-	hypothetical protein Rv1134 	5	3	7.5	320.9	313.4	5.42	0.00180	0.04058
Rv1135A	-	POSSIBLE ACETYL-CoA ACETYLTRANSFERASE (ACETOACETYL-CoA THIOLASE) 	6	5	837.5	185.8	-651.7	-2.17	0.62290	0.97138
Rv1135c	PPE16	PPE FAMILY PROTEIN 	25	15	567.4	910.6	343.2	0.68	0.19780	0.56413
Rv1136	-	POSSIBLE ENOYL-CoA HYDRATASE 	3	3	178.9	0.4	-178.5	-8.87	0.01000	0.11946
Rv1137c	-	hypothetical protein Rv1137c 	2	2	132.8	19.5	-113.3	-2.77	0.32150	0.71500
Rv1138c	-	POSSIBLE OXIDOREDUCTASE 	16	9	830.4	255.7	-574.7	-1.70	0.28460	0.67512
Rv1139c	-	hypothetical protein Rv1139c 	13	9	1707.0	753.2	-953.9	-1.18	0.13710	0.46398
Rv1140	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	11	5	37.5	21.7	-15.8	-0.79	0.58980	0.93869
Rv1141c	echA11	enoyl-CoA hydratase 	14	11	794.1	1070.2	276.1	0.43	0.55800	0.90664
Rv1142c	echA10	enoyl-CoA hydratase 	8	7	586.2	847.2	261.0	0.53	0.54730	0.89570
Rv1143	mcr	PROBABLE ALPHA-METHYLACYL-CoA RACEMASE MCR (2-methylacyl-CoA racemase) (2-arylpropionyl-CoA epimerase ) 	15	13	1009.3	1741.8	732.5	0.79	0.25290	0.62935
Rv1144	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	11	10	290.0	594.1	304.0	1.03	0.15890	0.51048
Rv1145	mmpL13a	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL13A 	11	7	113.1	174.1	61.0	0.62	0.61400	0.96391
Rv1146	mmpL13b	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL13B 	23	17	2068.4	2795.4	727.0	0.43	0.47680	0.83289
Rv1147	-	hypothetical protein Rv1147 	9	6	185.3	666.7	481.4	1.85	0.23680	0.60707
Rv1148c	-	hypothetical protein Rv1148c 	23	13	699.5	616.5	-83.0	-0.18	0.77970	1.00000
Rv1149	-	POSSIBLE TRANSPOSASE 	6	3	272.3	240.0	-32.4	-0.18	0.91760	1.00000
Rv1151c	-	NAD-dependent deacetylase 	9	7	1286.7	3204.3	1917.6	1.32	0.09660	0.39939
Rv1152	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	3	452.3	1213.0	760.7	1.42	0.19260	0.55687
Rv1153c	omt	PROBABLE O-METHYLTRANSFERASE OMT 	19	9	1419.7	527.5	-892.3	-1.43	0.17660	0.53995
Rv1154c	-	hypothetical protein Rv1154c 	16	14	481.6	952.3	470.7	0.98	0.19150	0.55529
Rv1155	-	hypothetical protein Rv1155 	11	10	470.7	674.4	203.7	0.52	0.48840	0.84287
Rv1156	-	hypothetical protein Rv1156 	12	9	455.1	314.3	-140.7	-0.53	0.52710	0.87700
Rv1157c	-	CONSERVED HYPOTHETICAL ALA-, PRO-RICH PROTEIN 	8	3	7.4	0.8	-6.6	-3.19	0.16750	0.52500
Rv1158c	-	CONSERVED HYPOTHETICAL ALA-, PRO-RICH PROTEIN 	11	3	0.4	14.6	14.2	5.11	0.19610	0.56260
Rv1159	pimE	mannosyltransferase 	28	6	0.2	3.4	3.2	4.03	0.01310	0.14165
Rv1159A	phhB	pterin-4-alpha-carbinolamine dehydratase 	12	6	248.7	58.0	-190.7	-2.10	0.29720	0.68863
Rv1160	mutT2	PROBABLE MUTATOR PROTEIN MUTT (7,8-dihydro-8-oxoguanine-triphosphatase) (8-OXO-DGTPASE) 	4	3	6.6	185.3	178.7	4.82	0.10980	0.41291
Rv1161	narG	PROBABLE RESPIRATORY NITRATE REDUCTASE (ALPHA CHAIN) NARG 	75	47	1889.7	2230.8	341.1	0.24	0.62640	0.97440
Rv1162	narH	PROBABLE RESPIRATORY NITRATE REDUCTASE (BETA CHAIN) NARH 	35	29	2111.2	1287.4	-823.8	-0.71	0.32740	0.72014
Rv1163	narJ	PROBABLE RESPIRATORY NITRATE REDUCTASE (DELTA CHAIN) NARJ 	15	10	722.4	875.1	152.7	0.28	0.67640	1.00000
Rv1164	narI	PROBABLE RESPIRATORY NITRATE REDUCTASE (GAMMA CHAIN) NARI 	18	12	285.0	375.3	90.3	0.40	0.62560	0.97369
Rv1165	typA	POSSIBLE GTP-BINDING TRANSLATION ELONGATION FACTOR TYPA (TYROSINE PHOSPHORYLATED PROTEIN A) (GTP-BINDING PROTEIN) 	15	11	131.7	320.4	188.7	1.28	0.03630	0.24590
Rv1166	lpqW	PROBABLE CONSERVED LIPOPROTEIN LPQW 	23	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1167c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	9	5	140.8	2.8	-138.1	-5.67	0.00280	0.05270
Rv1168c	PPE17	PPE FAMILY PROTEIN 	16	11	324.8	718.3	393.5	1.15	0.16740	0.52500
Rv1169c	PE11	PE FAMILY PROTEIN 	3	3	337.1	0.9	-336.3	-8.56	0.02780	0.21088
Rv1170	mshB	N-Acetyl-1-D-myo-Inosityl-2-Amino-2-Deoxy-alpha- D-Glucopyranoside Deacetylase mshB (GlcNAc-Ins deacetylase) 	11	4	7.9	0.0	-7.9	-1.39	0.03590	0.24528
Rv1171	-	hypothetical protein Rv1171 	6	4	370.4	527.2	156.8	0.51	0.70860	1.00000
Rv1172c	PE12	PE FAMILY PROTEIN 	15	11	580.1	367.1	-213.0	-0.66	0.52090	0.87124
Rv1173	fbiC	FO synthase 	43	5	159.7	16.3	-143.3	-3.29	0.77480	1.00000
Rv1174c	TB8.4	LOW MOLECULAR WEIGHT T-CELL ANTIGEN TB8.4 	8	7	66.1	161.4	95.3	1.29	0.09800	0.39939
Rv1175c	fadH	PROBABLE NADPH DEPENDENT 2,4-DIENOYL-COA REDUCTASE FADH (2,4-dienoyl coenzyme A reductase) (4-enoyl-CoA reductase) 	28	19	1388.2	1192.8	-195.3	-0.22	0.79320	1.00000
Rv1176c	-	hypothetical protein Rv1176c 	15	10	447.6	388.6	-59.0	-0.20	0.84050	1.00000
Rv1177	fdxC	PROBABLE FERREDOXIN FDXC 	7	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1178	-	N-succinyldiaminopimelate aminotransferase 	20	12	255.9	193.3	-62.7	-0.41	0.67290	1.00000
Rv1179c	-	hypothetical protein Rv1179c 	41	25	941.1	634.7	-306.4	-0.57	0.34820	0.74654
Rv1180	pks3	PROBABLE POLYKETIDE BETA-KETOACYL SYNTHASE PKS3 	25	9	117.6	207.5	89.9	0.82	0.55800	0.90664
Rv1181	pks4	PROBABLE POLYKETIDE BETA-KETOACYL SYNTHASE PKS4 	70	29	1239.2	524.6	-714.6	-1.24	0.25390	0.63119
Rv1182	papA3	PROBABLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA3 	40	20	497.5	151.6	-346.0	-1.71	0.09030	0.38951
Rv1183	mmpL10	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL10 	52	30	588.4	357.1	-231.3	-0.72	0.61730	0.96551
Rv1184c	-	POSSIBLE EXPORTED PROTEIN 	22	14	33.3	46.2	12.8	0.47	0.62930	0.97625
Rv1185c	fadD21	acyl-CoA synthetase 	32	23	596.4	154.2	-442.3	-1.95	0.01880	0.16895
Rv1186c	-	hypothetical protein Rv1186c 	18	9	532.3	109.2	-423.1	-2.29	0.13030	0.45243
Rv1187	rocA	PROBABLE PYRROLINE-5-CARBOXYLATE DEHYDROGENASE ROCA 	24	4	178.5	1.6	-176.9	-6.81	0.00720	0.09975
Rv1188	-	PROBABLE PROLINE DEHYDROGENASE 	22	9	230.7	794.7	563.9	1.78	0.09680	0.39939
Rv1189	sigI	RNA polymerase sigma factor SigI 	8	5	29.4	557.8	528.4	4.25	0.01600	0.15495
Rv1190	-	hypothetical protein Rv1190 	9	7	84.6	102.3	17.7	0.27	0.76430	1.00000
Rv1191	-	hypothetical protein Rv1191 	9	7	413.9	279.5	-134.4	-0.57	0.42520	0.80520
Rv1192	-	hypothetical protein Rv1192 	14	9	592.7	26.7	-566.1	-4.47	0.00070	0.02408
Rv1193	fadD36	acyl-CoA synthetase 	21	4	10.3	2.1	-8.2	-2.27	0.36650	0.76723
Rv1194c	-	hypothetical protein Rv1194c 	18	9	95.1	122.7	27.6	0.37	0.66870	1.00000
Rv1195	PE13	PE FAMILY PROTEIN 	5	4	81.8	0.9	-80.9	-6.59	0.00100	0.02956
Rv1196	PPE18	PPE FAMILY PROTEIN 	10	10	267.2	97.2	-170.0	-1.46	0.13310	0.45664
Rv1197	esxK	ESAT-6 LIKE PROTEIN ESXK (ESAT-6 LIKE PROTEIN 3) 	3	3	31.8	158.7	126.9	2.32	0.18320	0.54517
Rv1198	esxL	PUTATIVE ESAT-6 LIKE PROTEIN ESXL (ESAT-6 LIKE PROTEIN 4) 	4	3	224.8	158.3	-66.5	-0.51	0.80930	1.00000
Rv1199c	-	POSSIBLE TRANSPOSASE 	16	14	873.3	254.0	-619.3	-1.78	0.07260	0.34985
Rv1200	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	29	25	1914.2	2552.7	638.5	0.42	0.47290	0.83176
Rv1201c	-	PROBABLE TRANSFERASE 	11	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1202	dapE	dipeptidase 	16	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1203c	-	hypothetical protein Rv1203c 	8	3	992.3	16.7	-975.6	-5.89	0.15590	0.50359
Rv1204c	-	hypothetical protein Rv1204c 	16	13	2326.2	1033.0	-1293.2	-1.17	0.08720	0.38445
Rv1205	-	hypothetical protein Rv1205 	13	9	598.1	58.3	-539.8	-3.36	0.43360	0.81186
Rv1206	fadD6	acyl-CoA synthetase 	37	26	5099.5	468.5	-4630.9	-3.44	0.00000	0.00000
Rv1207	folP2	PROBABLE DIHYDROPTEROATE SYNTHASE 2 FOLP2 (DHPS 2) (Dihydropteroate pyrophosphorylase 2) 	10	7	45.6	215.1	169.5	2.24	0.04640	0.28395
Rv1208	-	hypothetical protein Rv1208 	14	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1209	-	hypothetical protein Rv1209 	5	5	373.6	209.8	-163.8	-0.83	0.41230	0.79453
Rv1210	tagA	PROBABLE DNA-3-METHYLADENINE GLYCOSYLASE I TAGA (TAG I) (3-methyladenine-DNA glycosylase I, constitutive) (DNA-3-methyladenine glycosidase I ) 	11	9	1485.9	446.1	-1039.8	-1.74	0.49020	0.84488
Rv1211	-	hypothetical protein Rv1211 	4	1	2.8	0.4	-2.4	-2.87	0.39690	0.79349
Rv1212c	-	PUTATIVE GLYCOSYL TRANSFERASE 	31	15	1939.2	2113.2	174.0	0.12	0.89670	1.00000
Rv1213	glgC	glucose-1-phosphate adenylyltransferase 	30	16	467.2	1282.4	815.2	1.46	0.04140	0.26388
Rv1214c	PE14	PE FAMILY PROTEIN 	5	5	251.2	75.5	-175.6	-1.73	0.27690	0.66436
Rv1215c	-	hypothetical protein Rv1215c 	26	12	372.0	496.5	124.5	0.42	0.81160	1.00000
Rv1216c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	19	16	480.0	756.2	276.2	0.66	0.25800	0.63662
Rv1217c	-	PROBABLE TETRONASIN-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER 	20	8	44.9	162.1	117.2	1.85	0.16340	0.51867
Rv1218c	-	PROBABLE TETRONASIN-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	6	5	281.7	2.2	-279.5	-6.99	0.01480	0.15026
Rv1219c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	10	6	193.2	47.2	-146.0	-2.03	0.06090	0.32616
Rv1220c	-	PROBABLE METHYLTRANSFERASE 	10	7	63.5	369.1	305.6	2.54	0.11360	0.42086
Rv1221	sigE	RNA polymerase sigma factor SigE 	17	1	37.8	11.3	-26.6	-1.75	1.00000	1.00000
Rv1222	-	hypothetical protein Rv1222 	2	1	203.9	1127.6	923.7	2.47	0.09980	0.39939
Rv1223	htrA	PROBABLE SERINE PROTEASE HTRA (DEGP PROTEIN) 	22	3	197.9	4.5	-193.4	-5.45	0.01070	0.12483
Rv1224	tatB	sec-independent translocase 	5	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1225c	-	hypothetical protein Rv1225c 	6	5	810.2	688.6	-121.6	-0.23	0.77010	1.00000
Rv1226c	-	PROBABLE TRANSMEMBRANE PROTEIN 	15	14	172.1	1363.1	1191.0	2.99	0.00180	0.04058
Rv1227c	-	PROBABLE TRANSMEMBRANE PROTEIN 	6	3	8.3	0.6	-7.6	-3.70	0.36940	0.77087
Rv1228	lpqX	PROBABLE LIPOPROTEIN LPQX 	9	6	360.5	1294.0	933.5	1.84	0.01130	0.12993
Rv1229c	mrp	PROBABLE MRP-RELATED PROTEIN MRP 	15	2	0.0	326.7	326.7	6.77	0.06120	0.32641
Rv1230c	-	POSSIBLE MEMBRANE PROTEIN 	20	12	887.9	994.6	106.7	0.16	0.82300	1.00000
Rv1231c	-	PROBABLE MEMBRANE PROTEIN 	7	6	312.6	628.0	315.4	1.01	0.21660	0.58394
Rv1232c	-	hypothetical protein Rv1232c 	11	9	617.9	500.9	-117.0	-0.30	0.69180	1.00000
Rv1233c	-	hypothetical protein Rv1233c 	19	12	784.9	859.9	75.0	0.13	0.89450	1.00000
Rv1234	-	PROBABLE TRANSMEMBRANE PROTEIN 	9	5	38.3	28.8	-9.5	-0.41	0.77380	1.00000
Rv1235	lpqY	PROBABLE SUGAR-BINDING LIPOPROTEIN LPQY 	30	12	23.8	44.2	20.5	0.90	0.58040	0.93036
Rv1236	sugA	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER SUGA 	19	7	148.5	198.4	49.9	0.42	0.80770	1.00000
Rv1237	sugB	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER SUGB 	12	3	0.3	125.9	125.6	8.68	0.01550	0.15429
Rv1238	sugC	PROBABLE SUGAR-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER SUGC 	25	12	10.4	6.6	-3.9	-0.67	0.40160	0.79349
Rv1239c	corA	POSSIBLE MAGNESIUM AND COBALT TRANSPORT TRANSMEMBRANE PROTEIN CORA 	25	18	2656.4	1912.8	-743.6	-0.47	0.51840	0.86872
Rv1240	mdh	malate dehydrogenase 	5	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1241	-	hypothetical protein Rv1241 	1	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1242	-	hypothetical protein Rv1242 	9	7	370.0	81.3	-288.8	-2.19	0.17180	0.53303
Rv1243c	PE_PGRS23	PE-PGRS FAMILY PROTEIN 	19	13	468.9	736.9	268.0	0.65	0.31480	0.70808
Rv1244	lpqZ	PROBABLE LIPOPROTEIN LPQZ 	8	6	38.9	249.8	210.8	2.68	0.31580	0.70844
Rv1245c	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	14	9	592.9	467.3	-125.6	-0.34	0.70870	1.00000
Rv1246c	-	hypothetical protein Rv1246c 	7	5	149.7	203.0	53.2	0.44	0.75470	1.00000
Rv1247c	-	hypothetical protein Rv1247c 	5	3	31.7	453.1	421.3	3.84	0.04190	0.26621
Rv1248c	kgd	alpha-ketoglutarate decarboxylase 	46	1	0.0	0.2	0.2	-3.97	1.00000	1.00000
Rv1249c	-	POSSIBLE MEMBRANE PROTEIN 	12	8	661.7	1254.4	592.7	0.92	0.32500	0.71705
Rv1250	-	PROBABLE DRUG-TRANSPORT INTEGRAL MEMBRANE PROTEIN 	31	19	564.0	383.0	-180.9	-0.56	0.45840	0.82413
Rv1251c	-	hypothetical protein Rv1251c 	61	33	1260.0	498.4	-761.6	-1.34	0.03160	0.22596
Rv1252c	lprE	PROBABLE LIPOPROTEIN LPRE 	7	7	1121.2	221.3	-899.8	-2.34	0.08840	0.38675
Rv1253	deaD	PROBABLE COLD-SHOCK DEAD-BOX PROTEIN A HOMOLOG DEAD (ATP-dependent RNA helicase deaD homolog) 	35	17	109.8	725.2	615.4	2.72	0.00090	0.02720
Rv1254	-	PROBABLE ACYLTRANSFERASE 	26	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1255c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	10	5	2.9	58.3	55.4	4.34	0.01910	0.17049
Rv1256c	cyp130	PROBA BLE CYTOCHROME P450 130 CYP130 	16	12	175.4	184.2	8.8	0.07	0.90370	1.00000
Rv1257c	-	PROBABLE OXIDOREDUCTASE 	16	12	277.8	106.3	-171.5	-1.39	0.19550	0.56199
Rv1258c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	22	15	898.5	403.1	-495.4	-1.16	0.09850	0.39939
Rv1259	-	hypothetical protein Rv1259 	14	7	336.3	13.1	-323.2	-4.69	0.09310	0.39393
Rv1260	-	hypothetical protein Rv1260 	28	12	524.8	868.1	343.3	0.73	0.33330	0.72790
Rv1261c	-	hypothetical protein Rv1261c 	11	6	100.0	13.0	-87.0	-2.94	0.19860	0.56480
Rv1262c	-	HYPOTHETICAL HIT-LIKE PROTEIN 	4	4	85.5	9.4	-76.1	-3.19	0.21580	0.58338
Rv1263	amiB2	amidase 	22	13	232.9	950.2	717.3	2.03	0.00540	0.08384
Rv1264	-	ADENYLYL CYCLASE (ATP PYROPHOSPHATE-LYASE) (ADENYLATE CYCLASE) 	13	8	867.3	4.9	-862.4	-7.46	0.00030	0.01425
Rv1265	-	hypothetical protein Rv1265 	11	3	75.8	74.6	-1.2	-0.02	0.97780	1.00000
Rv1266c	pknH	PROBABLE TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE H PKNH (PROTEIN KINASE H) (STPK H) 	29	20	1373.4	676.3	-697.1	-1.02	0.05150	0.30263
Rv1267c	embR	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN EMBR 	20	10	545.7	844.3	298.7	0.63	0.54430	0.89385
Rv1268c	-	hypothetical protein Rv1268c 	11	8	424.9	701.8	276.9	0.72	0.35960	0.76036
Rv1269c	-	CONSERVED PROBABLE SECRETED PROTEIN 	8	7	46.4	310.1	263.7	2.74	0.02340	0.19330
Rv1270c	lprA	POSSIBLE LIPOPROTEIN LPRA 	11	6	229.2	8.1	-221.2	-4.83	0.01710	0.16168
Rv1271c	-	CONSERVED HYPOTHETICAL SECRETED PROTEIN 	7	4	89.6	38.7	-51.0	-1.21	0.49840	0.85275
Rv1272c	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 	30	11	63.4	12.7	-50.8	-2.32	0.11840	0.43025
Rv1273c	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 	32	11	67.1	31.9	-35.2	-1.07	0.22780	0.59576
Rv1274	lprB	POSSIBLE LIPOPROTEIN LPRB 	4	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1275	lprC	POSSIBLE LIPOPROTEIN LPRC 	6	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1276c	-	hypothetical protein Rv1276c 	7	2	5.7	362.9	357.1	5.98	0.10770	0.40959
Rv1277	-	hypothetical protein Rv1277 	20	17	877.7	1058.9	181.2	0.27	0.67650	1.00000
Rv1278	-	hypothetical protein Rv1278 	28	12	43.8	77.1	33.3	0.82	0.56070	0.90885
Rv1279	-	PROBABLE DEHYDROGENASE FAD flavoprotein GMC oxidoreductase 	30	20	343.2	1264.6	921.4	1.88	0.00750	0.10110
Rv1280c	oppA	PROBABLE PERIPLASMIC OLIGOPEPTIDE-BINDING LIPOPROTEIN OPPA 	26	17	149.6	204.3	54.7	0.45	0.53580	0.88560
Rv1281c	oppD	PROBABLE OLIGOPEPTIDE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER OPPD 	28	9	100.9	13.9	-87.1	-2.86	0.10830	0.40959
Rv1282c	oppC	PROBABLE OLIGOPEPTIDE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER OPPC 	16	8	45.8	44.6	-1.1	-0.04	0.97050	1.00000
Rv1283c	oppB	PROBABLE OLIGOPEPTIDE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER OPPB 	21	8	66.0	120.6	54.6	0.87	0.62300	0.97138
Rv1284	-	hypothetical protein Rv1284 	6	3	10.0	395.6	385.6	5.31	0.09090	0.39083
Rv1285	cysD	sulfate adenylyltransferase subunit 2 	16	1	0.0	0.2	0.2	-3.68	1.00000	1.00000
Rv1286	cysN	bifunctional sulfate adenylyltransferase subunit 1/adenylylsulfate kinase protein 	34	4	5.5	11.6	6.1	1.08	0.39460	0.79298
Rv1287	-	hypothetical protein Rv1287 	12	6	68.6	156.9	88.3	1.19	0.27620	0.66308
Rv1288	-	hypothetical protein Rv1288 	33	28	1231.8	2505.7	1273.9	1.02	0.01250	0.13816
Rv1289	-	hypothetical protein Rv1289 	10	5	24.3	282.3	258.0	3.54	0.12970	0.45153
Rv1290A	-	hypothetical protein Rv1290A 	7	3	116.3	0.4	-115.9	-8.17	0.06650	0.33426
Rv1290c	-	hypothetical protein Rv1290c 	34	26	2928.4	1795.3	-1133.1	-0.71	0.20390	0.57160
Rv1291c	-	CONSERVED HYPOTHETICAL SECRETED PROTEIN 	3	3	11.4	188.4	177.0	4.05	0.17820	0.54111
Rv1292	argS	arginyl-tRNA synthetase 	34	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1293	lysA	PROBABLE DIAMINOPIMELATE DECARBOXYLASE LYSA (DAP DECARBOXYLASE) 	27	0	0.0	0.0	0.0	0.00	1.00000	1.00000
