#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	Sum Ctrl	Sum Exp	Delta Sum	log2FC	p-value	Adj. p-value
Rv0701	rplC	50S ribosomal protein L3 	16	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0702	rplD	50S ribosomal protein L4 	11	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0703	rplW	50S ribosomal protein L23 	4	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0704	rplB	50S ribosomal protein L2 	17	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0705	rpsS	30S ribosomal protein S19 	2	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0706	rplV	50S ribosomal protein L22 	8	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0707	rpsC	30S ribosomal protein S3 	14	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0708	rplP	50S ribosomal protein L16 	10	3.0	0.8	3.0	0.8	-2.24	-1.98	1.00000	1.00000
Rv0709	rpmC	50S ribosomal protein L29 	4	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0710	rpsQ	30S ribosomal protein S17 	11	37.0	27.4	37.0	27.4	-9.61	-0.43	1.00000	1.00000
Rv0711	atsA	POSSIBLE ARYLSULFATASE ATSA (ARYL-SULFATE SULPHOHYDROLASE) (ARYLSULPHATASE) 	46	51.8	60.2	2382.0	2768.4	386.39	0.22	0.47840	1.00000
Rv0712	-	hypothetical protein Rv0712 	19	19.1	31.0	324.0	527.3	203.35	0.70	0.38990	1.00000
Rv0713	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	105.3	96.1	1895.0	1729.7	-165.33	-0.13	0.86380	1.00000
Rv0714	rplN	50S ribosomal protein L14 	4	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0715	rplX	50S ribosomal protein L24 	5	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0716	rplE	50S ribosomal protein L5 	4	1.0	0.0	1.0	0.0	-1.00	-1.00	1.00000	1.00000
Rv0717	rpsN	30S ribosomal protein S14 	2	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0718	rpsH	30S ribosomal protein S8 	10	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0719	rplF	50S ribosomal protein L6 	15	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0720	rplR	50S ribosomal protein L18 	4	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0721	rpsE	30S ribosomal protein S5 	12	7.0	6.8	14.0	13.7	-0.30	-0.03	1.00000	1.00000
Rv0722	rpmD	50S ribosomal protein L30 	1	1.0	2.3	1.0	2.3	1.28	1.19	1.00000	1.00000
Rv0723	rplO	50S ribosomal protein L15 	2	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0724	sppA	POSSIBLE PROTEASE IV SPPA (ENDOPEPTIDASE IV) (SIGNAL PEPTIDE PEPTIDASE) 	30	45.3	38.1	1314.0	1105.7	-208.32	-0.25	0.48460	1.00000
Rv0724A	-	hypothetical protein Rv0724A 	5	33.8	31.2	135.0	124.8	-10.20	-0.11	0.91050	1.00000
Rv0725c	-	hypothetical protein Rv0725c 	15	25.8	30.1	309.0	361.5	52.46	0.23	0.67120	1.00000
Rv0726c	-	hypothetical protein Rv0726c 	16	62.2	65.3	995.0	1044.0	49.04	0.07	0.89150	1.00000
Rv0727c	fucA	L-fuculose-phosphate aldolase 	12	40.7	44.2	488.0	530.4	42.39	0.12	0.70000	1.00000
Rv0728c	serA2	POSSIBLE D-3-PHOSPHOGLYCERATE DEHYDROGENASE SERA2 (PHOSPHOGLYCERATE DEHYDROGENASE) (PGDH) 	9	63.9	61.7	447.0	432.2	-14.77	-0.05	0.93630	1.00000
Rv0729	xylB	POSSIBLE D-XYLULOSE KINASE XYLB (XYLULOKINASE) (XYLULOSE KINASE) 	19	58.9	62.2	1119.0	1181.0	62.02	0.08	0.90630	1.00000
Rv0730	-	hypothetical protein Rv0730 	3	102.3	108.8	307.0	326.5	19.45	0.09	0.90140	1.00000
Rv0731c	-	hypothetical protein Rv0731c 	10	77.3	92.1	773.0	920.8	147.77	0.25	0.71310	1.00000
Rv0732	secY	preprotein translocase subunit SecY 	28	95.0	52.5	95.0	52.5	-42.49	-0.86	1.00000	1.00000
Rv0733	adk	adenylate kinase 	5	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0734	mapA	methionine aminopeptidase 	9	27.7	35.1	249.0	315.8	66.80	0.34	0.67070	1.00000
Rv0735	sigL	RNA polymerase sigma factor SigL 	7	84.1	79.0	589.0	553.2	-35.78	-0.09	0.85940	1.00000
Rv0736	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	8	1.7	3.0	10.0	18.3	8.26	0.87	0.37910	1.00000
Rv0737	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	36.6	48.1	183.0	240.5	57.46	0.39	0.58440	1.00000
Rv0738	-	hypothetical protein Rv0738 	1	10.0	26.6	10.0	26.6	16.63	1.41	1.00000	1.00000
Rv0739	-	hypothetical protein Rv0739 	18	77.3	75.3	1391.0	1356.0	-34.96	-0.04	0.93110	1.00000
Rv0740	-	hypothetical protein Rv0740 	10	54.8	60.6	548.0	606.5	58.49	0.15	0.79420	1.00000
Rv0741	-	PROBABLE TRANSPOSASE (FRAGMENT) 	3	27.3	55.0	82.0	165.1	83.13	1.01	0.20370	1.00000
Rv0742	PE_PGRS8	PE-PGRS FAMILY PROTEIN 	6	87.0	76.6	435.0	382.8	-52.23	-0.18	0.80520	1.00000
Rv0743c	-	hypothetical protein Rv0743c 	9	146.7	146.1	1320.0	1314.9	-5.05	-0.01	0.99080	1.00000
Rv0744c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	9	16.8	11.9	151.0	107.3	-43.70	-0.49	0.51100	1.00000
Rv0745	-	hypothetical protein Rv0745 	7	53.6	58.3	375.0	407.9	32.88	0.12	0.89450	1.00000
Rv0746	PE_PGRS9	PE-PGRS FAMILY PROTEIN 	15	26.1	31.6	339.0	410.9	71.92	0.28	0.66250	1.00000
Rv0747	PE_PGRS10	PE-PGRS FAMILY PROTEIN 	16	41.4	50.8	662.0	813.5	151.47	0.30	0.62270	1.00000
Rv0748	-	hypothetical protein Rv0748 	2	37.5	52.1	75.0	104.3	29.25	0.48	0.33700	1.00000
Rv0749	-	hypothetical protein Rv0749 	4	57.5	58.4	230.0	233.6	3.62	0.02	0.97120	1.00000
Rv0749A	-	hypothetical protein Rv0749A 	1	46.0	21.3	46.0	21.3	-24.69	-1.11	1.00000	1.00000
Rv0750	-	hypothetical protein Rv0750 	5	28.6	37.0	143.0	184.9	41.91	0.37	0.58980	1.00000
Rv0751c	mmsB	PROBABLE 3-HYDROXYISOBUTYRATE DEHYDROGENASE MMSB (HIBADH) 	7	37.1	36.3	260.0	254.2	-5.84	-0.03	0.96570	1.00000
Rv0752c	fadE9	PROBABLE ACYL-CoA DEHYDROGENASE FADE9 	15	28.8	32.7	375.0	424.6	49.62	0.18	0.80170	1.00000
Rv0753c	mmsA	PROBABLE METHYLMALONATE-SEMIALDEHYDE DEHYDROGENASE MMSA (METHYLMALONIC ACID SEMIALDEHYDE DEHYDROGENASE) (MMSDH) 	18	32.6	47.8	521.0	764.0	243.01	0.55	0.31400	1.00000
Rv0754	PE_PGRS11	PE-PGRS FAMILY PROTEIN 	31	64.6	63.8	1873.0	1851.4	-21.57	-0.02	0.96910	1.00000
Rv0755A	-	PUTATIVE TRANSPOSASE (FRAGMENT) 	6	254.6	210.8	1273.0	1053.9	-219.06	-0.27	0.66820	1.00000
Rv0755c	PPE12	PPE FAMILY PROTEIN 	55	20.7	17.8	827.0	713.8	-113.22	-0.21	0.76170	1.00000
Rv0756c	-	hypothetical protein Rv0756c 	7	82.9	99.0	580.0	693.2	113.24	0.26	0.68080	1.00000
Rv0757	phoP	POSSIBLE TWO COMPONENT SYSTEM RESPONSE TRANSCRIPTIONAL POSITIVE REGULATOR PHOP 	12	35.5	35.4	390.0	389.6	-0.39	-0.00	0.99710	1.00000
Rv0758	phoR	POSSIBLE TWO COMPONENT SYSTEM RESPONSE SENSOR KINASE MEMBRANE ASSOCIATED PHOR 	18	25.7	23.9	463.0	429.9	-33.06	-0.11	0.85140	1.00000
Rv0759c	-	hypothetical protein Rv0759c 	2	52.0	47.6	104.0	95.1	-8.88	-0.13	1.00000	1.00000
Rv0760c	-	hypothetical protein Rv0760c 	6	25.2	29.4	151.0	176.5	25.54	0.23	0.74260	1.00000
Rv0761c	adhB	POSSIBLE ZINC-CONTAINING ALCOHOL DEHYDROGENASE NAD DEPENDENT ADHB 	13	54.5	62.7	709.0	815.0	105.99	0.20	0.73270	1.00000
Rv0762c	-	hypothetical protein Rv0762c 	13	51.8	47.8	673.0	621.7	-51.29	-0.11	0.82770	1.00000
Rv0763c	-	POSSIBLE FERREDOXIN 	2	8.5	19.0	17.0	38.0	21.05	1.16	0.66670	1.00000
Rv0764c	cyp51	CYTOCHROME P450 51 CYP51 (CYPL1) (P450-L1A1) (STEROL 14-ALPHA DEMETHYLASE) (LANOSTEROL 14-ALPHA DEMETHYLASE) (P450-14DM) 	18	27.8	28.9	472.0	490.8	18.82	0.06	0.94340	1.00000
Rv0765c	-	short chain dehydrogenase 	11	20.2	29.4	162.0	235.1	73.14	0.54	0.41260	1.00000
Rv0766c	cyp123	PROBABLE CYTOCHROME P450 123 CYP123 	25	19.9	19.2	477.0	461.1	-15.86	-0.05	0.92780	1.00000
Rv0767c	-	hypothetical protein Rv0767c 	14	32.8	35.8	393.0	429.2	36.18	0.13	0.85940	1.00000
Rv0768	aldA	PROBABLE ALDEHYDE DEHYDROGENASE NAD DEPENDENT ALDA (ALDEHYDE DEHYDROGENASE 	27	17.4	17.3	400.0	398.0	-2.02	-0.01	0.98850	1.00000
Rv0769	-	short chain dehydrogenase 	17	23.8	30.2	404.0	513.7	109.65	0.35	0.44740	1.00000
Rv0770	-	PROBABLE DEHYDROGENASE/REDUCTASE 	10	23.0	26.5	230.0	264.8	34.82	0.20	0.69200	1.00000
Rv0771	-	POSSIBLE 4-CARBOXYMUCONOLACTONE DECARBOXYLASE (CMD) 	10	25.8	36.5	232.0	328.7	96.74	0.50	0.51790	1.00000
Rv0772	purD	phosphoribosylamine--glycine ligase 	24	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0773c	ggtA	PROBABLE BIFUNCTIONAL ACYLASE GGTA: CEPHALOSPORIN ACYLASE (GL-7ACA ACYLASE) + GAMMA-GLUTAMYLTRANSPEPTIDASE (GGT) 	20	11.6	21.1	221.0	401.0	180.03	0.86	0.09450	1.00000
Rv0774c	-	PROBABLE CONSERVED EXPORTED PROTEIN 	10	17.3	30.3	156.0	272.4	116.43	0.80	0.47500	1.00000
Rv0775	-	hypothetical protein Rv0775 	9	69.7	83.3	627.0	749.5	122.55	0.26	0.74820	1.00000
Rv0776c	-	hypothetical protein Rv0776c 	15	48.3	55.1	725.0	826.4	101.41	0.19	0.63770	1.00000
Rv0777	purB	adenylosuccinate lyase 	18	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0778	cyp126	POSSIBLE CYTOCHROME P450 126 CYP126 	21	33.1	38.9	696.0	817.3	121.28	0.23	0.65460	1.00000
Rv0779c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	8	11.0	14.6	77.0	102.0	24.97	0.41	0.37180	1.00000
Rv0780	hemH	phosphoribosylaminoimidazole-succinocarboxamide synthase 	26	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0781	ptrBa	PROBABLE PROTEASE II PTRBA 	26	9.9	10.9	217.0	238.9	21.94	0.14	0.80840	1.00000
Rv0782	ptrBb	PROBABLE PROTEASE II PTRBB 	45	16.0	16.4	624.0	641.5	17.49	0.04	0.91870	1.00000
Rv0783c	emrB	POSSIBLE MULTIDRUG RESISTANCE INTEGRAL MEMBRANE EFFLUX PROTEIN EMRB 	27	18.2	20.1	401.0	441.4	40.36	0.14	0.78530	1.00000
Rv0784	-	hypothetical protein Rv0784 	10	7.4	12.1	74.0	121.0	46.99	0.71	0.37230	1.00000
Rv0785	-	putative FAD-binding dehydrogenase 	35	22.9	25.9	733.0	830.2	97.21	0.18	0.70990	1.00000
Rv0786c	-	hypothetical protein Rv0786c 	11	29.1	48.1	291.0	480.9	189.93	0.72	0.46900	1.00000
Rv0787	-	hypothetical protein Rv0787 	16	51.8	46.7	777.0	700.8	-76.15	-0.15	0.82790	1.00000
Rv0787A	-	phosphoribosylformylglycinamidine synthase subunit PurS 	2	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0788	purQ	phosphoribosylformylglycinamidine synthase subunit I 	12	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0789c	-	hypothetical protein Rv0789c 	7	32.9	44.8	230.0	313.5	83.52	0.45	0.56040	1.00000
Rv0790c	-	hypothetical protein Rv0790c 	21	69.7	70.8	1464.0	1486.2	22.16	0.02	0.96730	1.00000
Rv0791c	-	hypothetical protein Rv0791c 	13	37.5	36.3	487.0	471.8	-15.20	-0.05	0.91470	1.00000
Rv0792c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	19	55.2	55.2	993.0	993.1	0.06	0.00	0.99990	1.00000
Rv0793	-	hypothetical protein Rv0793 	8	41.5	45.0	332.0	359.9	27.94	0.12	0.86150	1.00000
Rv0794c	-	PROBABLE OXIDOREDUCTASE 	20	27.4	33.0	494.0	593.6	99.55	0.26	0.58240	1.00000
Rv0795	-	PUTATIVE TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS6110 (FRAGMENT) 	4	49.2	60.9	197.0	243.5	46.51	0.31	0.75990	1.00000
Rv0796	-	PUTATIVE TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS6110 	25	61.2	61.6	1469.0	1478.6	9.55	0.01	0.98440	1.00000
Rv0797	-	IS1547 transposase 	13	45.4	64.0	545.0	767.8	222.81	0.49	0.30480	1.00000
Rv0798c	cfp29	29 KDa ANTIGEN CFP29 	16	13.1	12.5	197.0	188.0	-9.04	-0.07	0.91040	1.00000
Rv0799c	-	hypothetical protein Rv0799c 	10	38.9	29.7	389.0	296.8	-92.22	-0.39	0.62780	1.00000
Rv0800	pepC	putative aminopeptidase 2 	16	20.5	23.6	307.0	354.6	47.61	0.21	0.59300	1.00000
Rv0801	-	hypothetical protein Rv0801 	1	27.0	49.5	27.0	49.5	22.46	0.87	1.00000	1.00000
Rv0802c	-	hypothetical protein Rv0802c 	16	21.4	23.6	299.0	330.3	31.26	0.14	0.83990	1.00000
Rv0803	purL	phosphoribosylformylglycinamidine synthase II 	35	0.0	3.0	0.0	3.0	3.04	2.02	1.00000	1.00000
Rv0804	-	hypothetical protein Rv0804 	7	46.7	55.3	327.0	387.3	60.33	0.24	0.75970	1.00000
Rv0805	-	hypothetical protein Rv0805 	18	72.9	57.0	1240.0	968.7	-271.29	-0.36	0.55290	1.00000
Rv0806c	cpsY	POSSIBLE UDP-GLUCOSE-4-EPIMERASE CPSY (GALACTOWALDENASE) (UDP-GALACTOSE-4-EPIMERASE) (URIDINE DIPHOSPHATE GALACTOSE-4-EPIMERASE) (URIDINE DIPHOSPHO-GALACTOSE-4-EPIMERASE) 	42	52.7	45.6	2108.0	1824.0	-283.97	-0.21	0.53410	1.00000
Rv0807	-	hypothetical protein Rv0807 	2	21.5	28.5	43.0	57.1	14.07	0.41	0.67220	1.00000
Rv0808	purF	amidophosphoribosyltransferase 	27	52.5	41.9	105.0	83.7	-21.29	-0.33	1.00000	1.00000
Rv0809	purM	phosphoribosylaminoimidazole synthetase 	14	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0810c	-	hypothetical protein Rv0810c 	4	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0811c	-	hypothetical protein Rv0811c 	17	3.0	32.7	3.0	32.7	29.72	3.45	1.00000	1.00000
Rv0812	-	4-amino-4-deoxychorismate lyase 	17	0.9	1.4	8.0	12.2	4.18	0.61	0.44450	1.00000
Rv0813c	-	hypothetical protein Rv0813c 	13	69.1	68.6	898.0	891.9	-6.15	-0.01	0.98040	1.00000
Rv0814c	sseC2	CONSERVED HYPOTHETICAL PROTEIN SSEC2 	3	243.0	209.5	729.0	628.6	-100.44	-0.21	0.69630	1.00000
Rv0815c	cysA2	PROBABLE THIOSULFATE SULFURTRANSFERASE CYSA2 (RHODANESE-LIKE PROTEIN) (THIOSULFATE CYANIDE TRANSSULFURASE) (THIOSULFATE THIOTRANSFERASE) 	15	125.9	123.1	1888.0	1846.9	-41.14	-0.03	0.94070	1.00000
Rv0816c	thiX	PROBABLE THIOREDOXIN THIX 	3	17.3	31.7	52.0	95.1	43.12	0.87	0.70340	1.00000
Rv0817c	-	PROBABLE CONSERVED EXPORTED PROTEIN 	16	8.6	6.5	69.0	51.7	-17.25	-0.42	0.47910	1.00000
Rv0818	-	TRANSCRIPTIONAL REGULATORY PROTEIN 	11	124.5	124.7	1369.0	1372.0	3.02	0.00	0.99400	1.00000
Rv0819	-	hypothetical protein Rv0819 	14	39.9	70.1	519.0	911.6	392.64	0.81	0.19930	1.00000
Rv0820	phoT	PROBABLE PHOSPHATE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER PHOT 	12	211.8	325.3	2330.0	3578.8	1248.82	0.62	0.24040	1.00000
Rv0821c	phoY2	PROBABLE PHOSPHATE-TRANSPORT SYSTEM TRANSCRIPTIONAL REGULATORY PROTEIN PHOY2 	6	57.5	60.2	345.0	361.5	16.46	0.07	0.92000	1.00000
Rv0822c	-	hypothetical protein Rv0822c 	29	103.1	114.5	2990.0	3320.1	330.09	0.15	0.70920	1.00000
Rv0823c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	17	127.2	132.5	2163.0	2251.7	88.69	0.06	0.93150	1.00000
Rv0824c	desA1	PROBABLE ACYL-	19	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0825c	-	hypothetical protein Rv0825c 	10	76.3	87.1	763.0	870.5	107.54	0.19	0.75380	1.00000
Rv0826	-	hypothetical protein Rv0826 	22	83.2	98.8	1831.0	2174.1	343.08	0.25	0.50700	1.00000
Rv0827c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	7	23.4	22.7	164.0	159.0	-4.96	-0.04	0.92940	1.00000
Rv0828c	-	POSSIBLE DEAMINASE 	10	103.8	108.1	1038.0	1080.6	42.57	0.06	0.91210	1.00000
Rv0829	-	POSSIBLE TRANSPOSASE (FRAGMENT) 	4	72.8	115.5	291.0	461.9	170.91	0.67	0.04530	1.00000
Rv0830	-	hypothetical protein Rv0830 	20	96.9	87.9	1938.0	1757.8	-180.17	-0.14	0.68730	1.00000
Rv0831c	-	hypothetical protein Rv0831c 	19	109.6	114.1	2083.0	2168.7	85.75	0.06	0.87380	1.00000
Rv0832	PE_PGRS12	PE-PGRS FAMILY PROTEIN 	4	82.5	78.8	330.0	315.0	-14.96	-0.07	0.91430	1.00000
Rv0833	PE_PGRS13	PE-PGRS FAMILY PROTEIN 	11	11.2	15.7	101.0	141.5	40.54	0.49	0.55510	1.00000
Rv0834c	PE_PGRS14	PE-PGRS FAMILY PROTEIN 	27	31.0	37.3	838.0	1008.3	170.28	0.27	0.61250	1.00000
Rv0835	lpqQ	POSSIBLE LIPOPROTEIN LPQQ 	14	53.9	62.3	755.0	872.8	117.83	0.21	0.74540	1.00000
Rv0836c	-	hypothetical protein Rv0836c 	9	52.4	91.0	472.0	818.8	346.80	0.79	0.19210	1.00000
Rv0837c	-	hypothetical protein Rv0837c 	23	43.4	58.0	999.0	1334.7	335.73	0.42	0.34780	1.00000
Rv0838	lpqR	PROBABLE CONSERVED LIPOPROTEIN LPQR 	7	56.3	53.2	394.0	372.1	-21.89	-0.08	0.93150	1.00000
Rv0839	-	hypothetical protein Rv0839 	14	55.1	62.0	716.0	806.6	90.62	0.17	0.69150	1.00000
Rv0840c	pip	PROBABLE PROLINE IMINOPEPTIDASE PIP (PROLYL AMINOPEPTIDASE) (PAP) 	9	128.4	135.2	899.0	946.6	47.64	0.07	0.88320	1.00000
Rv0841	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	3	31.3	47.2	94.0	141.5	47.54	0.59	0.80170	1.00000
Rv0842	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	24	30.0	25.8	659.0	568.4	-90.56	-0.21	0.57480	1.00000
Rv0843	-	PROBABLE DEHYDROGENASE 	18	52.1	61.5	885.0	1046.3	161.33	0.24	0.60130	1.00000
Rv0844c	narL	POSSIBLE NITRATE/NITRITE RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN NARL 	9	123.9	128.9	1115.0	1160.5	45.47	0.06	0.93480	1.00000
Rv0845	-	POSSIBLE TWO COMPONENT SENSOR KINASE 	27	40.1	38.9	1043.0	1010.6	-32.44	-0.05	0.89960	1.00000
Rv0846c	-	PROBABLE OXIDASE 	31	27.8	23.5	778.0	659.0	-119.00	-0.24	0.61840	1.00000
Rv0847	lpqS	PROBABLE LIPOPROTEIN LPQS 	6	58.2	66.1	291.0	330.3	39.26	0.18	0.82030	1.00000
Rv0848	cysK2	POSSIBLE CYSTEINE SYNTHASE A CYSK2 (O-ACETYLSERINE SULFHYDRYLASE) (O-ACETYLSERINE (THIOL)-LYASE) (CSASE) 	28	21.5	24.5	581.0	662.8	81.80	0.19	0.66270	1.00000
Rv0849	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	23	32.0	39.2	704.0	862.9	158.93	0.29	0.47220	1.00000
Rv0850	-	PUTATIVE TRANSPOSASE (FRAGMENT) 	9	17.8	21.2	142.0	169.7	27.70	0.26	0.75510	1.00000
Rv0851c	-	short chain dehydrogenase 	9	21.8	28.9	174.0	231.3	57.33	0.41	0.60190	1.00000
Rv0852	fadD16	POSSIBLE FATTY-ACID-CoA LIGASE FADD16 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) 	15	20.3	27.2	284.0	380.5	96.48	0.42	0.47970	1.00000
Rv0853c	pdc	PROBABLE PYRUVATE OR INDOLE-3-PYRUVATE DECARBOXYLASE PDC 	26	66.5	73.5	1462.0	1617.8	155.81	0.15	0.81030	1.00000
Rv0854	-	hypothetical protein Rv0854 	6	104.8	121.9	629.0	731.3	102.29	0.22	0.69150	1.00000
Rv0855	far	PROBABLE FATTY-ACID-CoA RACEMASE FAR 	13	52.7	67.1	632.0	805.1	173.10	0.35	0.62190	1.00000
Rv0856	-	hypothetical protein Rv0856 	5	63.2	46.3	316.0	231.3	-84.67	-0.45	0.57490	1.00000
Rv0857	-	hypothetical protein Rv0857 	8	55.0	59.1	440.0	472.6	32.56	0.10	0.84990	1.00000
Rv0858c	-	aminotransferase 	21	24.9	38.0	499.0	760.2	261.20	0.61	0.19180	1.00000
Rv0859	fadA	acetyl-CoA acetyltransferase 	8	29.0	11.9	232.0	95.1	-136.88	-1.29	0.10130	1.00000
Rv0860	fadB	PROBABLE FATTY OXIDATION PROTEIN FADB 	27	9.9	5.7	247.0	142.3	-104.70	-0.80	0.07650	1.00000
Rv0861c	ercc3	PROBABLE DNA HELICASE ERCC3 	26	27.9	22.1	614.0	486.3	-127.74	-0.34	0.55600	1.00000
Rv0862c	-	hypothetical protein Rv0862c 	29	15.6	18.2	421.0	492.3	71.34	0.23	0.62480	1.00000
Rv0863	-	hypothetical protein Rv0863 	6	84.7	96.1	508.0	576.8	68.81	0.18	0.83640	1.00000
Rv0864	moaC	molybdenum cofactor biosynthesis protein C 	11	59.7	74.4	657.0	818.8	161.80	0.32	0.71600	1.00000
Rv0865	mog	PROBABLE MOLYBDOPTERIN BIOSYNTHESIS MOG PROTEIN 	8	113.9	92.9	797.0	650.6	-146.38	-0.29	0.75310	1.00000
Rv0866	moaE2	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN E2 MOAE2 (MOLYBDOPTERIN CONVERTING FACTOR LARGE SUBUNIT) (MOLYBDOPTERIN 	3	51.7	37.5	155.0	112.6	-42.38	-0.46	0.69880	1.00000
Rv0867c	rpfA	POSSIBLE RESUSCITATION-PROMOTING FACTOR RPFA 	12	138.6	103.8	1663.0	1245.7	-417.30	-0.42	0.62140	1.00000
Rv0868c	moaD2	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN D 2 MOAD2 (MOLYBDOPTERIN CONVERTING FACTOR SMALL SUBUNIT) (MOLYBDOPTERIN 	6	146.3	112.0	878.0	671.9	-206.07	-0.39	0.65590	1.00000
Rv0869c	moaA	molybdenum cofactor biosynthesis protein A 	14	60.7	75.9	789.0	987.0	197.97	0.32	0.55450	1.00000
Rv0870c	-	hypothetical protein Rv0870c 	6	35.3	37.5	212.0	225.2	13.25	0.09	0.86370	1.00000
Rv0871	cspB	PROBABLE COLD SHOCK-LIKE PROTEIN B CSPB 	4	106.7	92.8	320.0	278.5	-41.49	-0.20	1.00000	1.00000
Rv0872c	PE_PGRS15	PE-PGRS FAMILY PROTEIN 	27	78.7	82.9	1653.0	1741.1	88.09	0.07	0.90360	1.00000
Rv0873	fadE10	PROBABLE ACYL-CoA DEHYDROGENASE FADE10 	34	67.5	60.0	2226.0	1981.6	-244.45	-0.17	0.68260	1.00000
Rv0874c	-	hypothetical protein Rv0874c 	9	124.9	127.3	874.0	891.1	17.09	0.03	0.96750	1.00000
Rv0875c	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	12	6.7	6.5	67.0	65.4	-1.56	-0.03	0.93570	1.00000
Rv0876c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	26	41.0	27.5	983.0	659.0	-324.00	-0.58	0.35400	1.00000
Rv0877	-	hypothetical protein Rv0877 	15	158.7	166.3	2380.0	2495.2	115.20	0.07	0.89480	1.00000
Rv0878c	PPE13	PPE FAMILY PROTEIN 	19	91.4	93.2	1736.0	1771.5	35.52	0.03	0.94330	1.00000
Rv0879c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	3	16.0	28.9	32.0	57.8	25.83	0.85	0.66650	1.00000
Rv0880	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY MARR-FAMILY) 	1	37.0	27.4	37.0	27.4	-9.61	-0.43	1.00000	1.00000
Rv0881	-	POSSIBLE RRNA METHYLTRANSFERASE (RRNA METHYLASE) 	15	30.6	29.5	429.0	413.2	-15.80	-0.05	0.90440	1.00000
Rv0882	-	PROBABLE TRANSMEMBRANE PROTEIN 	1	59.0	45.7	59.0	45.7	-13.34	-0.37	1.00000	1.00000
Rv0883c	-	hypothetical protein Rv0883c 	6	1.0	0.8	1.0	0.8	-0.24	-0.39	1.00000	1.00000
Rv0884c	serC	phosphoserine aminotransferase 	12	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0885	-	hypothetical protein Rv0885 	14	44.4	52.3	533.0	627.0	94.03	0.23	0.65700	1.00000
Rv0886	fprB	PROBABLE NADPH:ADRENODOXIN OXIDOREDUCTASE FPRB (ADRENODOXIN REDUCTASE) (AR) (FERREDOXIN-NADP(+) REDUCTASE) 	26	35.9	45.1	897.0	1127.0	229.99	0.33	0.40960	1.00000
