#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	Sum Ctrl	Sum Exp	Delta Sum	log2FC	p-value	Adj. p-value
Rv1046c	-	hypothetical protein Rv1046c 	4	62.5	74.1	250.0	296.4	46.40	0.25	0.37690	1.00000
Rv1047	-	PROBABLE TRANSPOSASE 	16	37.7	36.7	566.0	550.3	-15.69	-0.04	0.93710	1.00000
Rv1048c	-	hypothetical protein Rv1048c 	24	63.0	61.4	1323.0	1290.3	-32.68	-0.04	0.93120	1.00000
Rv1049	-	PROBABLE TRANSCRIPTIONAL REPRESSOR PROTEIN 	4	52.5	56.3	210.0	225.3	15.26	0.10	0.85830	1.00000
Rv1050	-	PROBABLE OXIDOREDUCTASE 	12	14.1	18.0	141.0	179.8	38.81	0.35	0.42660	1.00000
Rv1051c	-	hypothetical protein Rv1051c 	8	11.7	13.5	70.0	81.0	11.02	0.21	0.80030	1.00000
Rv1052	-	hypothetical protein Rv1052 	6	58.5	59.1	351.0	354.7	3.69	0.02	0.99120	1.00000
Rv1053c	-	hypothetical protein Rv1053c 	6	54.5	45.8	327.0	274.7	-52.34	-0.25	0.70320	1.00000
Rv1054	-	PROBABLE INTEGRASE (FRAGMENT) 	5	28.2	20.9	141.0	104.7	-36.27	-0.43	0.56190	1.00000
Rv1055	-	POSSIBLE INTEGRASE (FRAGMENT) 	3	6.0	18.4	18.0	55.3	37.33	1.62	0.16340	1.00000
Rv1056	-	hypothetical protein Rv1056 	22	71.1	72.3	1565.0	1590.7	25.67	0.02	0.96240	1.00000
Rv1057	-	hypothetical protein Rv1057 	19	90.2	89.2	1713.0	1695.4	-17.60	-0.01	0.97310	1.00000
Rv1058	fadD14	acyl-CoA synthetase 	30	39.2	33.4	1136.0	968.2	-167.77	-0.23	0.59340	1.00000
Rv1059	-	hypothetical protein Rv1059 	9	20.1	13.7	181.0	123.5	-57.50	-0.55	0.30170	1.00000
Rv1060	-	hypothetical protein Rv1060 	5	19.4	16.4	97.0	82.0	-15.00	-0.24	0.71780	1.00000
Rv1061	-	hypothetical protein Rv1061 	14	42.9	50.5	558.0	656.0	98.03	0.23	0.69740	1.00000
Rv1062	-	hypothetical protein Rv1062 	6	31.5	23.9	189.0	143.3	-45.74	-0.40	0.32870	1.00000
Rv1063c	-	hypothetical protein Rv1063c 	15	35.1	34.9	492.0	489.1	-2.94	-0.01	0.98430	1.00000
Rv1064c	lpqV	POSSIBLE LIPOPROTEIN LPQV 	6	53.5	55.5	321.0	333.0	11.95	0.05	0.94230	1.00000
Rv1065	-	hypothetical protein Rv1065 	10	60.2	59.1	602.0	590.8	-11.18	-0.03	0.94690	1.00000
Rv1066	-	hypothetical protein Rv1066 	4	43.3	36.2	130.0	108.7	-21.32	-0.26	0.86660	1.00000
Rv1067c	PE_PGRS19	PE-PGRS FAMILY PROTEIN 	15	56.7	59.6	624.0	656.0	32.03	0.07	0.89050	1.00000
Rv1068c	PE_PGRS20	PE-PGRS FAMILY PROTEIN 	13	74.1	61.9	815.0	680.7	-134.27	-0.26	0.72270	1.00000
Rv1069c	-	hypothetical protein Rv1069c 	20	121.3	128.7	2427.0	2574.7	147.71	0.09	0.86170	1.00000
Rv1070c	echA8	enoyl-CoA hydratase 	8	46.8	53.2	374.0	425.8	51.82	0.19	0.77550	1.00000
Rv1071c	echA9	enoyl-CoA hydratase 	12	67.5	60.6	810.0	727.2	-82.84	-0.16	0.68530	1.00000
Rv1072	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	17	20.7	22.0	352.0	374.4	22.45	0.09	0.83010	1.00000
Rv1073	-	hypothetical protein Rv1073 	19	76.7	82.1	1457.0	1560.0	103.04	0.10	0.76700	1.00000
Rv1074c	fadA3	acetyl-CoA acetyltransferase 	11	89.3	102.4	982.0	1126.3	144.31	0.20	0.76030	1.00000
Rv1075c	-	CONSERVED EXPORTED PROTEIN 	18	51.0	47.6	918.0	857.6	-60.42	-0.10	0.86450	1.00000
Rv1076	lipU	POSSIBLE LIPASE LIPU 	21	63.1	61.8	757.0	742.0	-15.02	-0.03	0.95970	1.00000
Rv1077	cbs	Probable cystathionine beta-synthase CBS (Serine sulfhydrase) (Beta-thionase) (Hemoprotein H-450) 	27	58.3	62.1	1517.0	1613.4	96.39	0.09	0.84890	1.00000
Rv1078	pra	Probable Proline-rich antigen homolog pra 	18	13.6	4.3	217.0	69.2	-147.84	-1.65	0.01350	1.00000
Rv1079	metB	cystathionine gamma-synthase 	18	26.3	34.1	447.0	579.0	131.96	0.37	0.51020	1.00000
Rv1080c	greA	transcription elongation factor GreA 	9	15.6	5.3	125.0	42.5	-82.52	-1.56	0.03650	1.00000
Rv1081c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	7	3.0	3.2	12.0	12.8	0.84	0.10	0.99030	1.00000
Rv1082	mca	Mycothiol conjugate amidase Mca (Mycothiol S-conjugate amidase) 	13	49.3	55.1	592.0	661.0	68.97	0.16	0.77510	1.00000
Rv1083	-	hypothetical protein Rv1083 	3	18.0	17.5	54.0	52.4	-1.64	-0.04	0.89950	1.00000
Rv1084	-	hypothetical protein Rv1084 	26	37.8	44.2	906.0	1060.1	154.12	0.23	0.67930	1.00000
Rv1085c	-	POSSIBLE HEMOLYSIN-LIKE PROTEIN 	11	87.6	105.2	964.0	1156.9	192.94	0.26	0.47600	1.00000
Rv1086	-	SHORT (C15) CHAIN Z-ISOPRENYL DIPHOSPHATE SYNTHASE (Z-FPP SYNTHASE) (Z-FARNESYL DIPHOSPHATE SYNTHASE) (Z-FPP SYNTHETASE) (Z-FARNESYL DIPHOSPHATE SYNTHETASE) (GERANYLTRANSTRANSFERASE) (FARNESYL PYROPHOSPHATE SYNTHETASE) 	15	15.1	4.1	196.0	53.4	-142.65	-1.88	0.00930	1.00000
Rv1087	PE_PGRS21	PE-PGRS FAMILY PROTEIN 	21	69.1	74.2	1382.0	1485.0	102.95	0.10	0.84950	1.00000
Rv1087A	-	hypothetical protein Rv1087A 	7	125.9	137.2	881.0	960.3	79.33	0.12	0.85560	1.00000
Rv1088	PE9	PE FAMILY PROTEIN 	5	65.0	51.0	325.0	254.9	-70.10	-0.35	0.72210	1.00000
Rv1089	PE10	PE FAMILY PROTEIN 	5	11.6	16.0	58.0	80.0	22.03	0.46	0.93980	1.00000
Rv1089A	celA2a	PROBABLE CELLULASE CELA2A (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE) 	2	69.0	60.3	138.0	120.5	-17.46	-0.20	1.00000	1.00000
Rv1090	celA2b	PROBABLE CELLULASE CELA2B (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE) 	7	100.4	96.5	703.0	675.8	-27.21	-0.06	0.92610	1.00000
Rv1091	PE_PGRS22	PE-PGRS FAMILY PROTEIN 	26	41.5	46.5	913.0	1022.6	109.57	0.16	0.73750	1.00000
Rv1092c	coaA	pantothenate kinase 	19	1.0	2.0	1.0	2.0	0.98	0.98	1.00000	1.00000
Rv1093	glyA	serine hydroxymethyltransferase 	14	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1094	desA2	POSSIBLE ACYL-	12	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1095	phoH2	PROBABLE PHOH-LIKE PROTEIN PHOH2 (PHOSPHATE STARVATION-INDUCIBLE PROTEIN PSIH) 	13	48.8	43.8	488.0	437.7	-50.32	-0.16	0.80470	1.00000
Rv1096	-	POSSIBLE GLYCOSYL HYDROLASE 	19	32.7	33.7	622.0	640.2	18.22	0.04	0.92780	1.00000
Rv1097c	-	PROBABLE MEMBRANE GLYCINE AND PROLINE RICH PROTEIN 	18	16.3	15.3	245.0	229.2	-15.79	-0.10	0.86360	1.00000
Rv1098c	fumC	fumarate hydratase 	13	6.0	1.0	6.0	1.0	-5.01	-2.60	1.00000	1.00000
Rv1099c	glpX	fructose 1,6-bisphosphatase II 	13	9.9	11.5	129.0	149.2	20.19	0.21	0.76640	1.00000
Rv1100	-	hypothetical protein Rv1100 	9	15.6	15.1	140.0	136.3	-3.66	-0.04	0.94660	1.00000
Rv1101c	-	hypothetical protein Rv1101c 	18	78.8	79.4	1419.0	1428.6	9.64	0.01	0.98120	1.00000
Rv1102c	-	hypothetical protein Rv1102c 	8	84.6	69.0	592.0	483.1	-108.87	-0.29	0.70040	1.00000
Rv1103c	-	hypothetical protein Rv1103c 	8	61.0	65.1	488.0	520.7	32.67	0.09	0.89830	1.00000
Rv1104	-	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT) 	11	46.4	54.6	510.0	600.7	90.70	0.24	0.75360	1.00000
Rv1105	-	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT) 	11	29.9	37.8	329.0	415.9	86.94	0.34	0.66930	1.00000
Rv1106c	-	PROBABLE CHOLESTEROL DEHYDROGENASE 	18	67.4	72.4	1214.0	1303.2	89.16	0.10	0.77500	1.00000
Rv1107c	xseB	exodeoxyribonuclease VII small subunit 	2	29.0	42.0	58.0	84.0	25.98	0.53	1.00000	1.00000
Rv1108c	xseA	exodeoxyribonuclease VII large subunit 	10	31.0	25.6	310.0	255.9	-54.11	-0.28	0.59800	1.00000
Rv1109c	-	hypothetical protein Rv1109c 	9	47.5	55.7	380.0	445.6	65.58	0.23	0.74600	1.00000
Rv1110	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 	14	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1111c	-	hypothetical protein Rv1111c 	24	42.2	40.3	633.0	604.7	-28.35	-0.07	0.90230	1.00000
Rv1112	-	translation-associated GTPase 	10	20.1	25.1	201.0	251.0	49.95	0.32	0.64470	1.00000
Rv1113	-	hypothetical protein Rv1113 	2	26.0	22.7	52.0	45.4	-6.55	-0.19	1.00000	1.00000
Rv1114	-	hypothetical protein Rv1114 	3	66.3	39.8	199.0	119.5	-79.45	-0.74	0.39620	1.00000
Rv1115	-	POSSIBLE EXPORTED PROTEIN 	18	56.7	48.3	794.0	675.8	-118.21	-0.23	0.76730	1.00000
Rv1116	-	hypothetical protein Rv1116 	3	28.0	38.2	84.0	114.6	30.61	0.45	1.00000	1.00000
Rv1116A	-	CONSERVED HYPOTHETICAL PROTEIN (FRAGMENT) 	6	98.2	117.7	589.0	706.4	117.41	0.26	0.58540	1.00000
Rv1117	-	hypothetical protein Rv1117 	3	152.3	138.0	457.0	414.0	-43.03	-0.14	0.60010	1.00000
Rv1118c	-	hypothetical protein Rv1118c 	12	94.9	93.4	949.0	933.7	-15.35	-0.02	0.96070	1.00000
Rv1119c	-	hypothetical protein Rv1119c 	3	30.5	16.3	61.0	32.6	-28.40	-0.90	1.00000	1.00000
Rv1120c	-	hypothetical protein Rv1120c 	4	33.0	8.2	99.0	24.7	-74.30	-2.00	0.10400	1.00000
Rv1121	zwf1	glucose-6-phosphate 1-dehydrogenase 	24	22.7	21.6	499.0	474.2	-24.76	-0.07	0.86920	1.00000
Rv1122	gnd2	6-phosphogluconate dehydrogenase-like protein 	14	1.0	3.0	1.0	3.0	1.96	1.57	1.00000	1.00000
Rv1123c	bpoB	POSSIBLE PEROXIDASE BPOB (NON-HAEM PEROXIDASE) 	9	40.5	35.9	324.0	287.5	-36.49	-0.17	0.73030	1.00000
Rv1124	ephC	PROBABLE EPOXIDE HYDROLASE EPHC (EPOXIDE HYDRATASE) 	12	21.2	20.7	191.0	186.7	-4.27	-0.03	0.96430	1.00000
Rv1125	-	hypothetical protein Rv1125 	23	9.3	11.8	187.0	235.1	48.14	0.33	0.51480	1.00000
Rv1126c	-	hypothetical protein Rv1126c 	10	8.7	6.4	61.0	44.5	-16.54	-0.46	0.65410	1.00000
Rv1127c	ppdK	pyruvate phosphate dikinase 	19	15.8	14.3	252.0	228.2	-23.77	-0.14	0.76110	1.00000
Rv1128c	-	hypothetical protein Rv1128c 	29	8.8	7.6	220.0	190.7	-29.32	-0.21	0.65450	1.00000
Rv1129c	-	PROBABLE TRANSCRIPTIONAL REGULATOR PROTEIN 	27	22.9	24.9	550.0	597.7	47.74	0.12	0.84290	1.00000
Rv1130	-	hypothetical protein Rv1130 	27	29.1	32.9	728.0	822.0	94.01	0.18	0.73370	1.00000
Rv1131	gltA1	methylcitrate synthase 	16	16.1	17.8	258.0	284.5	26.54	0.14	0.81300	1.00000
Rv1132	-	hypothetical protein Rv1132 	26	25.5	25.5	637.0	638.2	1.24	0.00	0.99340	1.00000
Rv1133c	metE	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase 	35	2.0	0.0	2.0	0.0	-2.00	-1.58	1.00000	1.00000
Rv1134	-	hypothetical protein Rv1134 	5	40.0	42.5	200.0	212.4	12.42	0.09	0.91930	1.00000
Rv1135A	-	POSSIBLE ACETYL-CoA ACETYLTRANSFERASE (ACETOACETYL-CoA THIOLASE) 	6	45.3	29.6	272.0	177.8	-94.16	-0.61	0.53160	1.00000
Rv1135c	PPE16	PPE FAMILY PROTEIN 	25	54.7	52.2	1259.0	1201.4	-57.60	-0.07	0.90370	1.00000
Rv1136	-	POSSIBLE ENOYL-CoA HYDRATASE 	3	26.3	37.5	79.0	112.6	33.63	0.51	0.70290	1.00000
Rv1137c	-	hypothetical protein Rv1137c 	2	44.0	26.7	88.0	53.4	-34.65	-0.72	0.66790	1.00000
Rv1138c	-	POSSIBLE OXIDOREDUCTASE 	17	46.6	46.2	699.0	693.6	-5.43	-0.01	0.98770	1.00000
Rv1139c	-	hypothetical protein Rv1139c 	13	54.0	48.7	648.0	584.9	-63.11	-0.15	0.82120	1.00000
Rv1140	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	11	25.6	30.6	282.0	336.9	54.91	0.26	0.74490	1.00000
Rv1141c	echA11	enoyl-CoA hydratase 	14	53.2	48.9	692.0	636.3	-55.73	-0.12	0.83860	1.00000
Rv1142c	echA10	enoyl-CoA hydratase 	8	49.6	43.0	397.0	343.8	-53.18	-0.21	0.80090	1.00000
Rv1143	mcr	PROBABLE ALPHA-METHYLACYL-CoA RACEMASE MCR (2-methylacyl-CoA racemase) (2-arylpropionyl-CoA epimerase ) 	15	82.7	73.4	1240.0	1100.6	-139.38	-0.17	0.78360	1.00000
Rv1144	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	11	50.1	56.6	551.0	622.4	71.44	0.18	0.74310	1.00000
Rv1145	mmpL13a	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL13A 	11	37.5	40.2	413.0	442.6	29.62	0.10	0.85750	1.00000
Rv1146	mmpL13b	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL13B 	23	107.8	102.5	2372.0	2254.6	-117.40	-0.07	0.88660	1.00000
Rv1147	-	hypothetical protein Rv1147 	9	40.3	36.0	363.0	324.1	-38.94	-0.16	0.76810	1.00000
Rv1148c	-	hypothetical protein Rv1148c 	23	45.6	43.4	1003.0	954.4	-48.60	-0.07	0.85340	1.00000
Rv1149	-	POSSIBLE TRANSPOSASE 	6	27.3	33.8	164.0	202.5	38.54	0.30	0.71910	1.00000
Rv1151c	-	NAD-dependent deacetylase 	9	94.3	85.0	849.0	764.7	-84.29	-0.15	0.81930	1.00000
Rv1152	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	51.0	45.4	255.0	227.2	-27.76	-0.17	0.81350	1.00000
Rv1153c	omt	PROBABLE O-METHYLTRANSFERASE OMT 	19	48.3	43.9	917.0	834.9	-82.15	-0.14	0.81400	1.00000
Rv1154c	-	hypothetical protein Rv1154c 	16	60.1	55.6	962.0	889.2	-72.81	-0.11	0.84030	1.00000
Rv1155	-	hypothetical protein Rv1155 	11	57.8	61.6	636.0	677.8	41.76	0.09	0.85540	1.00000
Rv1156	-	hypothetical protein Rv1156 	12	36.3	37.5	436.0	450.5	14.52	0.05	0.92890	1.00000
Rv1157c	-	CONSERVED HYPOTHETICAL ALA-, PRO-RICH PROTEIN 	8	24.2	3.6	145.0	21.7	-123.26	-2.74	0.06720	1.00000
Rv1158c	-	CONSERVED HYPOTHETICAL ALA-, PRO-RICH PROTEIN 	11	17.2	12.5	172.0	125.5	-46.52	-0.46	0.62490	1.00000
Rv1159	pimE	mannosyltransferase 	28	36.0	14.6	971.0	394.2	-576.79	-1.30	0.01260	1.00000
Rv1159A	phhB	pterin-4-alpha-carbinolamine dehydratase 	13	22.3	20.2	245.0	222.3	-22.70	-0.14	0.84170	1.00000
Rv1160	mutT2	PROBABLE MUTATOR PROTEIN MUTT (7,8-dihydro-8-oxoguanine-triphosphatase) (8-OXO-DGTPASE) 	4	18.8	14.6	75.0	58.3	-16.71	-0.36	0.86090	1.00000
Rv1161	narG	PROBABLE RESPIRATORY NITRATE REDUCTASE (ALPHA CHAIN) NARG 	75	40.2	38.0	2815.0	2658.7	-156.31	-0.08	0.75460	1.00000
Rv1162	narH	PROBABLE RESPIRATORY NITRATE REDUCTASE (BETA CHAIN) NARH 	35	61.7	64.2	2097.0	2183.5	86.46	0.06	0.87380	1.00000
Rv1163	narJ	PROBABLE RESPIRATORY NITRATE REDUCTASE (DELTA CHAIN) NARJ 	15	41.2	42.0	577.0	587.9	10.86	0.03	0.96550	1.00000
Rv1164	narI	PROBABLE RESPIRATORY NITRATE REDUCTASE (GAMMA CHAIN) NARI 	18	57.9	60.3	985.0	1024.5	39.55	0.06	0.89090	1.00000
Rv1165	typA	POSSIBLE GTP-BINDING TRANSLATION ELONGATION FACTOR TYPA (TYROSINE PHOSPHORYLATED PROTEIN A) (GTP-BINDING PROTEIN) 	15	55.1	54.1	771.0	756.8	-14.20	-0.03	0.95870	1.00000
Rv1166	lpqW	PROBABLE CONSERVED LIPOPROTEIN LPQW 	23	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1167c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	9	35.3	24.7	247.0	172.9	-74.10	-0.51	0.46300	1.00000
Rv1168c	PPE17	PPE FAMILY PROTEIN 	16	70.5	68.7	1128.0	1098.6	-29.35	-0.04	0.93660	1.00000
Rv1169c	PE11	PE FAMILY PROTEIN 	3	106.0	102.1	318.0	306.3	-11.72	-0.05	0.90330	1.00000
Rv1170	mshB	N-Acetyl-1-D-myo-Inosityl-2-Amino-2-Deoxy-alpha- D-Glucopyranoside Deacetylase mshB (GlcNAc-Ins deacetylase) 	11	34.5	35.6	345.0	355.7	10.68	0.04	0.93290	1.00000
Rv1171	-	hypothetical protein Rv1171 	6	53.5	62.4	321.0	374.4	53.45	0.22	0.75530	1.00000
Rv1172c	PE12	PE FAMILY PROTEIN 	15	40.0	44.7	600.0	669.9	69.86	0.16	0.76460	1.00000
Rv1173	fbiC	FO synthase 	43	24.9	21.8	1020.0	892.2	-127.84	-0.19	0.67970	1.00000
Rv1174c	TB8.4	LOW MOLECULAR WEIGHT T-CELL ANTIGEN TB8.4 	8	156.6	185.1	1253.0	1481.0	228.00	0.24	0.62370	1.00000
Rv1175c	fadH	PROBABLE NADPH DEPENDENT 2,4-DIENOYL-COA REDUCTASE FADH (2,4-dienoyl coenzyme A reductase) (4-enoyl-CoA reductase) 	28	46.3	45.5	1250.0	1228.1	-21.93	-0.03	0.96050	1.00000
Rv1176c	-	hypothetical protein Rv1176c 	15	46.2	48.7	647.0	681.7	34.71	0.08	0.87280	1.00000
Rv1177	fdxC	PROBABLE FERREDOXIN FDXC 	7	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1178	-	N-succinyldiaminopimelate aminotransferase 	20	11.1	30.6	200.0	550.3	350.31	1.46	0.03650	1.00000
Rv1179c	-	hypothetical protein Rv1179c 	41	28.7	37.4	1062.0	1384.2	322.18	0.38	0.25470	1.00000
Rv1180	pks3	PROBABLE POLYKETIDE BETA-KETOACYL SYNTHASE PKS3 	25	12.0	17.0	263.0	373.5	110.46	0.51	0.28950	1.00000
Rv1181	pks4	PROBABLE POLYKETIDE BETA-KETOACYL SYNTHASE PKS4 	70	14.5	14.2	929.0	909.0	-20.05	-0.03	0.89710	1.00000
Rv1182	papA3	PROBABLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA3 	40	25.3	18.8	963.0	715.3	-247.69	-0.43	0.21010	1.00000
Rv1183	mmpL10	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL10 	52	32.9	22.2	1643.0	1112.5	-530.52	-0.56	0.06640	1.00000
Rv1184c	-	POSSIBLE EXPORTED PROTEIN 	22	34.6	32.9	726.0	691.6	-34.41	-0.07	0.88650	1.00000
Rv1185c	fadD21	acyl-CoA synthetase 	32	49.5	50.1	1484.0	1501.7	17.75	0.02	0.95860	1.00000
Rv1186c	-	hypothetical protein Rv1186c 	18	16.5	19.2	248.0	288.5	40.49	0.22	0.62940	1.00000
Rv1187	rocA	PROBABLE PYRROLINE-5-CARBOXYLATE DEHYDROGENASE ROCA 	24	14.0	11.0	307.0	242.1	-64.94	-0.34	0.48850	1.00000
Rv1188	-	PROBABLE PROLINE DEHYDROGENASE 	22	10.6	18.3	180.0	311.2	131.22	0.79	0.54990	1.00000
Rv1189	sigI	RNA polymerase sigma factor SigI 	8	17.0	20.9	119.0	146.2	27.22	0.30	0.65200	1.00000
Rv1190	-	hypothetical protein Rv1190 	9	37.6	33.6	263.0	235.1	-27.86	-0.16	0.84410	1.00000
Rv1191	-	hypothetical protein Rv1191 	9	49.1	49.4	442.0	444.6	2.60	0.01	0.99000	1.00000
Rv1192	-	hypothetical protein Rv1192 	14	34.2	40.0	479.0	560.2	81.19	0.23	0.67790	1.00000
Rv1193	fadD36	acyl-CoA synthetase 	21	13.8	16.5	248.0	297.4	49.39	0.26	0.56100	1.00000
Rv1194c	-	hypothetical protein Rv1194c 	18	30.2	30.0	514.0	510.8	-3.21	-0.01	0.98790	1.00000
Rv1195	PE13	PE FAMILY PROTEIN 	5	99.2	97.6	496.0	488.1	-7.93	-0.02	0.95960	1.00000
Rv1196	PPE18	PPE FAMILY PROTEIN 	10	90.7	89.5	907.0	895.1	-11.88	-0.02	0.97600	1.00000
Rv1197	esxK	ESAT-6 LIKE PROTEIN ESXK (ESAT-6 LIKE PROTEIN 3) 	3	63.3	59.6	190.0	178.8	-11.17	-0.09	0.80120	1.00000
Rv1198	esxL	PUTATIVE ESAT-6 LIKE PROTEIN ESXL (ESAT-6 LIKE PROTEIN 4) 	4	57.8	55.6	231.0	222.3	-8.70	-0.06	0.91240	1.00000
Rv1199c	-	POSSIBLE TRANSPOSASE 	16	41.0	41.4	615.0	621.4	6.45	0.02	0.97950	1.00000
Rv1200	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	29	70.6	76.0	1977.0	2129.1	152.12	0.11	0.81850	1.00000
Rv1201c	-	PROBABLE TRANSFERASE 	11	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1202	dapE	dipeptidase 	16	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1203c	-	hypothetical protein Rv1203c 	8	41.9	35.4	335.0	283.6	-51.45	-0.24	0.74080	1.00000
Rv1204c	-	hypothetical protein Rv1204c 	16	52.8	57.5	845.0	919.8	74.82	0.12	0.73050	1.00000
Rv1205	-	hypothetical protein Rv1205 	13	49.6	46.4	595.0	556.2	-38.76	-0.10	0.80250	1.00000
Rv1206	fadD6	acyl-CoA synthetase 	37	36.2	39.7	1231.0	1349.6	118.60	0.13	0.72440	1.00000
Rv1207	folP2	PROBABLE DIHYDROPTEROATE SYNTHASE 2 FOLP2 (DHPS 2) (Dihydropteroate pyrophosphorylase 2) 	10	30.3	25.6	273.0	230.2	-42.80	-0.25	0.74990	1.00000
Rv1208	-	hypothetical protein Rv1208 	14	0.6	1.1	4.0	7.9	3.90	0.98	0.55710	1.00000
Rv1209	-	hypothetical protein Rv1209 	5	48.6	63.4	243.0	317.1	74.15	0.38	0.37990	1.00000
Rv1210	tagA	PROBABLE DNA-3-METHYLADENINE GLYCOSYLASE I TAGA (TAG I) (3-methyladenine-DNA glycosylase I, constitutive) (DNA-3-methyladenine glycosidase I ) 	11	56.0	67.9	616.0	746.9	130.92	0.28	0.50160	1.00000
Rv1211	-	hypothetical protein Rv1211 	4	50.0	42.5	100.0	85.0	-15.03	-0.24	0.66260	1.00000
Rv1212c	-	PUTATIVE GLYCOSYL TRANSFERASE 	32	55.1	52.7	1762.0	1685.5	-76.48	-0.06	0.90400	1.00000
Rv1213	glgC	glucose-1-phosphate adenylyltransferase 	30	40.1	45.2	1164.0	1310.1	146.08	0.17	0.69330	1.00000
Rv1214c	PE14	PE FAMILY PROTEIN 	5	36.0	32.0	180.0	160.1	-19.95	-0.17	0.73550	1.00000
Rv1215c	-	hypothetical protein Rv1215c 	26	31.0	28.4	776.0	710.4	-65.63	-0.13	0.77480	1.00000
Rv1216c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	19	54.5	54.9	926.0	932.7	6.67	0.01	0.98100	1.00000
Rv1217c	-	PROBABLE TETRONASIN-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER 	20	21.1	17.4	401.0	331.0	-70.02	-0.28	0.49940	1.00000
Rv1218c	-	PROBABLE TETRONASIN-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	6	27.5	26.3	165.0	158.1	-6.92	-0.06	0.85730	1.00000
Rv1219c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	10	25.0	28.4	250.0	283.6	33.55	0.18	0.75520	1.00000
Rv1220c	-	PROBABLE METHYLTRANSFERASE 	10	99.9	68.5	799.0	548.3	-250.66	-0.54	0.42890	1.00000
Rv1221	sigE	RNA polymerase sigma factor SigE 	17	14.9	9.2	239.0	147.2	-91.79	-0.70	0.53500	1.00000
Rv1222	-	hypothetical protein Rv1222 	2	75.0	97.8	150.0	195.6	45.62	0.38	1.00000	1.00000
Rv1223	htrA	PROBABLE SERINE PROTEASE HTRA (DEGP PROTEIN) 	22	89.3	94.8	268.0	284.5	16.54	0.09	0.73640	1.00000
Rv1224	tatB	sec-independent translocase 	5	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1225c	-	hypothetical protein Rv1225c 	6	93.0	84.8	558.0	508.8	-49.18	-0.13	0.78170	1.00000
Rv1226c	-	PROBABLE TRANSMEMBRANE PROTEIN 	15	42.9	51.3	644.0	769.6	125.65	0.26	0.73450	1.00000
Rv1227c	-	PROBABLE TRANSMEMBRANE PROTEIN 	6	32.6	34.2	163.0	170.9	7.92	0.07	0.91200	1.00000
Rv1228	lpqX	PROBABLE LIPOPROTEIN LPQX 	9	107.8	92.5	970.0	832.9	-137.12	-0.22	0.73570	1.00000
Rv1229c	mrp	PROBABLE MRP-RELATED PROTEIN MRP 	16	15.5	16.3	31.0	32.6	1.60	0.07	1.00000	1.00000
Rv1230c	-	POSSIBLE MEMBRANE PROTEIN 	20	36.7	44.7	698.0	848.7	150.69	0.28	0.56630	1.00000
Rv1231c	-	PROBABLE MEMBRANE PROTEIN 	7	38.9	50.1	272.0	350.7	78.74	0.37	0.61020	1.00000
Rv1232c	-	hypothetical protein Rv1232c 	11	66.4	74.0	730.0	814.1	84.11	0.16	0.75230	1.00000
Rv1233c	-	hypothetical protein Rv1233c 	19	39.7	41.3	715.0	744.0	28.96	0.06	0.90990	1.00000
Rv1234	-	PROBABLE TRANSMEMBRANE PROTEIN 	9	36.1	45.6	289.0	364.6	75.57	0.34	0.59540	1.00000
