Entry,RheaID
P9WIX5,11800
P9WIX5,48868
O50410,17653
O50410,17654
P9WN53,24304
P9WIV5,57888
P9WHQ9,17973
P9WHQ9,17975
P9WHQ9,25424
P9WHQ9,25426
P9WKE3,15609
P9WIW7,57888
P9WN61,17521
P9WN61,14513
P9WQ17,42692
P9WK93,56712
O07427,34019
O07427,44324
O07427,44325
O07427,44328
O07427,44329
O07427,44320
O07427,44321
O07427,44316
O07427,44317
O07427,44312
O07427,44313
O07427,38487
O07427,38488
O07427,38491
O07427,38492
P9WJ79,65492
P9WJ79,65500
P9WFR3,42640
P9WFW9,18985
P95200,46160
P95200,29235
P9WHV7,18629
P9WK87,21164
P9WK87,21165
P9WK87,48484
P9WK87,48485
P9WK87,48024
P9WK87,48025
P9WK87,47348
P9WK87,47349
P9WK87,12957
P9WK87,12958
P9WK87,40475
P9WK87,40476
P9WLP9,20788
P9WMY7,26188
P9WK13,21432
P9WK07,21196
P9WNP5,26562
P9WJM7,26172
P9WJS3,49576
P9WPW9,12813
P9WGG3,43636
P9WGG3,47668
P9WMZ3,52440
P9WMZ3,52444
O06428,19361
O06428,19362
O06428,17653
O06428,17654
O06428,27594
O06428,27595
P71615,10040
P9WN29,13673
P9WN29,48600
P95189,14465
P9WNW7,21352
I6YCF0,66356
I6YCF0,66357
P9WMR7,28610
P9WMR7,28342
P9WMR7,29399
P9WJP3,10196
P9WJP5,46012
P9WJS1,49576
O53554,25249
P9WND7,65508
P9WJR3,26333
P9WIX9,31575
P9WMN9,14265
P9WK05,37067
O69671,42672
P9WHH7,46160
P9WHH7,46164
P9WK91,16585
P9WJW1,26482
P9WH77,23252
P9WJJ9,25876
P9WQ37,15421
P9WQ37,43748
P9WQ37,43749
P9WQ37,33639
P9WQ37,33640
P9WQ37,30751
P9WQ37,30752
P9WQ37,33623
P9WQ37,33624
P9WP11,39663
P9WN93,12460
P9WN19,15501
P9WN75,11092
P9WN75,11096
P9WN27,43716
P9WN27,18589
P9WQ39,17009
P9WJR1,26333
P9WPW1,66364
P9WPW1,66365
P9WKI7,11708
P96402,59388
P96402,47348
P96402,47352
P96402,12957
P96402,47356
P96402,47360
A0A089QRB9,50344
P9WG35,62620
P9WHP7,42532
P9WFS1,16037
P9WMQ1,13065
P9WG73,26297
P9WG57,29043
P9WHH1,20345
P9WQ79,23352
P9WQ79,13993
P9WN83,10300
P9WJA1,31731
P9WJA1,31732
P9WJA1,45988
P9WJA1,45989
P9WKG9,13429
P9WG53,43744
P9WQ21,13621
P9WN35,21732
P9WP51,10112
P9WHF9,16881
P9WQD5,16781
P9WQD5,16645
P9WQD5,40059
P9WQD5,12957
P9WQD5,48436
P9WQD5,47356
P9WHF5,16881
P9WKA5,10868
P9WKA5,45780
P9WKA5,45781
P9WKA5,38167
P9WKA5,38168
P9WKB1,10868
P9WKB1,45780
P9WKB1,45781
P9WFV9,23540
P9WKB5,10868
P9WKB5,45780
P9WKB5,45781
P9WFF3,13017
P9WMU9,15389
P9WJ61,46000
P9WJ61,31783
P9WJ61,31787
P9WJ61,31791
P9WJ61,40007
P9WJ61,40011
P9WJ61,40015
P9WJ61,40019
P9WJ61,40031
P9WJ61,40023
P9WJ61,40027
O06401,11852
P9WMZ5,47368
P9WQE5,57748
P9WQE5,57752
P9WQE5,57756
P9WQE5,57760
P9WIA1,10684
P9WIA1,10685
P9WH71,23252
P9WJJ3,24384
O06334,15641
P9WI79,17989
P9WI79,46608
P9WKH3,52232
P9WKH3,52236
P9WQL3,22020
P9WPJ7,10748
P9WJL7,23372
P9WHK7,26426
P9WIT9,19513
P9WI75,17989
P9WI75,46608
I6XD69,58028
P9WJM1,18681
P9WK27,23996
P9WK27,44644
P9WJK5,22888
P9WIA9,10604
P9WIA9,10605
P9WIA9,45304
P9WIA9,45305
P9WQD9,65312
P9WQD9,65313
P9WQD9,41916
P9WQD9,41917
P9WID1,14801
P9WII9,31507
P9WI77,17989
P9WI77,46608
P9WHW1,16237
P9WHW5,20629
P9WHW5,47004
O53335,20788
P9WFX3,21732
P9WKC1,10868
P9WFE9,20557
P9WFF9,28094
P9WMW5,34071
P9WI85,15381
P9WKA9,10868
P9WKA9,45780
P9WKA9,45781
P9WMY3,34487
P9WKB9,10868
P9WKB9,45780
P9WKB9,45781
O07737,10736
O07737,10740
P9WP17,19205
O33363,59388
O33363,47360
O33363,47356
O33363,47364
O33363,47388
L7N669,18457
O07179,16105
O07179,20724
Q79FJ2,10116
O05898,12356
P96833,47992
O05575,10488
P96271,13065
I6XI14,57928
I6XI14,15889
Q6MWW2,26526
O50443,30235
O50444,23784
P71790,23820
O05841,48872
O53611,19629
O53674,23132
O06389,39663
I6Y9H2,26526
P96834,47992
P71538,13501
P71538,13502
O53873,13065
I6Y4E8,16105
I6Y4E8,20724
I6WYY7,26526
P96878,10748
P95029,26526
I6Y4V6,23032
O53850,20661
I6XWA1,23920
I6XWA1,16853
O33298,15197
Q10884,57888
O53872,22432
O05576,19889
I6YGX2,23708
O53676,15769
O53676,15765
O53676,22712
O50408,12605
O07248,23596
P71913,13697
I6X9S5,59468
I6X9S5,23904
I6X9S5,28807
I6Y8R4,23472
I6Y8R4,10868
O08446,16881
Q6MX13,11920
I6Y4C7,57928
I6Y4C7,59488
I6Y4C7,57932
O06592,39663
Q7ARS9,19469
Q7ARS9,19465
O69719,43168
I6YEU0,13501
I6YEU0,13502
I6YEU0,20844
O53701,32671
O33364,23472
O33364,10868
P95172,57888
P71891,13877
P95144,39663
O53347,13065
O50394,43088
O50394,43084
O53921,16881
P71890,13877
I6YA00,24164
I6Y8S6,17129
I6X5C9,17237
I6X5C9,14357
O06363,22508
P71791,18885
I6YG46,17785
O53348,13065
I6YA03,16105
I6YA03,20724
L7N650,16185
P96404,16105
P96404,20724
O53370,40523
O50402,16105
O50402,20724
O06563,19669
