#Resampling
#GUI with: norm=TTR, samples=10000, pseudocounts=0.00, adaptive=False, histogram=False, includeZeros=False, output=/pacific/home/mdejesus/TRASH/Subbu/resampling_H37Rv_Rv0307c_day0_s10000_pc0.00.dat
#Control Data: /pacific/home/mdejesus/TRASH/Subbu/H37Rv_day0_rep1.wig,/pacific/home/mdejesus/TRASH/Subbu/H37Rv_day0_rep2.wig
#Experimental Data: /pacific/home/mdejesus/TRASH/Subbu/Rv0307c_day0_rep1.wig,/pacific/home/mdejesus/TRASH/Subbu/Rv0307c_day0_rep2.wig
#Annotation path: /pacific/home/mdejesus/TRASH/Subbu/H37Rv.prot_table
#Time: 1012.51782894
#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	Sum Ctrl	Sum Exp	Delta Sum	log2FC	p-value	Adj. p-value
Rv0530	-	hypothetical protein Rv0530 	17	51.1	37.3	1225.8	894.1	-331.66	-0.46	0.53040	0.78790
Rv0531	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	4	0.5	0.0	1.0	0.0	-1.00	-0.58	1.00000	1.00000
Rv0532	PE_PGRS6	PE-PGRS FAMILY PROTEIN 	20	14.1	37.0	395.1	1037.2	642.05	1.39	0.11890	0.36215
Rv0533c	fabH	3-oxoacyl-(acyl carrier protein) synthase III 	16	33.8	75.6	946.1	2116.0	1169.91	1.16	0.03720	0.16133
Rv0534c	menA	1,4-dihydroxy-2-naphthoate octaprenyltransferase 	11	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0535	pnp	5'-methylthioadenosine phosphorylase 	9	29.3	41.7	292.9	417.0	124.02	0.51	0.54690	0.80492
Rv0536	galE3	PROBABLE UDP-GLUCOSE 4-EPIMERASE GALE3 (GALACTOWALDENASE) (UDP-GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHATE GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHO-GALACTOSE 4-EPIMERASE) 	12	12.6	68.7	176.9	961.4	784.53	2.44	0.19020	0.49088
Rv0537c	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	19	31.4	55.2	1003.4	1766.6	763.20	0.82	0.19850	0.50530
Rv0538	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	15	8.1	36.5	162.1	730.1	568.00	2.17	0.22650	0.55241
Rv0539	-	PROBABLE DOLICHYL-PHOSPHATE SUGAR SYNTHASE (DOLICHOL-PHOSPHATE SUGAR SYNTHETASE) (DOLICHOL-PHOSPHATE SUGAR TRANSFERASE) (SUGAR PHOSPHORYLDOLICHOL SYNTHASE) 	6	16.7	57.9	100.2	347.2	246.98	1.79	0.45480	0.75203
Rv0540	-	hypothetical protein Rv0540 	11	11.0	32.3	87.8	258.3	170.51	1.56	0.36700	0.68975
Rv0541c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	18	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0542c	menE	O-succinylbenzoic acid--CoA ligase 	14	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0543c	-	hypothetical protein Rv0543c 	2	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0544c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	6	22.4	27.6	179.0	220.6	41.69	0.30	0.71790	0.96135
Rv0545c	pitA	PROBABLE LOW-AFFINITY INORGANIC PHOSPHATE TRANSPORTER INTEGRAL MEMBRANE PROTEIN PITA 	14	13.4	69.4	347.8	1804.0	1456.27	2.38	0.10990	0.34500
Rv0546c	-	hypothetical protein Rv0546c 	8	42.9	22.0	428.7	219.7	-209.03	-0.96	0.29510	0.65596
Rv0547c	-	short chain dehydrogenase 	10	31.2	64.3	499.6	1028.1	528.52	1.04	0.47830	0.75282
Rv0548c	menB	naphthoate synthase 	12	27.2	0.0	54.4	0.0	-54.43	-4.82	0.34100	0.66055
Rv0549c	-	hypothetical protein Rv0549c 	4	43.2	40.9	259.3	245.5	-13.75	-0.08	0.85500	1.00000
Rv0550c	-	hypothetical protein Rv0550c 	3	126.0	90.1	252.0	180.2	-71.81	-0.48	0.32960	0.66055
Rv0551c	fadD8	acyl-CoA synthetase 	32	24.7	23.3	1236.1	1164.7	-71.35	-0.09	0.85260	1.00000
Rv0552	-	hypothetical protein Rv0552 	19	26.0	1.0	467.8	17.6	-450.16	-4.73	0.00000	0.00000
Rv0553	menC	O-succinylbenzoate synthase 	12	5.7	0.0	11.5	0.0	-11.46	-2.75	0.32240	0.66055
Rv0554	bpoC	POSSIBLE PEROXIDASE BPOC (NON-HAEM PEROXIDASE) 	14	51.9	58.7	1037.7	1173.5	135.76	0.18	0.78320	1.00000
Rv0555	menD	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylic acid synthase/2-oxoglutarate decarboxylase 	15	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0556	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	13	0.0	152.1	0.0	304.1	304.15	7.26	0.33380	0.66055
Rv0557	pimB	MANNOSYLTRANSFERASE PIMB 	14	4.9	5.0	59.2	59.8	0.65	0.02	0.98490	1.00000
Rv0558	ubiE	ubiquinone/menaquinone biosynthesis methyltransferase 	14	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0559c	-	POSSIBLE CONSERVED SECRETED PROTEIN 	6	58.8	13.9	705.9	166.7	-539.13	-2.08	0.00210	0.01833
Rv0560c	-	POSSIBLE BENZOQUINONE METHYLTRANSFERASE (METHYLASE) 	15	28.3	54.1	282.6	541.3	258.69	0.94	0.46500	0.75282
Rv0561c	-	POSSIBLE OXIDOREDUCTASE 	18	0.8	0.0	6.1	0.0	-6.15	-0.82	0.00660	0.04805
Rv0562	grcC1	PROBABLE POLYPRENYL-DIPHOSPHATE SYNTHASE GRCC1 (POLYPRENYL PYROPHOSPHATE SYNTHETASE) 	14	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0563	htpX	heat shock protein HtpX 	11	2.7	0.7	37.7	10.4	-27.24	-1.85	0.15130	0.41950
Rv0564c	gpsA	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase 	11	53.1	10.7	849.4	170.7	-678.74	-2.32	0.00170	0.01585
Rv0565c	-	PROBABLE MONOOXYGENASE 	36	33.4	83.1	1669.1	4152.7	2483.66	1.32	0.02500	0.13073
Rv0566c	-	nucleotide-binding protein 	5	16.5	2.1	131.6	16.8	-114.81	-2.97	0.00070	0.00793
Rv0567	-	PROBABLE METHYLTRANSFERASE/METHYLASE 	19	36.6	22.7	1244.3	773.1	-471.24	-0.69	0.23030	0.55860
Rv0568	cyp135B1	POSSIBLE CYTOCHROME P450 135B1 CYP135B1 	12	25.2	68.2	452.9	1227.4	774.49	1.44	0.47790	0.75282
Rv0569	-	hypothetical protein Rv0569 	3	23.2	1.5	139.4	9.1	-130.26	-3.94	0.12820	0.38116
Rv0570	nrdZ	PROBABLE RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE (LARGE SUBUNIT) NRDZ (RIBONUCLEOTIDE REDUCTASE) 	37	28.9	34.9	1213.2	1465.6	252.43	0.27	0.72480	0.96592
Rv0571c	-	hypothetical protein Rv0571c 	13	7.8	15.7	141.1	282.3	141.29	1.00	0.18750	0.48580
Rv0572c	-	hypothetical protein Rv0572c 	8	48.7	12.7	779.6	202.9	-576.69	-1.94	0.02360	0.12555
Rv0573c	-	nicotinate phosphoribosyltransferase 	16	11.7	10.1	305.0	263.8	-41.22	-0.21	0.72390	0.96592
Rv0574c	-	hypothetical protein Rv0574c 	20	44.6	48.4	1070.0	1161.3	91.32	0.12	0.86220	1.00000
Rv0575c	-	hypothetical protein Rv0575c 	14	25.8	37.0	567.5	813.6	246.12	0.52	0.58130	0.83853
Rv0576	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY ARSR-FAMILY) 	19	12.6	33.0	302.4	792.8	490.42	1.39	0.20620	0.51640
Rv0577	TB27.3	hypothetical protein Rv0577 	13	28.8	11.2	632.5	247.0	-385.48	-1.36	0.08270	0.28446
Rv0578c	PE_PGRS7	PE-PGRS FAMILY PROTEIN 	27	3.0	9.2	59.0	183.1	124.02	1.63	0.20280	0.51160
Rv0579	-	hypothetical protein Rv0579 	15	31.1	25.8	747.5	620.0	-127.47	-0.27	0.69460	0.94043
Rv0580c	-	hypothetical protein Rv0580c 	9	7.7	16.6	108.5	232.2	123.71	1.10	0.46220	0.75282
Rv0581	-	hypothetical protein Rv0581 	4	42.6	0.0	170.6	0.0	-170.58	-5.45	0.03140	0.14157
Rv0582	-	hypothetical protein Rv0582 	9	3.2	59.4	25.3	475.4	450.06	4.23	0.04890	0.20032
Rv0583c	lpqN	PROBABLE CONSERVED LIPOPROTEIN LPQN 	7	48.5	32.3	582.4	387.7	-194.72	-0.59	0.48770	0.75384
Rv0584	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	62	28.5	20.1	2390.4	1686.1	-704.28	-0.50	0.08710	0.29278
Rv0585c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	41	22.1	11.3	793.9	406.3	-387.63	-0.97	0.11710	0.35830
Rv0586	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (GNTR-FAMILY) 	12	7.3	7.1	29.3	28.4	-0.90	-0.05	1.00000	1.00000
Rv0587	yrbE2A	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE2A 	12	4.0	0.1	56.0	1.6	-54.41	-5.11	0.00090	0.00976
Rv0588	yrbE2B	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE2B 	15	21.0	43.1	294.6	602.8	308.12	1.03	0.32220	0.66055
Rv0589	mce2A	MCE-FAMILY PROTEIN MCE2A 	27	19.9	27.9	557.7	781.1	223.45	0.49	0.55220	0.81033
Rv0590	mce2B	MCE-FAMILY PROTEIN MCE2B 	10	11.8	0.4	141.9	4.9	-136.96	-4.84	0.02890	0.13693
Rv0590A	-	MCE-FAMILY RELATED PROTEIN 	7	39.4	2.6	315.4	20.5	-294.93	-3.94	0.00000	0.00000
Rv0591	mce2C	MCE-FAMILY PROTEIN MCE2C 	22	14.8	7.9	442.8	237.8	-205.01	-0.90	0.21330	0.52828
Rv0592	mce2D	MCE-FAMILY PROTEIN MCE2D 	29	13.4	27.5	456.0	934.2	478.18	1.03	0.28650	0.64483
Rv0593	lprL	POSSIBLE MCE-FAMILY LIPOPROTEIN LPRL (MCE-FAMILY LIPOPROTEIN MCE2E) 	19	32.4	36.9	453.5	516.0	62.50	0.19	0.81820	1.00000
Rv0594	mce2F	MCE-FAMILY PROTEIN MCE2F 	30	53.3	89.8	2664.8	4490.2	1825.49	0.75	0.37820	0.70220
Rv0595c	-	hypothetical protein Rv0595c 	8	15.5	11.9	216.5	166.0	-50.49	-0.38	0.44430	0.74831
Rv0596c	-	hypothetical protein Rv0596c 	5	44.2	0.2	176.8	0.8	-175.96	-7.71	0.14560	0.40940
Rv0597c	-	hypothetical protein Rv0597c 	13	29.3	62.6	352.1	751.7	399.59	1.09	0.28830	0.64697
Rv0598c	-	hypothetical protein Rv0598c 	7	13.7	3.0	192.2	41.3	-150.91	-2.22	0.00830	0.05700
Rv0599c	-	hypothetical protein Rv0599c 	6	3.2	0.4	19.1	2.5	-16.59	-2.95	0.18280	0.47671
Rv0600c	-	PROBABLE TWO COMPONENT SENSOR KINASE -SECOND PART 	3	36.4	64.7	145.4	258.6	113.16	0.83	0.17080	0.45950
Rv0601c	-	PROBABLE TWO COMPONENT SENSOR KINASE -FIRST PART 	4	22.2	0.2	88.8	0.8	-87.95	-6.72	0.02830	0.13693
Rv0602c	tcrA	PROBABLE TWO COMPONENT DNA BINDING TRANSCRIPTIONAL REGULATORY PROTEIN TCRA 	11	40.3	6.2	564.3	86.9	-477.39	-2.70	0.01580	0.09326
Rv0603	-	POSSIBLE EXPORTED PROTEIN 	1	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0604	lpqO	PROBABLE CONSERVED LIPOPROTEIN LPQO 	7	25.2	39.7	302.1	476.9	174.85	0.66	0.54880	0.80652
Rv0605	-	POSSIBLE RESOLVASE 	10	51.0	11.8	917.5	212.3	-705.21	-2.11	0.01550	0.09203
Rv0606	-	POSSIBLE TRANSPOSASE (FRAGMENT) 	8	18.0	37.6	251.5	526.1	274.63	1.06	0.26990	0.62488
Rv0607	-	hypothetical protein Rv0607 	1	0.0	0.4	0.0	0.8	0.84	0.51	1.00000	1.00000
Rv0608	-	hypothetical protein Rv0608 	2	0.7	0.0	1.4	0.0	-1.38	-0.76	1.00000	1.00000
Rv0609	-	hypothetical protein Rv0609 	7	18.9	2.4	226.2	29.3	-196.95	-2.95	0.01650	0.09653
Rv0609A	-	hypothetical protein Rv0609A 	2	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0610c	-	hypothetical protein Rv0610c 	11	47.8	3.4	478.4	33.7	-444.77	-3.83	0.00020	0.00280
Rv0611c	-	hypothetical protein Rv0611c 	12	23.6	29.5	377.5	472.8	95.23	0.32	0.57490	0.83211
Rv0612	-	hypothetical protein Rv0612 	6	7.0	73.0	70.4	729.9	659.49	3.37	0.01240	0.07891
Rv0613c	-	hypothetical protein Rv0613c 	16	19.4	17.7	544.1	495.7	-48.44	-0.13	0.85550	1.00000
Rv0614	-	hypothetical protein Rv0614 	14	31.7	22.5	697.4	496.0	-201.50	-0.49	0.43750	0.74274
Rv0615	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	4	48.5	4.1	290.7	24.7	-266.04	-3.56	0.05890	0.22657
Rv0616c	-	hypothetical protein Rv0616c 	6	24.6	107.0	98.5	428.0	329.56	2.12	0.43030	0.74036
Rv0617	-	hypothetical protein Rv0617 	3	22.9	0.6	137.1	3.9	-133.28	-5.15	0.00190	0.01715
Rv0618	galTa	PROBABLE GALACTOSE-1-PHOSPHATE URIDYLYLTRANSFERASE GALTA 	9	6.7	157.8	27.0	631.1	604.16	4.55	0.42410	0.74036
Rv0619	galTb	PROBABLE GALACTOSE-1-PHOSPHATE URIDYLYLTRANSFERASE GALTB 	12	10.1	0.0	60.4	0.0	-60.43	-3.47	0.00050	0.00606
Rv0620	galK	galactokinase 	9	11.0	0.0	65.8	0.0	-65.80	-3.58	0.01680	0.09771
Rv0621	-	POSSIBLE MEMBRANE PROTEIN 	9	16.9	56.7	202.6	680.3	477.71	1.75	0.12530	0.37505
Rv0622	-	POSSIBLE MEMBRANE PROTEIN 	13	33.3	29.3	399.5	352.0	-47.52	-0.18	0.82750	1.00000
Rv0623	-	hypothetical protein Rv0623 	3	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0624	-	hypothetical protein Rv0624 	6	31.5	17.9	315.2	179.3	-135.94	-0.81	0.49790	0.75754
Rv0625c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	10	28.6	2.8	343.3	33.9	-309.44	-3.34	0.00140	0.01386
Rv0626	-	hypothetical protein Rv0626 	4	19.3	0.0	77.3	0.0	-77.33	-4.35	0.02810	0.13693
Rv0627	-	hypothetical protein Rv0627 	1	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0628c	-	hypothetical protein Rv0628c 	4	71.5	10.5	285.9	42.1	-243.81	-2.77	0.14250	0.40526
Rv0629c	recD	PROBABLE EXONUCLEASE V (ALPHA CHAIN) RECD (EXODEOXYRIBONUCLEASE V ALPHA CHAIN) (EXODEOXYRIBONUCLEASE V POLYPEPTIDE) 	16	7.8	16.9	139.7	303.7	164.01	1.12	0.47420	0.75282
Rv0630c	recB	PROBABLE EXONUCLEASE V (BETA CHAIN) RECB (EXODEOXYRIBONUCLEASE V BETA CHAIN)(EXODEOXYRIBONUCLEASE V POLYPEPTIDE) (CHI-SPECIFIC ENDONUCLEASE) 	34	10.9	30.7	348.6	982.3	633.73	1.49	0.08060	0.27940
Rv0631c	recC	PROBABLE EXONUCLEASE V (GAMMA CHAIN) RECC (EXODEOXYRIBONUCLEASE V GAMMA CHAIN)(EXODEOXYRIBONUCLEASE V POLYPEPTIDE) 	19	10.9	0.1	174.7	1.9	-172.79	-6.50	0.00000	0.00000
Rv0632c	echA3	enoyl-CoA hydratase 	13	32.3	118.1	517.0	1890.3	1373.24	1.87	0.13050	0.38541
Rv0633c	-	POSSIBLE EXPORTED PROTEIN 	13	33.0	0.7	593.9	12.2	-581.73	-5.61	0.00000	0.00000
Rv0634A	-	hypothetical protein Rv0634A 	6	4.7	0.0	37.2	0.0	-37.21	-2.50	0.00030	0.00389
Rv0634B	rpmG	50S ribosomal protein L33 	3	0.0	0.4	0.0	0.8	0.84	0.51	1.00000	1.00000
Rv0634c	-	POSSIBLE GLYOXALASE II (HYDROXYACYLGLUTATHIONE HYDROLASE) (GLX II) 	13	20.5	7.7	369.0	138.1	-230.94	-1.42	0.07020	0.25440
Rv0635	-	hypothetical protein Rv0635 	14	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0636	-	hypothetical protein Rv0636 	7	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0637	-	hypothetical protein Rv0637 	7	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0638	secE	preprotein translocase subunit SecE 	9	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0639	nusG	transcription antitermination protein NusG 	12	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0640	rplK	50S ribosomal protein L11 	5	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0641	rplA	50S ribosomal protein L1 	7	0.0	0.3	0.0	0.5	0.54	0.35	1.00000	1.00000
Rv0642c	mmaA4	METHOXY MYCOLIC ACID SYNTHASE 4 MMAA4 (METHYL MYCOLIC ACID SYNTHASE 4) (MMA4) (HYDROXY MYCOLIC ACID SYNTHASE) 	18	19.1	5.8	572.1	173.4	-398.65	-1.72	0.01100	0.07125
Rv0643c	mmaA3	METHOXY MYCOLIC ACID SYNTHASE 3 MMAA3 (METHYL MYCOLIC ACID SYNTHASE 3) (MMA3) (HYDROXY MYCOLIC ACID SYNTHASE) 	22	40.3	25.2	1451.5	906.7	-544.78	-0.68	0.20200	0.51044
Rv0644c	mmaA2	METHOXY MYCOLIC ACID SYNTHASE 2 MMAA2 (METHYL MYCOLIC ACID SYNTHASE 2) (MMA2) (HYDROXY MYCOLIC ACID SYNTHASE) 	11	160.4	229.9	3208.0	4598.9	1390.92	0.52	0.48290	0.75282
Rv0645c	mmaA1	METHOXY MYCOLIC ACID SYNTHASE 1 MMAA1 (METHYL MYCOLIC ACID SYNTHASE 1) (MMA1) (HYDROXY MYCOLIC ACID SYNTHASE) 	20	112.1	523.2	4485.9	20929.6	16443.69	2.22	0.01470	0.08914
Rv0646c	lipG	PROBABLE LIPASE/ESTERASE LIPG 	10	6.3	34.6	75.2	414.7	339.50	2.46	0.08860	0.29509
Rv0647c	-	hypothetical protein Rv0647c 	14	17.3	214.1	69.1	856.6	787.46	3.63	0.26970	0.62488
Rv0648	-	ALPHA-MANNOSIDASE 	38	24.7	16.3	1482.5	975.1	-507.40	-0.60	0.24390	0.58297
Rv0649	fabD2	POSSIBLE MALONYL COA-ACYL CARRIER PROTEIN TRANSACYLASE FABD2 (MCT) 	4	3.2	162.7	13.0	650.8	637.85	5.65	0.42840	0.74036
Rv0650	-	POSSIBLE SUGAR KINASE 	5	40.4	7.9	323.2	62.9	-260.34	-2.36	0.08460	0.28826
Rv0651	rplJ	50S ribosomal protein L10 	5	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0652	rplL	50S ribosomal protein L7/L12 	0	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0653c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	11	31.3	25.4	437.6	356.0	-81.57	-0.30	0.72190	0.96528
Rv0654	-	PROBABLE DIOXYGENASE 	27	50.5	75.8	2626.3	3943.8	1317.48	0.59	0.30010	0.66055
Rv0655	mkl	POSSIBLE RIBONUCLEOTIDE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER MKL 	14	17.6	30.4	351.4	607.9	256.45	0.79	0.33980	0.66055
Rv0656c	-	hypothetical protein Rv0656c 	4	59.4	68.3	356.6	409.8	53.17	0.20	0.74270	0.97963
Rv0657c	-	hypothetical protein Rv0657c 	1	4.0	67.0	8.1	134.1	125.98	4.05	0.33570	0.66055
Rv0658c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	17	23.0	55.4	459.4	1108.2	648.75	1.27	0.25760	0.60531
Rv0659c	-	hypothetical protein Rv0659c 	4	60.6	710.6	242.3	2842.5	2600.16	3.55	0.02790	0.13676
Rv0660c	-	hypothetical protein Rv0660c 	2	17.0	0.9	68.1	3.6	-64.49	-4.24	0.02740	0.13646
Rv0661c	-	hypothetical protein Rv0661c 	5	64.1	2.8	384.8	16.8	-367.95	-4.52	0.00210	0.01833
Rv0662c	-	hypothetical protein Rv0662c 	6	29.5	173.8	236.2	1390.4	1154.15	2.56	0.41090	0.73257
Rv0663	atsD	POSSIBLE ARYLSULFATASE ATSD (ARYL-SULFATE SULPHOHYDROLASE) (ARYLSULPHATASE) 	46	18.9	21.9	830.5	964.8	134.34	0.22	0.70350	0.94894
Rv0664	-	hypothetical protein Rv0664 	3	22.3	0.7	89.1	2.8	-86.32	-5.01	0.02880	0.13693
Rv0665	-	hypothetical protein Rv0665 	5	39.2	0.1	156.9	0.5	-156.35	-8.18	0.02900	0.13693
Rv0666	-	POSSIBLE MEMBRANE PROTEIN 	0	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0667	rpoB	DNA-directed RNA polymerase subunit beta 	38	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0668	rpoC	DNA-directed RNA polymerase subunit beta' 	51	12.5	3.2	175.3	45.1	-130.14	-1.96	0.00380	0.03020
Rv0669c	-	POSSIBLE HYDROLASE 	37	37.2	25.4	1933.7	1321.1	-612.58	-0.55	0.34650	0.66532
Rv0670	end	endonuclease IV 	5	12.4	7.6	124.0	75.7	-48.24	-0.71	0.43300	0.74056
Rv0671	lpqP	POSSIBLE CONSERVED LIPOPROTEIN LPQP 	13	20.3	10.9	365.0	195.3	-169.64	-0.90	0.27340	0.63019
Rv0672	fadE8	PROBABLE ACYL-CoA DEHYDROGENASE FADE8 	27	30.5	21.2	977.2	678.2	-299.00	-0.53	0.29130	0.65041
Rv0673	echA4	enoyl-CoA hydratase 	9	47.9	12.9	287.5	77.2	-210.24	-1.90	0.32890	0.66055
Rv0674	-	hypothetical protein Rv0674 	7	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0675	echA5	enoyl-CoA hydratase 	4	0.2	0.1	1.0	0.5	-0.46	-0.88	1.00000	1.00000
Rv0676c	mmpL5	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL5 	32	55.5	36.4	2999.6	1966.9	-1032.71	-0.61	0.14050	0.40302
Rv0677c	mmpS5	POSSIBLE CONSERVED MEMBRANE PROTEIN MMPS5 	6	10.0	93.7	80.2	749.2	669.00	3.22	0.07160	0.25843
Rv0678	-	hypothetical protein Rv0678 	5	54.4	99.7	326.7	598.3	271.67	0.87	0.24320	0.58210
Rv0679c	-	CONSERVED HYPOTHETICAL THREONINE RICH PROTEIN 	6	12.6	361.2	100.9	2889.8	2788.85	4.84	0.38330	0.70739
Rv0680c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	3	47.3	0.4	189.2	1.6	-187.56	-6.86	0.02900	0.13693
Rv0681	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 	12	27.7	26.0	498.7	468.0	-30.72	-0.09	0.88510	1.00000
Rv0682	rpsL	30S ribosomal protein S12 	8	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0683	rpsG	30S ribosomal protein S7 	5	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0684	fusA1	elongation factor G 	34	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0685	tuf	elongation factor Tu 	11	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0686	-	PROBABLE MEMBRANE PROTEIN 	12	47.3	15.0	1040.7	331.1	-709.65	-1.65	0.00470	0.03634
Rv0687	fabG	3-ketoacyl-(acyl-carrier-protein) reductase 	17	10.4	1.0	124.8	11.7	-113.14	-3.42	0.04640	0.19245
Rv0688	-	PUTATIVE FERREDOXIN REDUCTASE 	18	20.2	1.1	484.1	27.3	-456.83	-4.15	0.00010	0.00156
Rv0689c	-	hypothetical protein Rv0689c 	4	56.1	29.4	224.5	117.8	-106.67	-0.93	0.10270	0.32966
Rv0690c	-	hypothetical protein Rv0690c 	17	28.0	33.8	503.5	607.7	104.23	0.27	0.65150	0.90571
Rv0691c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	9	36.8	25.8	367.9	258.0	-109.94	-0.51	0.41490	0.73608
Rv0692	-	hypothetical protein Rv0692 	7	5.9	23.0	46.8	184.2	137.39	1.98	0.10720	0.33893
Rv0693	pqqE	PROBABLE COENZYME PQQ SYNTHESIS PROTEIN E PQQE (COENZYME PQQ SYNTHESIS PROTEIN III) 	18	28.7	0.3	401.2	4.4	-396.85	-6.51	0.00000	0.00000
Rv0694	lldD1	POSSIBLE L-LACTATE DEHYDROGENASE (CYTOCHROME) LLDD1 	17	13.2	0.4	79.4	2.2	-77.18	-5.16	0.03370	0.14924
Rv0695	-	hypothetical protein Rv0695 	12	19.2	0.3	154.0	2.8	-151.20	-5.80	0.01090	0.07072
Rv0696	-	PROBABLE MEMBRANE SUGAR TRANSFERASE 	26	9.6	12.9	288.6	386.9	98.21	0.42	0.62030	0.87797
Rv0697	-	PROBABLE DEHYDROGENASE 	27	0.2	20.8	1.4	124.7	123.29	6.49	0.30390	0.66055
Rv0698	-	hypothetical protein Rv0698 	12	21.4	8.9	299.0	124.8	-174.18	-1.26	0.19610	0.50092
Rv0699	-	hypothetical protein Rv0699 	2	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0700	rpsJ	30S ribosomal protein S10 	6	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0701	rplC	50S ribosomal protein L3 	16	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0702	rplD	50S ribosomal protein L4 	11	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0703	rplW	50S ribosomal protein L23 	4	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0704	rplB	50S ribosomal protein L2 	17	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0705	rpsS	30S ribosomal protein S19 	2	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0706	rplV	50S ribosomal protein L22 	8	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0707	rpsC	30S ribosomal protein S3 	14	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0708	rplP	50S ribosomal protein L16 	10	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0709	rpmC	50S ribosomal protein L29 	4	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv0710	rpsQ	30S ribosomal protein S17 	11	5.7	0.1	22.8	0.5	-22.28	-5.39	0.13910	0.40160
