#Resampling
#Command: python transit.py normalize=TTR ignoreNTerm=0.0 doLOESS=False ignoreCodon=True annotationPath=H37Rv.prot_table ignoreCTerm=0.0 histPath= sampleSize=10000 output=<open file 'H37Rv_vs_delta_Rv3811_TTR.dat', mode 'w' at 0x2f1fc00> expList=['delta_Rv3811_TnSeq.wig'] doAdaptive=False ctrlList=['H37Rv_TnSeq.wig']
#Control Samples:  H37Rv_TnSeq.wig
#Experimental Samples:  delta_Rv3811_TnSeq.wig
#Normalized with TTR
#TTR factors:	1.0000	1.1321
#Orf	Name	Description	N	TAs Hit	Sum Rd 1	Sum Rd 2	Delta Rd	log2 FC	p-value	p-adj
Rv0921	-	POSSIBLE RESOLVASE 	7	7	795.0	913.6	118.6	0.20	0.88000	1.00000
Rv0922	-	POSSIBLE TRANSPOSASE 	18	16	1962.0	2198.6	236.6	0.16	0.77630	1.00000
Rv0923c	-	hypothetical protein Rv0923c 	21	18	1780.0	1574.8	-205.2	-0.18	0.83650	1.00000
Rv0924c	mntH	manganese transport protein MntH 	20	18	1600.0	3378.2	1778.2	1.08	0.07020	1.00000
Rv0925c	-	hypothetical protein Rv0925c 	16	14	1330.0	1177.4	-152.6	-0.18	0.79990	1.00000
Rv0926c	-	hypothetical protein Rv0926c 	21	19	1108.0	1112.9	4.9	0.01	0.98870	1.00000
Rv0927c	-	short chain dehydrogenase 	6	6	842.0	184.5	-657.5	-2.19	0.03040	0.88537
Rv0928	pstS3	PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS3 (PBP-3) (PSTS3) (PHOS1) 	22	20	7998.0	10532.1	2534.1	0.40	0.49540	1.00000
Rv0929	pstC2	PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTC2 	17	16	3343.0	5820.2	2477.2	0.80	0.33360	1.00000
Rv0930	pstA1	PROBABLE PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTA1 	17	16	6479.0	9263.0	2784.0	0.52	0.27290	1.00000
Rv0931c	pknD	TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE D PKND (PROTEIN KINASE D) (STPK D) 	45	41	13248.0	12507.6	-740.4	-0.08	0.82800	1.00000
Rv0932c	pstS2	PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS2 (PBP-2) (PSTS2) 	25	25	3487.0	3611.5	124.5	0.05	0.90160	1.00000
Rv0933	pstB	PHOSPHATE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER PSTB 	12	10	572.0	559.3	-12.7	-0.03	0.95650	1.00000
Rv0934	pstS1	PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS1 (PBP-1) (PSTS1) 	21	19	3279.0	1962.0	-1317.0	-0.74	0.12950	1.00000
Rv0935	pstC1	PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTC1 	12	10	935.0	1220.4	285.4	0.38	0.50350	1.00000
Rv0936	pstA2	PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTA2 	20	18	1297.0	1230.6	-66.4	-0.08	0.89460	1.00000
Rv0937c	-	hypothetical protein Rv0937c 	12	9	435.0	571.7	136.7	0.39	0.72410	1.00000
Rv0938	-	ATP-dependent DNA ligase 	43	25	1608.0	1128.7	-479.3	-0.51	0.68590	1.00000
Rv0939	-	POSSIBLE BIFUNCTIONAL ENZYME: 2-HYDROXYHEPTA-2,4-DIENE-1,7-DIOATE ISOMERASE (HHDD ISOMERASE) + CYCLASE/DEHYDRASE 	31	22	1467.0	1211.4	-255.6	-0.28	0.64300	1.00000
Rv0940c	-	POSSIBLE OXIDOREDUCTASE 	15	12	797.0	560.4	-236.6	-0.51	0.42100	1.00000
Rv0941c	-	hypothetical protein Rv0941c 	9	9	1195.0	1616.7	421.7	0.44	0.50100	1.00000
Rv0942	-	hypothetical protein Rv0942 	7	6	743.0	758.5	15.5	0.03	0.97780	1.00000
Rv0943c	-	PROBABLE MONOOXYGENASE 	17	14	1574.0	1205.7	-368.3	-0.38	0.52050	1.00000
Rv0944	-	POSSIBLE FORMAMIDOPYRIMIDINE-DNA GLYCOSYLASE (FAPY-DNA GLYCOSYLASE) 	8	7	768.0	550.2	-217.8	-0.48	0.48110	1.00000
Rv0945	-	short chain dehydrogenase 	7	5	65.0	121.1	56.1	0.90	0.38820	1.00000
Rv0946c	pgi	glucose-6-phosphate isomerase 	19	13	162.0	307.9	145.9	0.93	0.15880	1.00000
Rv0948c	-	hypothetical protein Rv0948c 	6	1	98.0	92.8	-5.2	-0.08	1.00000	1.00000
Rv0949	uvrD1	PROBABLE ATP-DEPENDENT DNA HELICASE II UVRD1 	45	36	417.0	992.9	575.9	1.25	0.00490	0.25725
Rv0950c	-	hypothetical protein Rv0950c 	21	20	2224.0	2385.4	161.4	0.10	0.86530	1.00000
Rv0951	sucC	succinyl-CoA synthetase subunit beta 	16	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0952	sucD	succinyl-CoA synthetase subunit alpha 	11	1	0.0	1.1	1.1	0.18	1.00000	1.00000
Rv0953c	-	POSSIBLE OXIDOREDUCTASE 	13	12	1592.0	998.5	-593.5	-0.67	0.32970	1.00000
Rv0954	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	28	26	2016.0	2926.5	910.5	0.54	0.21840	1.00000
Rv0955	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	18	17	1547.0	2512.2	965.2	0.70	0.20200	1.00000
Rv0956	purN	phosphoribosylglycinamide formyltransferase 	15	3	119.0	262.7	143.7	1.14	0.50270	1.00000
Rv0957	purH	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase 	24	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0958	-	POSSIBLE MAGNESIUM CHELATASE 	15	12	1720.0	1155.9	-564.1	-0.57	0.37960	1.00000
Rv0959	-	hypothetical protein Rv0959 	19	15	844.0	484.5	-359.5	-0.80	0.20730	1.00000
Rv0960	-	hypothetical protein Rv0960 	6	5	750.0	474.4	-275.6	-0.66	0.56290	1.00000
Rv0961	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	7	6	591.0	232.1	-358.9	-1.35	0.67160	1.00000
Rv0962c	lprP	POSSIBLE LIPOPROTEIN LPRP 	15	14	1548.0	1512.5	-35.5	-0.03	0.94280	1.00000
Rv0963c	-	hypothetical protein Rv0963c 	10	8	900.0	971.4	71.4	0.11	0.87980	1.00000
Rv0964c	-	hypothetical protein Rv0964c 	5	5	530.0	317.0	-213.0	-0.74	0.52400	1.00000
Rv0965c	-	hypothetical protein Rv0965c 	7	4	467.0	713.2	246.2	0.61	0.36960	1.00000
Rv0966c	-	hypothetical protein Rv0966c 	9	9	1050.0	1198.9	148.9	0.19	0.80960	1.00000
Rv0967	-	hypothetical protein Rv0967 	1	1	149.0	32.8	-116.2	-2.18	1.00000	1.00000
Rv0968	-	hypothetical protein Rv0968 	6	6	878.0	808.3	-69.7	-0.12	0.88870	1.00000
Rv0969	ctpV	PROBABLE METAL CATION TRANSPORTER P-TYPE ATPASE CTPV 	21	18	2471.0	2873.3	402.3	0.22	0.65350	1.00000
Rv0970	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	12	9	1136.0	944.2	-191.8	-0.27	0.78090	1.00000
Rv0971c	echA7	enoyl-CoA hydratase 	6	5	666.0	442.7	-223.3	-0.59	0.59460	1.00000
Rv0972c	fadE12	PROBABLE ACYL-CoA DEHYDROGENASE FADE12 	18	13	473.0	371.3	-101.7	-0.35	0.60910	1.00000
Rv0973c	accA2	PROBABLE ACETYL-/PROPIONYL-COENZYME A CARBOXYLASE ALPHA CHAIN (ALPHA SUBUNIT) ACCA2: BIOTIN CARBOXYLASE + BIOTIN CARBOXYL CARRIER PROTEIN (BCCP) 	25	13	220.0	349.8	129.8	0.67	0.51210	1.00000
Rv0974c	accD2	PROBABLE ACETYL-/PROPIONYL-CoA CARBOXYLASE (BETA SUBUNIT) ACCD2 	20	10	202.0	242.3	40.3	0.26	0.72800	1.00000
Rv0975c	fadE13	PROBABLE ACYL-CoA DEHYDROGENASE FADE13 	20	13	2178.0	1694.8	-483.2	-0.36	0.64630	1.00000
Rv0976c	-	hypothetical protein Rv0976c 	20	15	1736.0	1181.9	-554.1	-0.55	0.28810	1.00000
Rv0977	PE_PGRS16	PE-PGRS FAMILY PROTEIN 	32	27	6308.0	6025.1	-282.9	-0.07	0.88010	1.00000
Rv0978c	PE_PGRS17	PE-PGRS FAMILY PROTEIN 	10	9	2475.0	2126.1	-348.9	-0.22	0.76700	1.00000
Rv0979A	rpmF	50S ribosomal protein L32 	2	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0979c	-	hypothetical protein Rv0979c 	1	1	24.0	0.0	-24.0	-4.58	1.00000	1.00000
Rv0980c	PE_PGRS18	PE-PGRS FAMILY PROTEIN 	17	16	3150.0	4431.1	1281.1	0.49	0.44920	1.00000
Rv0981	mprA	MYCOBACTERIAL PERSISTENCE REGULATOR MRPA (TWO COMPONENT RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN) 	11	10	1382.0	1689.1	307.1	0.29	0.70620	1.00000
Rv0982	mprB	PROBABLE TWO COMPONENT SENSOR KINASE MPRB 	22	1	45.0	271.7	226.7	2.59	1.00000	1.00000
Rv0983	pepD	PROBABLE SERINE PROTEASE PEPD (SERINE PROTEINASE) (MTB32B) 	19	16	1127.0	955.5	-171.5	-0.24	0.70530	1.00000
Rv0984	moaB2	POSSIBLE PTERIN-4-ALPHA-CARBINOLAMINE DEHYDRATASE MOAB2 (PHS) (4-ALPHA-HYDROXY-TETRAHYDROPTERIN DEHYDRATASE) (PTERIN-4-A-CARBINOLAMINE DEHYDRATASE) (PHENYLALANINE HYDROXYLASE-STIMULATING PROTEIN) (PHS) (PTERIN CARBINOLAMINE DEHYDRATASE) (PCD) 	5	3	391.0	475.5	84.5	0.28	0.71100	1.00000
Rv0985c	mscL	large-conductance mechanosensitive channel 	9	8	1324.0	1836.3	512.3	0.47	0.37950	1.00000
Rv0986	-	PROBABLE ADHESION COMPONENT TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	25	18	686.0	481.1	-204.9	-0.51	0.44220	1.00000
Rv0987	-	PROBABLE ADHESION COMPONENT TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER 	94	63	2092.0	1458.2	-633.8	-0.52	0.23240	1.00000
Rv0988	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	41	19	968.0	238.9	-729.1	-2.02	0.00850	0.36864
Rv0989c	grcC2	PROBABLE POLYPRENYL-DIPHOSPHATE SYNTHASE GRCC2 (POLYPRENYL PYROPHOSPHATE SYNTHETASE) 	18	18	3251.0	2939.0	-312.0	-0.15	0.84440	1.00000
Rv0990c	-	hypothetical protein Rv0990c 	8	4	1029.0	331.7	-697.3	-1.63	0.17160	1.00000
Rv0991c	-	CONSERVED HYPOTHETICAL SERINE RICH PROTEIN 	3	3	1117.0	874.0	-243.0	-0.35	0.49980	1.00000
Rv0992c	-	hypothetical protein Rv0992c 	6	5	1234.0	1416.3	182.3	0.20	0.88310	1.00000
Rv0993	galU	PROBABLE UTP--GLUCOSE-1-PHOSPHATE URIDYLYLTRANSFERASE GALU (UDP-GLUCOSE PYROPHOSPHORYLASE) (UDPGP) (ALPHA-D-GLUCOSYL-1-PHOSPHATE URIDYLYLTRANSFERASE) (URIDINE DIPHOSPHOGLUCOSE PYROPHOSPHORYLASE) 	14	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv0994	moeA1	PROBABLE MOLYBDOPTERIN BIOSYNTHESIS PROTEIN MOEA1 	14	12	1288.0	915.9	-372.1	-0.49	0.58130	1.00000
Rv0995	rimJ	POSSIBLE RIBOSOMAL-PROTEIN-ALANINE ACETYLTRANSFERASE RIMJ (ACETYLATING ENZYME FOR N-TERMINAL OF RIBOSOMAL PROTEIN S5) 	5	5	141.0	150.6	9.6	0.09	0.92350	1.00000
Rv0996	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	17	15	1749.0	2404.6	655.6	0.46	0.38710	1.00000
Rv0997	-	hypothetical protein Rv0997 	6	5	594.0	768.7	174.7	0.37	0.56380	1.00000
Rv0998	-	hypothetical protein Rv0998 	13	9	84.0	903.4	819.4	3.43	0.01200	0.46941
Rv0999	-	hypothetical protein Rv0999 	11	10	1888.0	2737.5	849.5	0.54	0.36170	1.00000
Rv1000c	-	hypothetical protein Rv1000c 	8	8	2086.0	1571.4	-514.6	-0.41	0.58970	1.00000
Rv1001	arcA	arginine deiminase 	20	18	2205.0	2183.9	-21.1	-0.01	0.97950	1.00000
Rv1002c	-	hypothetical protein Rv1002c 	24	6	4.0	71.3	67.3	4.16	0.13990	1.00000
Rv1003	-	hypothetical protein Rv1003 	8	7	167.0	638.5	471.5	1.93	0.07450	1.00000
Rv1004c	-	PROBABLE MEMBRANE PROTEIN 	12	11	1658.0	1860.1	202.1	0.17	0.78700	1.00000
Rv1005c	pabB	para-aminobenzoate synthase component I 	24	4	621.0	870.6	249.6	0.49	0.65550	1.00000
Rv1006	-	hypothetical protein Rv1006 	41	35	3405.0	5460.2	2055.2	0.68	0.02160	0.75600
Rv1007c	metG	methionyl-tRNA synthetase 	31	1	0.0	1.1	1.1	0.18	1.00000	1.00000
Rv1008	tatD	PROBABLE DEOXYRIBONUCLEASE TATD (YJJV PROTEIN) 	13	13	2013.0	2699.0	686.0	0.42	0.54540	1.00000
Rv1009	rpfB	Probable resuscitation-promoting factor rpfB 	12	10	1022.0	886.4	-135.6	-0.21	0.82430	1.00000
Rv1010	ksgA	dimethyladenosine transferase 	12	11	555.0	403.0	-152.0	-0.46	0.42250	1.00000
Rv1011	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase 	13	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1012	-	hypothetical protein Rv1012 	6	5	374.0	351.0	-23.0	-0.09	0.87950	1.00000
Rv1013	pks16	acyl-CoA synthetase 	21	20	2013.0	637.4	-1375.6	-1.66	0.00140	0.10156
Rv1014c	pth	peptidyl-tRNA hydrolase 	11	1	1.0	0.0	-1.0	0.00	1.00000	1.00000
Rv1015c	rplY	50S ribosomal protein L25/general stress protein Ctc 	9	2	0.0	4.5	4.5	2.18	0.33790	1.00000
Rv1016c	lpqT	PROBABLE CONSERVED LIPOPROTEIN LPQT 	6	5	587.0	927.2	340.2	0.66	0.55320	1.00000
Rv1017c	prsA	ribose-phosphate pyrophosphokinase 	12	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1018c	glmU	Probable UDP-N-acetylglucosamine pyrophosphorylase glmU 	24	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1019	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	8	8	1540.0	2406.9	866.9	0.64	0.34910	1.00000
Rv1020	mfd	PROBABLE TRANSCRIPTION-REPAIR COUPLING FACTOR MFD (TRCF) 	40	34	5742.0	4375.6	-1366.4	-0.39	0.27860	1.00000
Rv1021	-	nucleoside triphosphate pyrophosphohydrolase 	13	10	1197.0	928.3	-268.7	-0.37	0.64990	1.00000
Rv1022	lpqU	PROBABLE CONSERVED LIPOPROTEIN LPQU 	14	13	973.0	921.5	-51.5	-0.08	0.97600	1.00000
Rv1023	eno	phosphopyruvate hydratase 	16	5	5.0	1.1	-3.9	-2.14	0.16810	1.00000
Rv1024	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	8	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1025	-	hypothetical protein Rv1025 	6	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1026	-	hypothetical protein Rv1026 	8	6	27.0	177.7	150.7	2.72	0.06770	1.00000
Rv1027c	kdpE	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN KDPE 	11	7	375.0	260.4	-114.6	-0.53	0.58510	1.00000
Rv1028A	kdpF	Probable membrane protein kdpF 	3	3	1.0	80.4	79.4	6.33	0.10250	1.00000
Rv1028c	kdpD	PROBABLE SENSOR PROTEIN KDPD 	28	18	479.0	778.9	299.9	0.70	0.16610	1.00000
Rv1029	kdpA	potassium-transporting ATPase subunit A 	28	24	2420.0	2161.2	-258.8	-0.16	0.71200	1.00000
Rv1030	kdpB	potassium-transporting ATPase subunit B 	15	12	1036.0	1102.7	66.7	0.09	0.89710	1.00000
Rv1031	kdpC	Probable Potassium-transporting ATPase C chain KDPC (Potassium-translocating ATPase C chain) (ATP phosphohydrolase 	10	7	877.0	638.5	-238.5	-0.46	0.58950	1.00000
Rv1032c	trcS	TWO COMPONENT SENSOR HISTIDINE KINASE TRCS 	25	21	2078.0	2102.3	24.3	0.02	0.97030	1.00000
Rv1033c	trcR	TWO COMPONENT TRANSCRIPTIONAL REGULATOR TRCR 	15	15	3143.0	2644.6	-498.4	-0.25	0.69800	1.00000
Rv1034c	-	PROBABLE TRANSPOSASE (FRAGMENT) 	2	2	158.0	37.4	-120.6	-2.08	0.66530	1.00000
Rv1035c	-	PROBABLE TRANSPOSASE (FRAGMENT) 	4	4	78.0	406.4	328.4	2.38	0.06140	1.00000
Rv1036c	-	truncated IS1560 transposase 	5	4	415.0	388.3	-26.7	-0.10	0.85790	1.00000
Rv1037c	esxI	PUTATIVE ESAT-6 LIKE PROTEIN ESXI (ESAT-6 LIKE PROTEIN 1) 	4	4	658.0	542.3	-115.7	-0.28	0.89920	1.00000
Rv1038c	esxJ	ESAT-6 LIKE PROTEIN ESXJ (ESAT-6 LIKE PROTEIN 2) 	3	3	411.0	315.9	-95.1	-0.38	0.70320	1.00000
Rv1039c	PPE15	PPE FAMILY PROTEIN 	24	21	3802.0	3663.5	-138.5	-0.05	0.90060	1.00000
Rv1040c	PE8	PE FAMILY PROTEIN 	8	8	769.0	658.9	-110.1	-0.22	0.77520	1.00000
Rv1041c	-	PROBABLE IS LIKE-2 TRANSPOSASE 	18	16	2465.0	1821.6	-643.4	-0.44	0.48100	1.00000
Rv1042c	-	PROBABLE IS LIKE-2 TRANSPOSASE 	6	5	317.0	490.2	173.2	0.63	0.44230	1.00000
Rv1043c	-	hypothetical protein Rv1043c 	14	12	1970.0	3542.4	1572.4	0.85	0.34200	1.00000
Rv1044	-	hypothetical protein Rv1044 	13	3	224.0	309.1	85.1	0.46	0.80330	1.00000
Rv1045	-	hypothetical protein Rv1045 	12	11	2148.0	1682.3	-465.7	-0.35	0.83900	1.00000
Rv1046c	-	hypothetical protein Rv1046c 	4	4	1314.0	687.2	-626.8	-0.94	0.62800	1.00000
Rv1047	-	PROBABLE TRANSPOSASE 	16	15	1113.0	1110.6	-2.4	-0.00	0.99400	1.00000
Rv1048c	-	hypothetical protein Rv1048c 	24	21	2810.0	3600.1	790.1	0.36	0.42110	1.00000
Rv1049	-	PROBABLE TRANSCRIPTIONAL REPRESSOR PROTEIN 	4	3	208.0	550.2	342.2	1.40	0.30060	1.00000
Rv1050	-	PROBABLE OXIDOREDUCTASE 	12	10	651.0	416.6	-234.4	-0.64	0.45150	1.00000
Rv1051c	-	hypothetical protein Rv1051c 	8	4	164.0	71.3	-92.7	-1.20	0.45480	1.00000
Rv1052	-	hypothetical protein Rv1052 	6	6	876.0	631.7	-244.3	-0.47	0.56590	1.00000
Rv1053c	-	hypothetical protein Rv1053c 	6	6	515.0	613.6	98.6	0.25	0.79410	1.00000
Rv1054	-	PROBABLE INTEGRASE (FRAGMENT) 	5	4	468.0	190.2	-277.8	-1.30	0.46180	1.00000
Rv1055	-	POSSIBLE INTEGRASE (FRAGMENT) 	3	1	0.0	18.1	18.1	4.18	1.00000	1.00000
Rv1056	-	hypothetical protein Rv1056 	22	19	2761.0	2418.2	-342.8	-0.19	0.72510	1.00000
Rv1057	-	hypothetical protein Rv1057 	19	19	4123.0	3016.0	-1107.0	-0.45	0.35810	1.00000
Rv1058	fadD14	acyl-CoA synthetase 	30	23	1496.0	3674.9	2178.9	1.30	0.04390	1.00000
Rv1059	-	hypothetical protein Rv1059 	9	8	163.0	340.8	177.8	1.06	0.19390	1.00000
Rv1060	-	hypothetical protein Rv1060 	5	4	239.0	132.5	-106.5	-0.85	0.96880	1.00000
Rv1061	-	hypothetical protein Rv1061 	14	11	1721.0	1102.7	-618.3	-0.64	0.40900	1.00000
Rv1062	-	hypothetical protein Rv1062 	6	6	97.0	434.7	337.7	2.16	0.00040	0.04200
Rv1063c	-	hypothetical protein Rv1063c 	15	12	1022.0	1034.8	12.8	0.02	0.97600	1.00000
Rv1064c	lpqV	POSSIBLE LIPOPROTEIN LPQV 	6	5	751.0	973.6	222.6	0.37	0.62990	1.00000
Rv1065	-	hypothetical protein Rv1065 	10	10	2059.0	1852.1	-206.9	-0.15	0.62200	1.00000
Rv1066	-	hypothetical protein Rv1066 	4	3	247.0	53.2	-193.8	-2.21	0.10250	1.00000
Rv1067c	PE_PGRS19	PE-PGRS FAMILY PROTEIN 	15	11	1894.0	1591.8	-302.2	-0.25	0.70090	1.00000
Rv1068c	PE_PGRS20	PE-PGRS FAMILY PROTEIN 	13	10	1281.0	1689.1	408.1	0.40	0.48480	1.00000
Rv1069c	-	hypothetical protein Rv1069c 	20	17	3570.0	3174.5	-395.5	-0.17	0.79990	1.00000
Rv1070c	echA8	enoyl-CoA hydratase 	8	7	701.0	435.9	-265.1	-0.69	0.36340	1.00000
Rv1071c	echA9	enoyl-CoA hydratase 	12	11	1028.0	1194.4	166.4	0.22	0.67070	1.00000
Rv1072	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	17	17	2165.0	1510.2	-654.8	-0.52	0.32720	1.00000
Rv1073	-	hypothetical protein Rv1073 	19	17	3596.0	3330.7	-265.3	-0.11	0.78300	1.00000
Rv1074c	fadA3	acetyl-CoA acetyltransferase 	11	11	2534.0	2499.7	-34.3	-0.02	0.97460	1.00000
Rv1075c	-	CONSERVED EXPORTED PROTEIN 	18	15	1252.0	2399.0	1147.0	0.94	0.34510	1.00000
Rv1076	lipU	POSSIBLE LIPASE LIPU 	21	13	1516.0	1541.9	25.9	0.02	0.97850	1.00000
Rv1077	cbs	Probable cystathionine beta-synthase CBS (Serine sulfhydrase) (Beta-thionase) (Hemoprotein H-450) 	27	24	4178.0	4111.8	-66.2	-0.02	0.95880	1.00000
Rv1078	pra	Probable Proline-rich antigen homolog pra 	18	17	472.0	1579.3	1107.3	1.74	0.01310	0.50259
Rv1079	metB	cystathionine gamma-synthase 	18	14	621.0	1115.1	494.1	0.84	0.10780	1.00000
Rv1080c	greA	transcription elongation factor GreA 	9	8	163.0	1126.5	963.5	2.79	0.02340	0.80141
Rv1081c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	7	5	50.0	35.1	-14.9	-0.51	0.53370	1.00000
Rv1082	mca	Mycothiol conjugate amidase Mca (Mycothiol S-conjugate amidase) 	13	12	1463.0	1257.8	-205.2	-0.22	0.75370	1.00000
Rv1083	-	hypothetical protein Rv1083 	3	3	164.0	107.6	-56.4	-0.61	0.70190	1.00000
Rv1084	-	hypothetical protein Rv1084 	26	20	2112.0	2045.7	-66.3	-0.05	0.93780	1.00000
Rv1085c	-	POSSIBLE HEMOLYSIN-LIKE PROTEIN 	11	11	2135.0	3605.8	1470.8	0.76	0.13440	1.00000
Rv1086	-	SHORT (C15) CHAIN Z-ISOPRENYL DIPHOSPHATE SYNTHASE (Z-FPP SYNTHASE) (Z-FARNESYL DIPHOSPHATE SYNTHASE) (Z-FPP SYNTHETASE) (Z-FARNESYL DIPHOSPHATE SYNTHETASE) (GERANYLTRANSTRANSFERASE) (FARNESYL PYROPHOSPHATE SYNTHETASE) 	15	14	575.0	1213.6	638.6	1.08	0.06560	1.00000
Rv1087	PE_PGRS21	PE-PGRS FAMILY PROTEIN 	21	20	3147.0	2786.1	-360.9	-0.18	0.74410	1.00000
Rv1087A	-	hypothetical protein Rv1087A 	7	6	2184.0	1323.4	-860.6	-0.72	0.40580	1.00000
Rv1088	PE9	PE FAMILY PROTEIN 	5	3	349.0	518.5	169.5	0.57	0.80190	1.00000
Rv1089	PE10	PE FAMILY PROTEIN 	5	3	212.0	217.4	5.4	0.04	1.00000	1.00000
Rv1089A	celA2a	PROBABLE CELLULASE CELA2A (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE) 	2	2	396.0	460.8	64.8	0.22	0.65900	1.00000
Rv1090	celA2b	PROBABLE CELLULASE CELA2B (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE) 	7	7	1301.0	1729.9	428.9	0.41	0.35650	1.00000
Rv1091	PE_PGRS22	PE-PGRS FAMILY PROTEIN 	26	19	2181.0	1994.8	-186.2	-0.13	0.81450	1.00000
Rv1092c	coaA	pantothenate kinase 	19	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1093	glyA	serine hydroxymethyltransferase 	14	1	0.0	1.1	1.1	0.18	1.00000	1.00000
Rv1094	desA2	POSSIBLE ACYL-	12	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1095	phoH2	PROBABLE PHOH-LIKE PROTEIN PHOH2 (PHOSPHATE STARVATION-INDUCIBLE PROTEIN PSIH) 	13	10	744.0	1015.5	271.5	0.45	0.64440	1.00000
Rv1096	-	POSSIBLE GLYCOSYL HYDROLASE 	19	14	2400.0	1296.3	-1103.7	-0.89	0.15470	1.00000
Rv1097c	-	PROBABLE MEMBRANE GLYCINE AND PROLINE RICH PROTEIN 	17	12	484.0	546.8	62.8	0.18	0.87130	1.00000
Rv1098c	fumC	fumarate hydratase 	13	1	1.0	0.0	-1.0	0.00	1.00000	1.00000
Rv1099c	glpX	fructose 1,6-bisphosphatase II 	13	10	534.0	801.5	267.5	0.59	0.39890	1.00000
Rv1100	-	hypothetical protein Rv1100 	9	9	1351.0	748.3	-602.7	-0.85	0.31930	1.00000
Rv1101c	-	hypothetical protein Rv1101c 	18	17	2107.0	3288.8	1181.8	0.64	0.17680	1.00000
Rv1102c	-	hypothetical protein Rv1102c 	8	5	858.0	704.2	-153.8	-0.29	0.67820	1.00000
Rv1103c	-	hypothetical protein Rv1103c 	8	6	645.0	1033.6	388.6	0.68	0.57820	1.00000
Rv1104	-	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT) 	11	10	865.0	1397.0	532.0	0.69	0.43600	1.00000
Rv1105	-	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT) 	11	9	967.0	997.4	30.4	0.04	0.95850	1.00000
Rv1106c	-	PROBABLE CHOLESTEROL DEHYDROGENASE 	17	17	2623.0	3059.0	436.0	0.22	0.63460	1.00000
Rv1107c	xseB	exodeoxyribonuclease VII small subunit 	2	2	161.0	227.6	66.6	0.50	0.66680	1.00000
Rv1108c	xseA	exodeoxyribonuclease VII large subunit 	10	9	772.0	797.0	25.0	0.05	0.95500	1.00000
Rv1109c	-	hypothetical protein Rv1109c 	9	6	500.0	571.7	71.7	0.19	0.76570	1.00000
Rv1110	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 	14	0	0.0	0.0	0.0	0.00	1.00000	1.00000
Rv1111c	-	hypothetical protein Rv1111c 	24	13	1815.0	3070.3	1255.3	0.76	0.22710	1.00000
Rv1112	-	translation-associated GTPase 	10	8	92.0	689.5	597.5	2.91	0.00720	0.34006
Rv1113	-	hypothetical protein Rv1113 	2	2	109.0	66.8	-42.2	-0.71	0.66860	1.00000
Rv1114	-	hypothetical protein Rv1114 	3	2	101.0	323.8	222.8	1.68	0.33770	1.00000
