#Orf	Name	Desc	Sites	Mean Ctrl	Mean Exp	Sum Ctrl	Sum Exp	Delta Sum	log2FC	p-value	Adj. p-value
Rv0999	-	hypothetical protein Rv0999 	11	2.3	5.1	69.1	152.5	83.41	1.14	0.30500	0.69739
Rv1000c	-	hypothetical protein Rv1000c 	8	40.0	5.9	600.5	88.3	-512.19	-2.77	0.16080	0.51575
Rv1001	arcA	arginine deiminase 	20	42.4	22.8	1398.5	753.5	-645.02	-0.89	0.13100	0.46338
Rv1002c	-	hypothetical protein Rv1002c 	24	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1003	-	hypothetical protein Rv1003 	8	3.7	4.5	43.8	53.7	9.92	0.29	0.79320	1.00000
Rv1004c	-	PROBABLE MEMBRANE PROTEIN 	12	34.7	15.7	937.9	423.1	-514.83	-1.15	0.32130	0.71619
Rv1005c	pabB	para-aminobenzoate synthase component I 	24	82.7	27.9	744.2	251.3	-492.91	-1.57	0.27730	0.66716
Rv1006	-	hypothetical protein Rv1006 	41	4.2	7.0	388.0	648.1	260.11	0.74	0.10300	0.41132
Rv1007c	metG	methionyl-tRNA synthetase 	31	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1008	tatD	PROBABLE DEOXYRIBONUCLEASE TATD (YJJV PROTEIN) 	13	29.0	14.1	957.2	464.4	-492.84	-1.04	0.18790	0.55564
Rv1009	rpfB	Probable resuscitation-promoting factor rpfB 	12	12.4	61.8	297.5	1483.6	1186.07	2.32	0.14470	0.48722
Rv1010	ksgA	dimethyladenosine transferase 	12	0.0	0.1	0.2	0.8	0.57	1.89	1.00000	1.00000
Rv1011	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase 	13	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1012	-	hypothetical protein Rv1012 	6	9.4	0.7	113.0	8.5	-104.49	-3.74	0.01160	0.14111
Rv1013	pks16	acyl-CoA synthetase 	21	19.9	11.0	776.0	427.1	-348.82	-0.86	0.27470	0.66307
Rv1014c	pth	peptidyl-tRNA hydrolase 	11	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1015c	rplY	50S ribosomal protein L25/general stress protein Ctc 	10	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1016c	lpqT	PROBABLE CONSERVED LIPOPROTEIN LPQT 	6	41.5	85.5	373.3	769.3	395.91	1.04	0.46320	0.82988
Rv1017c	prsA	ribose-phosphate pyrophosphokinase 	12	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1018c	glmU	Probable UDP-N-acetylglucosamine pyrophosphorylase glmU 	24	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1019	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	8	5.1	27.4	92.1	493.8	401.77	2.42	0.13510	0.47037
Rv1020	mfd	PROBABLE TRANSCRIPTION-REPAIR COUPLING FACTOR MFD (TRCF) 	40	13.5	5.9	1212.9	529.0	-683.91	-1.20	0.01360	0.15372
Rv1021	-	nucleoside triphosphate pyrophosphohydrolase 	13	7.4	3.0	133.5	54.6	-78.85	-1.29	0.32690	0.72181
Rv1022	lpqU	PROBABLE CONSERVED LIPOPROTEIN LPQU 	14	21.0	1.4	377.4	24.6	-352.83	-3.94	0.31750	0.71210
Rv1023	eno	phosphopyruvate hydratase 	16	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1024	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	8	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1025	-	hypothetical protein Rv1025 	6	0.0	37.4	0.0	112.1	112.06	5.26	0.10170	0.41132
Rv1026	-	hypothetical protein Rv1026 	8	4.1	0.0	24.4	0.0	-24.39	-2.34	0.18980	0.55754
Rv1027c	kdpE	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN KDPE 	11	0.7	23.5	12.6	423.1	410.48	5.07	0.14900	0.49370
Rv1028A	kdpF	Probable membrane protein kdpF 	3	1.5	0.0	9.2	0.0	-9.23	-1.34	0.45270	0.82826
Rv1028c	kdpD	PROBABLE SENSOR PROTEIN KDPD 	28	11.9	6.5	533.7	292.9	-240.71	-0.87	0.43370	0.81413
Rv1029	kdpA	potassium-transporting ATPase subunit A 	28	40.2	25.9	2048.9	1321.5	-727.43	-0.63	0.41640	0.79723
Rv1030	kdpB	potassium-transporting ATPase subunit B 	15	3.9	9.0	118.5	268.9	150.39	1.18	0.04500	0.28636
Rv1031	kdpC	Probable Potassium-transporting ATPase C chain KDPC (Potassium-translocating ATPase C chain) (ATP phosphohydrolase 	10	3.3	0.4	80.2	10.6	-69.57	-2.92	0.17640	0.54089
Rv1032c	trcS	TWO COMPONENT SENSOR HISTIDINE KINASE TRCS 	25	7.1	4.7	362.5	238.4	-124.12	-0.60	0.48160	0.84759
Rv1033c	trcR	TWO COMPONENT TRANSCRIPTIONAL REGULATOR TRCR 	15	40.5	18.6	1578.1	724.7	-853.46	-1.12	0.04200	0.27269
Rv1034c	-	PROBABLE TRANSPOSASE (FRAGMENT) 	2	7.5	14.5	22.4	43.4	21.03	0.96	1.00000	1.00000
Rv1035c	-	PROBABLE TRANSPOSASE (FRAGMENT) 	4	1.3	19.2	15.8	230.7	214.93	3.87	0.14910	0.49370
Rv1036c	-	truncated IS1560 transposase 	5	7.9	5.1	71.2	46.1	-25.11	-0.63	0.61040	0.97187
Rv1037c	esxI	PUTATIVE ESAT-6 LIKE PROTEIN ESXI (ESAT-6 LIKE PROTEIN 1) 	4	7.3	18.6	87.8	223.2	135.42	1.35	0.02710	0.22203
Rv1038c	esxJ	ESAT-6 LIKE PROTEIN ESXJ (ESAT-6 LIKE PROTEIN 2) 	3	20.1	15.2	181.1	137.0	-44.18	-0.40	0.68190	1.00000
Rv1039c	PPE15	PPE FAMILY PROTEIN 	24	15.3	17.6	869.7	1002.0	132.32	0.20	0.64120	0.99898
Rv1040c	PE8	PE FAMILY PROTEIN 	8	21.1	6.8	379.9	122.4	-257.48	-1.63	0.25310	0.63997
Rv1041c	-	PROBABLE IS LIKE-2 TRANSPOSASE 	18	16.8	21.4	758.1	964.2	206.09	0.35	0.61890	0.97992
Rv1042c	-	PROBABLE IS LIKE-2 TRANSPOSASE 	6	16.6	7.8	249.4	117.2	-132.18	-1.09	0.53860	0.90290
Rv1043c	-	hypothetical protein Rv1043c 	14	60.0	32.9	1798.8	988.2	-810.55	-0.86	0.36030	0.76104
Rv1044	-	hypothetical protein Rv1044 	13	0.5	0.0	1.5	0.0	-1.52	-0.59	0.09990	0.41132
Rv1045	-	hypothetical protein Rv1045 	12	25.9	42.9	621.2	1030.6	409.45	0.73	0.37380	0.77319
Rv1046c	-	hypothetical protein Rv1046c 	4	1.3	32.6	15.0	391.2	376.16	4.70	0.00280	0.06854
Rv1047	-	PROBABLE TRANSPOSASE 	16	10.0	7.4	452.0	331.4	-120.65	-0.45	0.55390	0.91894
Rv1048c	-	hypothetical protein Rv1048c 	24	23.7	23.3	1064.9	1047.8	-17.09	-0.02	0.97410	1.00000
Rv1049	-	PROBABLE TRANSCRIPTIONAL REPRESSOR PROTEIN 	4	43.1	41.4	258.5	248.2	-10.27	-0.06	0.93020	1.00000
Rv1050	-	PROBABLE OXIDOREDUCTASE 	12	9.7	13.9	146.0	208.5	62.58	0.51	0.73240	1.00000
Rv1051c	-	hypothetical protein Rv1051c 	8	31.4	37.0	565.9	666.2	100.25	0.24	0.85010	1.00000
Rv1052	-	hypothetical protein Rv1052 	6	5.8	19.8	70.0	237.2	167.18	1.76	0.00740	0.11489
Rv1053c	-	hypothetical protein Rv1053c 	6	3.9	10.9	70.7	196.1	125.35	1.47	0.05910	0.33543
Rv1054	-	PROBABLE INTEGRASE (FRAGMENT) 	5	8.3	43.0	49.5	258.1	208.53	2.38	0.27260	0.66160
Rv1055	-	POSSIBLE INTEGRASE (FRAGMENT) 	3	0.0	4.4	0.0	13.2	13.17	2.43	0.40680	0.78793
Rv1056	-	hypothetical protein Rv1056 	22	36.0	17.3	1837.5	882.6	-954.84	-1.06	0.11220	0.42709
Rv1057	-	hypothetical protein Rv1057 	19	74.7	4.0	3584.0	193.8	-3390.28	-4.21	0.00010	0.00665
Rv1058	fadD14	acyl-CoA synthetase 	30	31.0	8.7	1486.2	418.5	-1067.77	-1.83	0.01390	0.15623
Rv1059	-	hypothetical protein Rv1059 	9	8.7	0.8	130.8	12.1	-118.73	-3.44	0.06360	0.34526
Rv1060	-	hypothetical protein Rv1060 	5	8.4	0.4	50.4	2.2	-48.27	-4.55	0.69350	1.00000
Rv1061	-	hypothetical protein Rv1061 	14	29.0	28.1	783.9	758.2	-25.70	-0.05	0.95550	1.00000
Rv1062	-	hypothetical protein Rv1062 	6	46.3	0.3	416.3	2.4	-413.90	-7.45	0.13120	0.46367
Rv1063c	-	hypothetical protein Rv1063c 	15	9.5	14.2	227.3	341.6	114.25	0.59	0.46820	0.83287
Rv1064c	lpqV	POSSIBLE LIPOPROTEIN LPQV 	6	2.4	13.4	43.2	240.4	197.16	2.48	0.22380	0.59863
Rv1065	-	hypothetical protein Rv1065 	10	4.9	13.4	117.8	321.8	203.94	1.45	0.08400	0.38882
Rv1066	-	hypothetical protein Rv1066 	4	0.3	2.9	2.3	26.3	24.02	3.51	0.10960	0.42211
Rv1067c	PE_PGRS19	PE-PGRS FAMILY PROTEIN 	15	8.6	12.3	179.7	257.9	78.16	0.52	0.66460	1.00000
Rv1068c	PE_PGRS20	PE-PGRS FAMILY PROTEIN 	13	15.6	10.0	375.3	240.3	-135.05	-0.64	0.45230	0.82826
Rv1069c	-	hypothetical protein Rv1069c 	20	24.7	6.5	1332.9	352.3	-980.62	-1.92	0.04820	0.30003
Rv1070c	echA8	enoyl-CoA hydratase 	8	59.5	3.4	1249.8	71.3	-1178.42	-4.13	0.43860	0.81815
Rv1071c	echA9	enoyl-CoA hydratase 	12	9.0	7.9	270.4	236.9	-33.49	-0.19	0.79870	1.00000
Rv1072	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	17	0.5	0.1	7.3	1.9	-5.34	-1.92	0.34950	0.74893
Rv1073	-	hypothetical protein Rv1073 	19	20.8	29.9	936.3	1343.5	407.17	0.52	0.45570	0.82826
Rv1074c	fadA3	acetyl-CoA acetyltransferase 	11	25.6	21.0	613.8	504.3	-109.53	-0.28	0.74320	1.00000
Rv1075c	-	CONSERVED EXPORTED PROTEIN 	18	16.5	31.2	545.9	1029.0	483.08	0.91	0.14830	0.49228
Rv1076	lipU	POSSIBLE LIPASE LIPU 	21	43.0	27.5	773.5	494.5	-278.97	-0.65	0.36810	0.76816
Rv1077	cbs	Probable cystathionine beta-synthase CBS (Serine sulfhydrase) (Beta-thionase) (Hemoprotein H-450) 	27	24.3	21.2	1387.0	1209.3	-177.63	-0.20	0.73680	1.00000
Rv1078	pra	Probable Proline-rich antigen homolog pra 	18	0.5	0.0	5.9	0.0	-5.92	-0.58	0.03730	0.25572
Rv1079	metB	cystathionine gamma-synthase 	18	4.4	17.4	145.8	572.7	426.85	1.97	0.00850	0.11942
Rv1080c	greA	transcription elongation factor GreA 	9	0.7	0.0	2.0	0.0	-2.00	-0.74	1.00000	1.00000
Rv1081c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	7	0.0	2.5	0.0	7.6	7.61	1.82	0.40360	0.78612
Rv1082	mca	Mycothiol conjugate amidase Mca (Mycothiol S-conjugate amidase) 	13	5.3	3.6	95.6	64.9	-30.71	-0.56	0.63420	0.99351
Rv1083	-	hypothetical protein Rv1083 	3	0.6	0.1	1.7	0.4	-1.34	-2.09	0.70480	1.00000
Rv1084	-	hypothetical protein Rv1084 	26	9.7	10.7	523.8	579.9	56.05	0.15	0.81320	1.00000
Rv1085c	-	POSSIBLE HEMOLYSIN-LIKE PROTEIN 	11	24.5	5.7	733.6	172.2	-561.37	-2.09	0.11710	0.43382
Rv1086	-	SHORT (C15) CHAIN Z-ISOPRENYL DIPHOSPHATE SYNTHASE (Z-FPP SYNTHASE) (Z-FARNESYL DIPHOSPHATE SYNTHASE) (Z-FPP SYNTHETASE) (Z-FARNESYL DIPHOSPHATE SYNTHETASE) (GERANYLTRANSTRANSFERASE) (FARNESYL PYROPHOSPHATE SYNTHETASE) 	15	0.1	11.9	0.3	35.6	35.30	6.85	1.00000	1.00000
Rv1087	PE_PGRS21	PE-PGRS FAMILY PROTEIN 	21	3.6	11.1	174.5	532.6	358.11	1.61	0.04720	0.29611
Rv1087A	-	hypothetical protein Rv1087A 	7	8.4	29.8	151.6	537.1	385.55	1.83	0.08850	0.39900
Rv1088	PE9	PE FAMILY PROTEIN 	5	42.5	2.2	255.3	13.3	-241.94	-4.26	0.16210	0.51762
Rv1089	PE10	PE FAMILY PROTEIN 	5	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1089A	celA2a	PROBABLE CELLULASE CELA2A (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE) 	2	1.5	6.4	4.4	19.3	14.96	2.15	0.40280	0.78612
Rv1090	celA2b	PROBABLE CELLULASE CELA2B (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE) 	7	16.1	25.6	289.4	460.6	171.25	0.67	0.30020	0.69397
Rv1091	PE_PGRS22	PE-PGRS FAMILY PROTEIN 	26	4.2	5.3	200.1	252.4	52.39	0.34	0.63600	0.99554
Rv1092c	coaA	pantothenate kinase 	19	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1093	glyA	serine hydroxymethyltransferase 	14	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1094	desA2	POSSIBLE ACYL-	12	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1095	phoH2	PROBABLE PHOH-LIKE PROTEIN PHOH2 (PHOSPHATE STARVATION-INDUCIBLE PROTEIN PSIH) 	13	7.0	19.9	146.2	417.5	271.33	1.51	0.13230	0.46579
Rv1096	-	POSSIBLE GLYCOSYL HYDROLASE 	19	6.2	0.8	167.0	22.9	-144.08	-2.87	0.07750	0.37664
Rv1097c	-	PROBABLE MEMBRANE GLYCINE AND PROLINE RICH PROTEIN 	18	17.2	13.8	362.1	290.8	-71.25	-0.32	0.74250	1.00000
Rv1098c	fumC	fumarate hydratase 	13	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1099c	glpX	fructose 1,6-bisphosphatase II 	13	14.0	0.4	125.6	3.2	-122.43	-5.29	0.20910	0.57738
Rv1100	-	hypothetical protein Rv1100 	9	12.2	19.8	146.9	238.1	91.21	0.70	0.44000	0.81961
Rv1101c	-	hypothetical protein Rv1101c 	18	56.9	36.3	2561.0	1634.3	-926.67	-0.65	0.23360	0.61239
Rv1102c	-	hypothetical protein Rv1102c 	8	14.0	54.0	252.0	972.8	720.79	1.95	0.21660	0.58751
Rv1103c	-	hypothetical protein Rv1103c 	8	149.7	32.5	2245.7	488.0	-1757.65	-2.20	0.12480	0.45086
Rv1104	-	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT) 	11	7.7	28.8	230.9	863.0	632.09	1.90	0.03460	0.24505
Rv1105	-	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT) 	11	19.4	19.8	524.8	534.2	9.39	0.03	0.97690	1.00000
Rv1106c	-	PROBABLE CHOLESTEROL DEHYDROGENASE 	18	6.9	7.8	331.5	375.2	43.77	0.18	0.74780	1.00000
Rv1107c	xseB	exodeoxyribonuclease VII small subunit 	2	8.3	20.9	49.6	125.4	75.82	1.34	0.18790	0.55564
Rv1108c	xseA	exodeoxyribonuclease VII large subunit 	10	5.8	63.4	104.5	1141.2	1036.68	3.45	0.03700	0.25453
Rv1109c	-	hypothetical protein Rv1109c 	9	4.4	11.1	66.3	165.8	99.50	1.32	0.16830	0.52792
Rv1110	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 	14	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1111c	-	hypothetical protein Rv1111c 	24	3.1	8.2	65.7	172.2	106.57	1.39	0.21480	0.58462
Rv1112	-	translation-associated GTPase 	10	1.2	0.4	17.5	6.4	-11.13	-1.45	0.45940	0.82921
Rv1113	-	hypothetical protein Rv1113 	2	2.7	32.9	16.4	197.3	180.91	3.59	0.17940	0.54472
Rv1114	-	hypothetical protein Rv1114 	3	4.8	25.2	28.6	150.9	122.38	2.40	0.30630	0.69836
Rv1115	-	POSSIBLE EXPORTED PROTEIN 	18	21.7	46.0	651.5	1378.8	727.28	1.08	0.43170	0.81173
Rv1116	-	hypothetical protein Rv1116 	3	1.0	0.2	6.1	1.2	-4.83	-2.30	0.72380	1.00000
Rv1116A	-	CONSERVED HYPOTHETICAL PROTEIN (FRAGMENT) 	6	131.4	53.8	1970.8	807.3	-1163.46	-1.29	0.34770	0.74627
Rv1117	-	hypothetical protein Rv1117 	3	12.5	62.4	112.7	561.6	448.83	2.32	0.00460	0.09177
Rv1118c	-	hypothetical protein Rv1118c 	12	21.2	11.6	508.8	278.7	-230.17	-0.87	0.30240	0.69538
Rv1119c	-	hypothetical protein Rv1119c 	3	0.0	27.7	0.0	83.1	83.14	4.84	0.09770	0.41132
Rv1120c	-	hypothetical protein Rv1120c 	4	5.8	31.6	35.1	189.5	154.39	2.43	0.23360	0.61239
Rv1121	zwf1	glucose-6-phosphate 1-dehydrogenase 	24	10.4	2.8	312.4	84.1	-228.31	-1.89	0.32230	0.71709
Rv1122	gnd2	6-phosphogluconate dehydrogenase-like protein 	14	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1123c	bpoB	POSSIBLE PEROXIDASE BPOB (NON-HAEM PEROXIDASE) 	9	3.7	29.7	44.4	356.1	311.71	3.00	0.05400	0.32062
Rv1124	ephC	PROBABLE EPOXIDE HYDROLASE EPHC (EPOXIDE HYDRATASE) 	12	5.0	10.6	89.5	190.9	101.38	1.09	0.30650	0.69836
Rv1125	-	hypothetical protein Rv1125 	23	5.4	7.4	163.3	221.0	57.70	0.44	0.63100	0.99044
Rv1126c	-	hypothetical protein Rv1126c 	10	0.0	0.1	0.0	0.4	0.41	0.18	1.00000	1.00000
Rv1127c	ppdK	pyruvate phosphate dikinase 	19	8.9	0.2	160.1	3.7	-156.40	-5.44	0.07870	0.37970
Rv1128c	-	hypothetical protein Rv1128c 	29	8.7	8.6	260.3	257.5	-2.87	-0.02	0.99030	1.00000
Rv1129c	-	PROBABLE TRANSCRIPTIONAL REGULATOR PROTEIN 	27	5.9	14.4	176.4	432.3	255.95	1.29	0.22210	0.59662
Rv1130	-	hypothetical protein Rv1130 	27	11.6	3.7	416.2	134.2	-281.94	-1.63	0.13250	0.46579
Rv1131	gltA1	methylcitrate synthase 	16	7.8	2.0	186.7	46.8	-139.84	-2.00	0.46610	0.83135
Rv1132	-	hypothetical protein Rv1132 	26	7.8	11.1	326.9	467.9	140.95	0.52	0.57670	0.94183
Rv1133c	metE	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase 	35	0.0	0.1	0.0	0.4	0.41	0.18	1.00000	1.00000
Rv1134	-	hypothetical protein Rv1134 	5	0.6	14.2	7.5	170.3	162.82	4.51	0.02920	0.22890
Rv1135A	-	POSSIBLE ACETYL-CoA ACETYLTRANSFERASE (ACETOACETYL-CoA THIOLASE) 	6	55.8	9.9	837.5	149.1	-688.43	-2.49	0.50590	0.86799
Rv1135c	PPE16	PPE FAMILY PROTEIN 	25	13.5	13.8	567.4	578.4	10.93	0.03	0.96130	1.00000
Rv1136	-	POSSIBLE ENOYL-CoA HYDRATASE 	3	19.9	3.1	178.9	28.2	-150.74	-2.67	0.10350	0.41132
Rv1137c	-	hypothetical protein Rv1137c 	2	22.1	2.5	132.8	15.1	-117.73	-3.14	0.23140	0.60903
Rv1138c	-	POSSIBLE OXIDOREDUCTASE 	17	31.6	15.8	1044.1	521.2	-522.93	-1.00	0.32250	0.71709
Rv1139c	-	hypothetical protein Rv1139c 	13	63.2	14.1	1707.0	381.9	-1325.11	-2.16	0.01910	0.18319
Rv1140	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	11	2.5	43.2	37.5	648.3	610.80	4.11	0.00450	0.09068
Rv1141c	echA11	enoyl-CoA hydratase 	14	24.1	13.3	794.1	439.3	-354.80	-0.85	0.20870	0.57707
Rv1142c	echA10	enoyl-CoA hydratase 	8	32.6	15.8	586.2	285.1	-301.04	-1.04	0.36010	0.76104
Rv1143	mcr	PROBABLE ALPHA-METHYLACYL-CoA RACEMASE MCR (2-methylacyl-CoA racemase) (2-arylpropionyl-CoA epimerase ) 	15	24.0	27.4	1009.3	1152.2	142.85	0.19	0.70510	1.00000
Rv1144	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	11	10.7	1.5	290.0	40.9	-249.16	-2.83	0.09180	0.40742
Rv1145	mmpL13a	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL13A 	11	4.7	6.0	113.1	144.1	30.98	0.35	0.70090	1.00000
Rv1146	mmpL13b	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL13B 	23	40.6	30.5	2068.4	1556.0	-512.37	-0.41	0.52090	0.88292
Rv1147	-	hypothetical protein Rv1147 	9	8.8	7.0	185.3	147.7	-37.58	-0.33	0.67610	1.00000
Rv1148c	-	hypothetical protein Rv1148c 	23	15.5	23.0	699.5	1036.6	337.04	0.57	0.31170	0.70504
Rv1149	-	POSSIBLE TRANSPOSASE 	6	18.2	8.3	272.3	124.1	-148.22	-1.13	0.62830	0.98698
Rv1151c	-	NAD-dependent deacetylase 	9	47.7	66.2	1286.7	1787.7	501.00	0.47	0.43290	0.81360
Rv1152	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	50.3	49.7	452.3	447.3	-5.03	-0.02	0.99340	1.00000
Rv1153c	omt	PROBABLE O-METHYLTRANSFERASE OMT 	19	47.3	24.3	1419.7	729.5	-690.26	-0.96	0.31250	0.70525
Rv1154c	-	hypothetical protein Rv1154c 	16	10.7	18.2	481.6	818.6	336.98	0.77	0.22400	0.59863
Rv1155	-	hypothetical protein Rv1155 	11	15.7	5.0	470.7	151.0	-319.75	-1.64	0.06510	0.35007
Rv1156	-	hypothetical protein Rv1156 	12	16.9	49.6	455.1	1340.3	885.19	1.56	0.07310	0.36646
Rv1157c	-	CONSERVED HYPOTHETICAL ALA-, PRO-RICH PROTEIN 	8	0.6	0.7	7.4	8.3	0.97	0.18	0.86800	1.00000
Rv1158c	-	CONSERVED HYPOTHETICAL ALA-, PRO-RICH PROTEIN 	11	0.1	8.6	0.4	51.4	50.99	6.93	0.12520	0.45086
Rv1159	pimE	mannosyltransferase 	28	0.0	1.0	0.2	15.4	15.19	6.19	0.00500	0.09684
Rv1159A	phhB	pterin-4-alpha-carbinolamine dehydratase 	13	25.1	4.3	451.5	78.0	-373.42	-2.53	0.18100	0.54629
Rv1160	mutT2	PROBABLE MUTATOR PROTEIN MUTT (7,8-dihydro-8-oxoguanine-triphosphatase) (8-OXO-DGTPASE) 	4	0.7	53.0	6.6	476.8	470.23	6.18	0.00350	0.07980
Rv1161	narG	PROBABLE RESPIRATORY NITRATE REDUCTASE (ALPHA CHAIN) NARG 	75	13.1	18.1	1889.7	2606.9	717.25	0.46	0.34000	0.73728
Rv1162	narH	PROBABLE RESPIRATORY NITRATE REDUCTASE (BETA CHAIN) NARH 	35	25.1	24.9	2111.2	2091.9	-19.30	-0.01	0.98090	1.00000
Rv1163	narJ	PROBABLE RESPIRATORY NITRATE REDUCTASE (DELTA CHAIN) NARJ 	15	24.1	43.6	722.4	1308.1	585.72	0.86	0.28000	0.67059
Rv1164	narI	PROBABLE RESPIRATORY NITRATE REDUCTASE (GAMMA CHAIN) NARI 	18	6.8	13.6	285.0	570.3	285.24	1.00	0.26870	0.65613
Rv1165	typA	POSSIBLE GTP-BINDING TRANSLATION ELONGATION FACTOR TYPA (TYROSINE PHOSPHORYLATED PROTEIN A) (GTP-BINDING PROTEIN) 	15	4.4	3.5	131.7	104.3	-27.39	-0.34	0.64620	1.00000
Rv1166	lpqW	PROBABLE CONSERVED LIPOPROTEIN LPQW 	23	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1167c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	9	9.4	7.1	140.8	107.1	-33.71	-0.39	0.71470	1.00000
Rv1168c	PPE17	PPE FAMILY PROTEIN 	16	10.8	43.1	324.8	1291.6	966.80	1.99	0.01250	0.14888
Rv1169c	PE11	PE FAMILY PROTEIN 	3	37.5	14.9	337.1	133.9	-203.27	-1.33	0.76780	1.00000
Rv1170	mshB	N-Acetyl-1-D-myo-Inosityl-2-Amino-2-Deoxy-alpha- D-Glucopyranoside Deacetylase mshB (GlcNAc-Ins deacetylase) 	11	0.7	0.0	7.9	0.0	-7.88	-0.73	0.03810	0.26031
Rv1171	-	hypothetical protein Rv1171 	6	24.7	35.4	370.4	531.1	160.73	0.52	0.58460	0.94961
Rv1172c	PE12	PE FAMILY PROTEIN 	15	19.3	17.2	580.1	517.4	-62.76	-0.17	0.85970	1.00000
Rv1173	fbiC	FO synthase 	43	5.9	2.8	159.7	74.7	-84.97	-1.10	0.98270	1.00000
Rv1174c	TB8.4	LOW MOLECULAR WEIGHT T-CELL ANTIGEN TB8.4 	8	3.1	3.3	66.1	69.6	3.57	0.08	0.92330	1.00000
Rv1175c	fadH	PROBABLE NADPH DEPENDENT 2,4-DIENOYL-COA REDUCTASE FADH (2,4-dienoyl coenzyme A reductase) (4-enoyl-CoA reductase) 	28	27.2	3.8	1388.2	194.8	-1193.41	-2.83	0.02280	0.20216
Rv1176c	-	hypothetical protein Rv1176c 	15	14.9	17.6	447.6	528.2	80.54	0.24	0.78290	1.00000
Rv1177	fdxC	PROBABLE FERREDOXIN FDXC 	7	0.0	0.0	0.0	0.0	0.00	0.00	1.00000	1.00000
Rv1178	-	N-succinyldiaminopimelate aminotransferase 	20	9.5	1.9	255.9	50.4	-205.51	-2.34	0.11410	0.43071
Rv1179c	-	hypothetical protein Rv1179c 	41	12.1	11.8	941.1	917.4	-23.69	-0.04	0.94820	1.00000
Rv1180	pks3	PROBABLE POLYKETIDE BETA-KETOACYL SYNTHASE PKS3 	25	3.9	2.2	117.6	66.9	-50.66	-0.81	0.98070	1.00000
Rv1181	pks4	PROBABLE POLYKETIDE BETA-KETOACYL SYNTHASE PKS4 	70	12.1	8.2	1239.2	835.3	-403.87	-0.57	0.50470	0.86688
Rv1182	papA3	PROBABLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA3 	40	7.5	2.9	497.5	188.9	-308.61	-1.40	0.11680	0.43349
Rv1183	mmpL10	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL10 	52	7.3	3.7	588.4	301.3	-287.10	-0.97	0.44490	0.82488
Rv1184c	-	POSSIBLE EXPORTED PROTEIN 	22	0.9	14.9	33.3	579.7	546.41	4.12	0.00510	0.09690
Rv1185c	fadD21	acyl-CoA synthetase 	32	9.0	7.1	596.4	466.1	-130.38	-0.36	0.59250	0.95712
Rv1186c	-	hypothetical protein Rv1186c 	18	25.3	16.3	532.3	341.3	-191.00	-0.64	0.59190	0.95653
Rv1187	rocA	PROBABLE PYRROLINE-5-CARBOXYLATE DEHYDROGENASE ROCA 	24	8.5	7.2	178.5	151.0	-27.47	-0.24	0.76950	1.00000
